source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C4,C5,navigation,1.0,3.0,30.0,85,5,2.8333333333333335,283.33333333333337,True
B2_0,E2,navigation,1.0,2.0,20.0,56,3,2.8,280.0,True
C0,C1,navigation,1.0,3.0,30.0,80,5,2.6666666666666665,266.66666666666663,True
C5,EXIT_B,exit,1.0,5.0,50.0,85,5,1.7,170.0,True
C0,EXIT_A,exit,1.0,5.0,50.0,80,5,1.6,160.0,True
B2_0,B2_1,navigation,1.0,3.0,30.0,43,2,1.4333333333333333,143.33333333333334,True
C1,E2,navigation,1.0,4.0,40.0,56,3,1.4,140.0,True
C1,E1,navigation,1.0,4.0,40.0,49,3,1.225,122.50000000000001,True
B1_0,E1,navigation,1.0,4.0,40.0,49,3,1.225,122.50000000000001,True
B1_0,B1_1,navigation,1.0,2.0,20.0,24,2,1.2,120.0,True
C4,E3,navigation,1.0,3.0,30.0,35,2,1.1666666666666667,116.66666666666667,True
B3_1,DOOR_07,door_to_hallway,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
START_R07,DOOR_07,room_start,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
B2_1,B2_2,navigation,1.0,2.0,20.0,18,1,0.9,90.0,False
B2_2,DOOR_10,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
B3_0,E3,navigation,1.0,4.0,40.0,35,2,0.875,87.5,False
C1,C2,navigation,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C2,C3,navigation,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
B1_0,DOOR_01,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R01,DOOR_01,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
B4_0,E4,navigation,1.0,3.0,30.0,25,2,0.8333333333333334,83.33333333333334,False
B2_1,DOOR_06,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R06,DOOR_06,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
B4_0,DOOR_04,door_to_hallway,1.0,2.0,20.0,16,1,0.8,80.0,False
B2_0,DOOR_02,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
START_R02,DOOR_02,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
C3,C4,navigation,1.0,4.0,40.0,25,1,0.625,62.5,False
C4,E4,navigation,1.0,4.0,40.0,25,2,0.625,62.5,False
START_R10,DOOR_10,room_start,1.0,3.0,30.0,18,1,0.6,60.0,False
B3_0,B3_1,navigation,1.0,4.0,40.0,22,1,0.55,55.00000000000001,False
START_R04,DOOR_04,room_start,1.0,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
B1_1,B1_2,navigation,1.0,2.0,20.0,10,1,0.5,50.0,False
B1_2,DOOR_09,door_to_hallway,1.0,2.0,20.0,10,1,0.5,50.0,False
B1_1,DOOR_05,door_to_hallway,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
START_R05,DOOR_05,room_start,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
B4_0,B4_1,navigation,1.0,2.0,20.0,9,1,0.45,45.0,False
B4_1,DOOR_08,door_to_hallway,1.0,2.0,20.0,9,1,0.45,45.0,False
START_R08,DOOR_08,room_start,1.0,2.0,20.0,9,1,0.45,45.0,False
B3_0,DOOR_03,door_to_hallway,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R03,DOOR_03,room_start,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R09,DOOR_09,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
