source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C10,EXIT_B,exit,1.0,5.0,50.0,92,9,1.84,184.0,True
C0,C1,navigation,1.0,3.0,30.0,51,5,1.7,170.0,True
C8,C9,navigation,1.0,4.0,40.0,57,3,1.425,142.5,True
C0,EXIT_A,exit,1.0,5.0,50.0,68,6,1.36,136.0,True
C9,C10,navigation,1.0,5.0,50.0,66,4,1.32,132.0,True
C1,C2,navigation,1.0,3.0,30.0,38,4,1.2666666666666666,126.66666666666666,True
START_R06,DOOR_06,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
C18,C19,navigation,1.0,4.0,40.0,48,4,1.2,120.0,True
C7,C8,navigation,1.0,4.0,40.0,47,2,1.175,117.5,True
C19,EXIT_C,exit,1.0,5.0,50.0,53,5,1.06,106.0,True
C2,DOOR_03,door_to_hallway,1.0,2.0,20.0,21,1,1.05,105.0,True
START_R03,DOOR_03,room_start,1.0,2.0,20.0,21,1,1.05,105.0,True
C16,C17,navigation,1.0,4.0,40.0,37,2,0.925,92.5,False
C17,C18,navigation,1.0,5.0,50.0,46,3,0.92,92.0,False
C0,DOOR_01,door_to_hallway,1.0,2.0,20.0,17,1,0.85,85.0,False
START_R01,DOOR_01,room_start,1.0,2.0,20.0,17,1,0.85,85.0,False
C5,DOOR_06,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C14,DOOR_15,door_to_hallway,1.0,3.0,30.0,24,1,0.8,80.0,False
C15,C16,navigation,1.0,3.0,30.0,24,1,0.8,80.0,False
START_R15,DOOR_15,room_start,1.0,3.0,30.0,24,1,0.8,80.0,False
C7,DOOR_08,door_to_hallway,1.0,3.0,30.0,22,1,0.7333333333333333,73.33333333333333,False
START_R08,DOOR_08,room_start,1.0,3.0,30.0,22,1,0.7333333333333333,73.33333333333333,False
C10,C11,navigation,1.0,3.0,30.0,21,4,0.7,70.0,False
C1,DOOR_02,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
START_R02,DOOR_02,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
START_R17,DOOR_17,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
C3,DOOR_04,door_to_hallway,1.0,2.0,20.0,12,1,0.6,60.0,False
C2,C3,navigation,1.0,3.0,30.0,17,3,0.5666666666666667,56.666666666666664,False
C5,C6,navigation,1.0,5.0,50.0,28,2,0.56,56.00000000000001,False
C14,C15,navigation,1.0,5.0,50.0,27,2,0.54,54.0,False
C6,C7,navigation,1.0,5.0,50.0,25,1,0.5,50.0,False
C8,DOOR_09,door_to_hallway,1.0,2.0,20.0,10,1,0.5,50.0,False
C16,DOOR_17,door_to_hallway,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R04,DOOR_04,room_start,1.0,3.0,30.0,12,1,0.4,40.0,False
START_R09,DOOR_09,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C9,DOOR_10,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
C11,C12,navigation,1.0,5.0,50.0,15,3,0.3,30.0,False
C12,DOOR_13,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
C17,DOOR_18,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
START_R10,DOOR_10,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
START_R13,DOOR_13,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
START_R18,DOOR_18,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
C19,DOOR_20,door_to_hallway,1.0,2.0,20.0,5,1,0.25,25.0,False
START_R11,DOOR_11,room_start,1.0,2.0,20.0,5,1,0.25,25.0,False
C11,DOOR_12,door_to_hallway,1.0,3.0,30.0,6,1,0.2,20.0,False
C12,C13,navigation,1.0,3.0,30.0,6,2,0.2,20.0,False
START_R12,DOOR_12,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
C10,DOOR_11,door_to_hallway,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
START_R20,DOOR_20,room_start,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
START_R16,DOOR_16,room_start,1.0,2.0,20.0,3,1,0.15,15.0,False
C3,C4,navigation,1.0,4.0,40.0,5,2,0.125,12.5,False
C4,C5,navigation,1.0,3.0,30.0,3,1,0.1,10.0,False
C6,DOOR_07,door_to_hallway,1.0,3.0,30.0,3,1,0.1,10.0,False
C13,DOOR_14,door_to_hallway,1.0,3.0,30.0,3,1,0.1,10.0,False
C15,DOOR_16,door_to_hallway,1.0,3.0,30.0,3,1,0.1,10.0,False
START_R05,DOOR_05,room_start,1.0,2.0,20.0,2,1,0.1,10.0,False
START_R07,DOOR_07,room_start,1.0,3.0,30.0,3,1,0.1,10.0,False
START_R14,DOOR_14,room_start,1.0,3.0,30.0,3,1,0.1,10.0,False
C4,DOOR_05,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C18,DOOR_19,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
START_R19,DOOR_19,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C13,C14,navigation,1.0,5.0,50.0,3,1,0.06,6.0,False
C19,C20,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C20,C21,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C21,C22,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C22,C23,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C23,C24,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C24,C25,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C25,C26,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C26,C27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C27,C28,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C28,C29,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C29,EXIT_D,exit,1.0,5.0,50.0,0,0,0.0,0.0,False
