variable,x_R01_EXIT_A,x_R01_EXIT_B,x_R01_EXIT_C,x_R01_EXIT_D,x_R01_EXIT_E,x_R02_EXIT_A,x_R02_EXIT_B,x_R02_EXIT_C,x_R02_EXIT_D,x_R02_EXIT_E,x_R03_EXIT_A,x_R03_EXIT_B,x_R03_EXIT_C,x_R03_EXIT_D,x_R03_EXIT_E,x_R04_EXIT_A,x_R04_EXIT_B,x_R04_EXIT_C,x_R04_EXIT_D,x_R04_EXIT_E,x_R05_EXIT_A,x_R05_EXIT_B,x_R05_EXIT_C,x_R05_EXIT_D,x_R05_EXIT_E,x_R06_EXIT_A,x_R06_EXIT_B,x_R06_EXIT_C,x_R06_EXIT_D,x_R06_EXIT_E,x_R07_EXIT_A,x_R07_EXIT_B,x_R07_EXIT_C,x_R07_EXIT_D,x_R07_EXIT_E,x_R08_EXIT_A,x_R08_EXIT_B,x_R08_EXIT_C,x_R08_EXIT_D,x_R08_EXIT_E,x_R09_EXIT_A,x_R09_EXIT_B,x_R09_EXIT_C,x_R09_EXIT_D,x_R09_EXIT_E,x_R10_EXIT_A,x_R10_EXIT_B,x_R10_EXIT_C,x_R10_EXIT_D,x_R10_EXIT_E,x_R11_EXIT_A,x_R11_EXIT_B,x_R11_EXIT_C,x_R11_EXIT_D,x_R11_EXIT_E,x_R12_EXIT_A,x_R12_EXIT_B,x_R12_EXIT_C,x_R12_EXIT_D,x_R12_EXIT_E
x_R05_EXIT_A,0.00028775164248560177,0.0007518671948817337,0.0,0.0,0.0,9.591721416186729e-05,0.00025062239829391124,0.0,0.0,0.0,0.001151006569942407,0.0016708159886260749,0.0,0.0,0.0,0.00038366885664746915,0.0005569386628753584,0.0,0.0,0.0,-1.8094220160208787,1.8898773758780556,1.8898077585451962,1.8898077585451962,1.8898077585451962,0.0005755032849712035,0.0015037343897634674,0.0,0.0,0.0,0.002059126000797506,0.00015315813229072354,0.0006126325291628943,0.0006126325291628943,0.0006126325291628943,0.0004764919671266954,0.0,0.0001949285320063754,0.0001949285320063754,0.0001949285320063754,0.00017017570254524838,0.0,6.961733285941979e-05,6.961733285941979e-05,0.0008354079943130374,0.00013614056203619873,0.0,5.569386628753584e-05,0.00044555093030028674,0.00044555093030028674,0.00017017570254524838,0.0,0.0004177039971565187,0.0004177039971565187,0.0004177039971565187,0.00027228112407239746,0.0,0.0005569386628753584,0.0005569386628753584,0.0005569386628753584
x_R05_EXIT_B,0.0,0.0008678960829807666,0.0,0.0,0.0,0.0,0.0002892986943269223,0.0,0.0,0.0,0.0,0.005142400320549142,0.0,0.0,0.0,0.0,0.0017141334401830474,0.0,0.0,0.0,1.8898773758780556,-1.834425661454968,1.8898077585451962,1.8898077585451962,1.8898077585451962,0.0,0.0017357921659615333,0.0,0.0,0.0,0.00015315813229072354,0.0017443009510887963,0.0006126325291628943,0.0006126325291628943,0.0006126325291628943,0.0,0.00183016232828208,0.0,0.0,0.0,0.0,0.0006536294029578858,0.0,0.0,0.00034808666429709894,0.0,0.0005229035223663086,0.0,0.0002784693314376792,0.0002784693314376792,0.0,0.0006536294029578858,0.00034808666429709894,0.00034808666429709894,0.00034808666429709894,0.0008911018606005735,7.7352592066022e-05,0.0015594282560510034,0.0015594282560510034,0.0015594282560510034
x_R05_EXIT_C,0.0,0.0,0.0,0.00011138773257507166,0.0008539726164088826,0.0,0.0,0.0,0.0,0.00028465753880296097,0.0,0.0036386659307856744,0.0001485169767667622,0.0,0.0029703395353352442,0.0011386301552118439,0.00022277546515014337,0.001188135814134098,0.0009901131784450816,0.0,1.8898077585451962,1.8898077585451962,-1.8414565712180875,1.8899593696256456,1.8898356054783398,0.0,0.0,7.42584883833811e-05,0.00022277546515014332,0.0017079452328177653,0.0,0.0,0.001940003009015832,0.0016677218849434343,0.0003063162645814471,0.0,0.0,8.663490311394463e-05,0.0002599047093418339,0.001992602771620726,0.0,0.0,0.0,9.282311047922638e-05,0.00013923466571883958,0.0,0.0,0.0,0.0006064443217976125,0.00011138773257507169,0.0,0.0,0.0008818195495526507,0.0007580554022470154,0.00013923466571883958,0.0,0.0,0.001410911279284241,0.001212888643595225,0.00022277546515014337
x_R05_EXIT_D,0.0,0.0,0.0,0.0,0.0007425848838338111,0.0,0.0,0.0,0.0,0.0002475282946112704,0.0,0.0036386659307856744,0.0,0.0001485169767667622,0.0029703395353352442,0.0009901131784450816,0.00022277546515014337,0.0009901131784450816,0.0010396188373673356,0.0,1.8898077585451962,1.8898077585451962,1.8899593696256456,-1.8534631478281953,1.8898356054783398,0.0,0.0,0.0,7.42584883833811e-05,0.0014851697676676221,0.0,0.0,0.0016677218849434343,0.001735792165961534,0.0003063162645814471,0.0,0.0,0.0,8.663490311394463e-05,0.0017326980622788923,0.0,0.0,0.0,0.0,0.00013923466571883958,0.0,0.0,0.0,0.0006311971512587395,0.00011138773257507169,0.0,0.0,0.0007580554022470154,0.0007889964390734242,0.00013923466571883958,0.0,0.0,0.001212888643595225,0.001262394302517479,0.00022277546515014337
x_R05_EXIT_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006683263954504299,0.0,0.0,0.0001485169767667622,0.0,0.00022277546515014337,0.0,0.0,0.0,1.8898077585451962,1.8898077585451962,1.8898356054783398,1.8898356054783398,-1.869570927959517,0.0,0.0,0.0,0.0,7.42584883833811e-05,0.0,0.0,0.0003063162645814471,0.0003063162645814471,0.00037438654559954643,0.0,0.0,0.0,0.0,8.663490311394463e-05,0.0,0.0,0.0,0.0,0.00017017570254524838,0.0,0.0,0.0,0.00011138773257507169,0.00013614056203619873,0.0,0.0,0.00013923466571883958,0.00013923466571883958,0.00017017570254524838,0.0,0.0,0.00022277546515014337,0.00022277546515014337,0.00027228112407239746
x_R06_EXIT_A,0.006460488489354156,0.0030074687795269344,0.00200497918635129,0.00200497918635129,0.00200497918635129,0.002153496163118052,0.001002489593175645,0.0006683263954504299,0.0006683263954504299,0.0006683263954504299,0.017822037212011463,0.0,0.0,0.0,0.0,0.0059406790706704885,0.0,0.0,0.0,0.0,0.0005755032849712035,0.0,0.0,0.0,0.0,-1.8173851717278722,1.9131434885196736,1.9111385093333224,1.9111385093333224,1.9111385093333224,0.00633053613468324,0.0,0.0,0.0,0.0,0.005717903605520345,0.0,0.0046782847681530095,0.0046782847681530095,0.0046782847681530095,0.00204210843054298,0.0,0.0016708159886260749,0.0016708159886260749,0.0,0.0016336867444343844,0.0,0.0013366527909008598,0.0,0.0,0.00204210843054298,0.0,0.0,0.0,0.0,0.003267373488868769,0.0,0.0,0.0,0.0
x_R06_EXIT_B,0.0030074687795269344,0.022444628113876937,0.00200497918635129,0.00200497918635129,0.00200497918635129,0.001002489593175645,0.007481542704625646,0.0006683263954504299,0.0006683263954504299,0.0006683263954504299,0.00400995837270258,0.041659011983076796,0.0,0.0,0.0,0.0013366527909008598,0.013886337327692266,0.0,0.0,0.0,0.0015037343897634674,0.0017357921659615333,0.0,0.0,0.0,1.9131434885196736,-1.7384638455257795,1.9111385093333224,1.9111385093333224,1.9111385093333224,0.016541078287398144,0.019093713825576866,0.0,0.0,0.0,0.0,0.02196194793938496,0.0023391423840765048,0.0023391423840765048,0.0023391423840765048,0.0,0.00784355283549463,0.0008354079943130374,0.0008354079943130374,0.005847855960191262,0.0,0.006274842268395703,0.0006683263954504299,0.00200497918635129,0.00200497918635129,0.0,0.00784355283549463,0.0008354079943130374,0.0008354079943130374,0.0008354079943130374,0.010693222327206878,0.0009282311047922639,0.01202987511810774,0.01202987511810774,0.01202987511810774
x_R06_EXIT_C,0.00200497918635129,0.00200497918635129,0.013143752443858455,0.012698201513558167,0.012698201513558167,0.0006683263954504299,0.0006683263954504299,0.004381250814619485,0.004232733837852723,0.004232733837852723,0.037426278145224076,0.0,0.007128814884804588,0.0,0.0,0.014257629769609172,0.0,0.0005940679070670488,0.0,0.0,0.0,0.0,7.42584883833811e-05,0.0,0.0,1.9111385093333224,1.9111385093333224,-1.7900326298328495,1.932524953987736,1.932524953987736,0.0,0.0,0.0008168433722171922,0.0,0.0,0.0,0.0,0.025990470934183385,0.024950852096816054,0.024950852096816054,0.0,0.0,0.009282311047922638,0.008911018606005731,0.0,0.0,0.0,0.00742584883833811,0.0,0.0,0.0,0.0,0.00037129244191690553,0.0,0.0,0.0,0.0,0.0005940679070670488,0.0,0.0
x_R06_EXIT_D,0.00200497918635129,0.00200497918635129,0.012698201513558167,0.014480405234759314,0.014034854304459027,0.0006683263954504299,0.0006683263954504299,0.004232733837852723,0.004826801744919772,0.00467828476815301,0.037426278145224076,0.0,0.005346611163603441,0.001782203721201147,0.0,0.01603983349081032,0.0,0.0017822037212011465,0.0005940679070670488,0.0,0.0,0.0,0.00022277546515014332,7.42584883833811e-05,0.0,1.9111385093333224,1.9111385093333224,1.932524953987736,-1.775371312263036,1.9351982595695378,0.0,0.0,0.0024505301166515767,0.0008168433722171922,0.0,0.0,0.0,0.024950852096816054,0.029109327446285395,0.028069708608918057,0.0,0.0,0.008911018606005731,0.010396188373673355,0.0,0.0,0.0,0.007128814884804586,0.0002970339535335244,0.0,0.0,0.0,0.0011138773257507166,0.00037129244191690553,0.0,0.0,0.0,0.0017822037212011465,0.0005940679070670488,0.0
x_R06_EXIT_E,0.00200497918635129,0.00200497918635129,0.012698201513558167,0.014034854304459027,0.023391423840765046,0.0006683263954504299,0.0006683263954504299,0.004232733837852723,0.00467828476815301,0.007797141280255016,0.037426278145224076,0.03564407442402293,0.005346611163603441,0.0,0.03742627814522408,0.027921191632151298,0.0,0.013663561862542122,0.011881358141340977,0.0005940679070670488,0.0,0.0,0.0017079452328177653,0.0014851697676676221,7.42584883833811e-05,1.9111385093333224,1.9111385093333224,1.932524953987736,1.9351982595695378,-1.7415652590670083,0.0,0.0,0.01878739756099542,0.016336867444343844,0.0008168433722171922,0.0,0.0,0.024950852096816054,0.028069708608918057,0.04990170419363211,0.0,0.0,0.008911018606005731,0.010024895931756449,0.00037129244191690553,0.0,0.0,0.007128814884804586,0.0059406790706704885,0.0002970339535335244,0.0,0.0,0.008539726164088827,0.00742584883833811,0.00037129244191690553,0.0,0.0,0.013663561862542122,0.011881358141340977,0.0005940679070670488
x_R07_EXIT_A,0.00316526806734162,0.008270539143699072,0.0,0.0,0.0,0.00105508935578054,0.002756846381233024,0.0,0.0,0.0,0.01266107226936648,0.003675795174977365,0.0,0.0,0.0,0.00422035742312216,0.0012252650583257883,0.0,0.0,0.0,0.002059126000797506,0.00015315813229072354,0.0,0.0,0.0,0.00633053613468324,0.016541078287398144,0.0,0.0,0.0,-1.7814690402781954,1.9060289838644013,1.9043442444092034,1.9043442444092034,1.9043442444092034,0.00524141163839365,0.0,0.0021442138520701296,0.0021442138520701296,0.0021442138520701296,0.0018719327279977322,0.0,0.0007657906614536177,0.0007657906614536177,0.006126325291628942,0.0014975461823981857,0.0,0.0006126325291628942,0.0024505301166515767,0.0024505301166515767,0.0018719327279977322,0.0,0.0015315813229072354,0.0015315813229072354,0.0015315813229072354,0.0029950923647963715,0.0,0.0012252650583257883,0.0012252650583257883,0.0012252650583257883
x_R07_EXIT_B,0.0,0.009546856912788433,0.0,0.0,0.0,0.0,0.0031822856375961456,0.0,0.0,0.0,0.0,0.04186322282613109,0.0,0.0,0.0,0.0,0.01395440760871037,0.0,0.0,0.0,0.00015315813229072354,0.0017443009510887963,0.0,0.0,0.0,0.0,0.019093713825576866,0.0,0.0,0.0,1.9060289838644013,-1.809907140800016,1.9043442444092034,1.9043442444092034,1.9043442444092034,0.0,0.020131785611102883,0.0,0.0,0.0,0.0,0.007189923432536744,0.0,0.0,0.0007657906614536177,0.0,0.005751938746029396,0.0,0.0006126325291628942,0.0006126325291628942,0.0,0.007189923432536744,0.0007657906614536177,0.0007657906614536177,0.0007657906614536177,0.009802120466606307,0.0008508785127262419,0.012252650583257887,0.012252650583257887,0.012252650583257887
x_R07_EXIT_C,0.0,0.0,0.0004084216861085961,0.0012252650583257883,0.00939369878049771,0.0,0.0,0.00013614056203619868,0.0004084216861085961,0.00313123292683257,0.0,0.05472850593855187,0.0016336867444343844,0.0,0.03267373488868769,0.01252493170733028,0.007351590349954731,0.013069493955475076,0.010891244962895896,0.0,0.0006126325291628943,0.0006126325291628943,0.001940003009015832,0.0016677218849434343,0.0003063162645814471,0.0,0.0,0.0008168433722171922,0.0024505301166515767,0.01878739756099542,1.9043442444092034,1.9043442444092034,-1.7760404353670018,1.929428142964373,1.914452681140391,0.0,0.0,0.0009529839342533908,0.0028589518027601723,0.02191863048782799,0.0,0.0,0.0003403514050904967,0.00102105421527149,0.004594743968721705,0.0,0.0,0.00027228112407239735,0.009121417656425315,0.0036757951749773654,0.0,0.0,0.012763177690893628,0.01140177207053164,0.004594743968721705,0.0,0.0,0.020421084305429812,0.01824283531285063,0.007351590349954731
x_R07_EXIT_D,0.0,0.0,0.0,0.0004084216861085961,0.008168433722171922,0.0,0.0,0.0,0.00013614056203619868,0.002722811240723974,0.0,0.05472850593855187,0.0,0.0016336867444343844,0.03267373488868769,0.010891244962895896,0.007351590349954731,0.010891244962895896,0.011435807211040693,0.0,0.0006126325291628943,0.0006126325291628943,0.0016677218849434343,0.001735792165961534,0.0003063162645814471,0.0,0.0,0.0,0.0008168433722171922,0.016336867444343844,1.9043442444092034,1.9043442444092034,1.929428142964373,-1.7902747666286112,1.914452681140391,0.0,0.0,0.0,0.0009529839342533908,0.01905967868506782,0.0,0.0,0.0,0.0003403514050904967,0.004594743968721705,0.0,0.0,0.0,0.009393698780497712,0.0036757951749773654,0.0,0.0,0.01140177207053164,0.011742123475622137,0.004594743968721705,0.0,0.0,0.01824283531285063,0.018787397560995425,0.007351590349954731
x_R07_EXIT_E,0.0,0.0,0.0,0.0,0.0004084216861085961,0.0,0.0,0.0,0.0,0.00013614056203619868,0.0,0.02205477104986419,0.0,0.0,0.0016336867444343844,0.0,0.007351590349954731,0.0,0.0,0.0005445622481447947,0.0006126325291628943,0.0006126325291628943,0.0003063162645814471,0.0003063162645814471,0.00037438654559954643,0.0,0.0,0.0,0.0,0.0008168433722171922,1.9043442444092034,1.9043442444092034,1.914452681140391,1.914452681140391,-1.821234244436609,0.0,0.0,0.0,0.0,0.0009529839342533908,0.0,0.0,0.0,0.0,0.004935095373812202,0.0,0.0,0.0,0.0036757951749773654,0.003948076299049763,0.0,0.0,0.004594743968721705,0.004594743968721705,0.004935095373812202,0.0,0.0,0.007351590349954731,0.007351590349954731,0.007896152598099527
x_R08_EXIT_A,0.0028589518027601723,0.0,0.0,0.0,0.0,0.0009529839342533908,0.0,0.0,0.0,0.0,0.01143580721104069,0.0,0.0,0.0,0.0,0.0038119357370135633,0.0,0.0,0.0,0.0,0.0004764919671266954,0.0,0.0,0.0,0.0,0.005717903605520345,0.0,0.0,0.0,0.0,0.00524141163839365,0.0,0.0,0.0,0.0,-1.8333243232084897,1.9134235049029527,1.9134235049029527,1.9134235049029527,1.9134235049029527,0.002382459835633477,0.0,0.0,0.0,0.0,0.0019059678685067816,0.0,0.0,0.0,0.0,0.002382459835633477,0.0,0.0,0.0,0.0,0.0038119357370135633,0.0,0.0,0.0,0.0
x_R08_EXIT_B,0.0,0.01098097396969248,0.0,0.0,0.0,0.0,0.00366032465656416,0.0,0.0,0.0,0.0,0.04392389587876992,0.0,0.0,0.0,0.0,0.01464129862625664,0.0,0.0,0.0,0.0,0.00183016232828208,0.0,0.0,0.0,0.0,0.02196194793938496,0.0,0.0,0.0,0.0,0.020131785611102883,0.0,0.0,0.0,1.9134235049029527,-1.7428588961664642,1.9134235049029527,1.9134235049029527,1.9134235049029527,0.001949285320063754,0.01597331026163354,0.001949285320063754,0.001949285320063754,0.0,0.0046782847681530095,0.009659791697204824,0.0046782847681530095,0.0,0.0,0.007797141280255017,0.010125454301442276,0.0,0.0,0.0,0.026510280352867052,0.001082936288924308,0.012475426048408025,0.012475426048408025,0.012475426048408025
x_R08_EXIT_C,0.0023391423840765048,0.0011695711920382524,0.012995235467091693,0.012475426048408027,0.012475426048408027,0.0007797141280255016,0.0003898570640127508,0.004331745155697231,0.0041584753494693415,0.0041584753494693415,0.053020560705734104,0.0,0.008316950698938685,0.0,0.0,0.01975275790997937,0.0,0.000693079224911557,0.0,0.0,0.0001949285320063754,0.0,8.663490311394463e-05,0.0,0.0,0.0046782847681530095,0.0023391423840765048,0.025990470934183385,0.024950852096816054,0.024950852096816054,0.0021442138520701296,0.0,0.0009529839342533908,0.0,0.0,1.9134235049029527,1.9134235049029527,-1.7742449657921744,1.9479908312454166,1.9479908312454166,0.0,0.0,0.01277864820930683,0.012345473693737107,0.0,0.0,0.0,0.010222918567445463,0.0,0.0,0.0,0.0,0.00043317451556972313,0.0,0.0,0.0,0.0,0.000693079224911557,0.0,0.0
x_R08_EXIT_D,0.0023391423840765048,0.0011695711920382524,0.012475426048408027,0.014554663723142697,0.014034854304459029,0.0007797141280255016,0.0003898570640127508,0.0041584753494693415,0.004851554574380899,0.0046782847681530095,0.053020560705734104,0.0,0.0062377130242040136,0.002079237674734671,0.0,0.02183199558471404,0.0,0.002079237674734671,0.000693079224911557,0.0,0.0001949285320063754,0.0,0.0002599047093418339,8.663490311394463e-05,0.0,0.0046782847681530095,0.0023391423840765048,0.024950852096816054,0.029109327446285395,0.028069708608918057,0.0021442138520701296,0.0,0.0028589518027601723,0.0009529839342533908,0.0,1.9134235049029527,1.9134235049029527,1.9479908312454166,-1.7586182878733767,1.9516294971762023,0.0,0.0,0.012345473693737107,0.014078171756015999,0.0,0.0,0.0,0.009876378954989684,0.0003465396124557785,0.0,0.0,0.0,0.0012995235467091694,0.00043317451556972313,0.0,0.0,0.0,0.002079237674734671,0.000693079224911557,0.0
x_R08_EXIT_E,0.0023391423840765048,0.0011695711920382524,0.012475426048408027,0.014034854304459029,0.024950852096816054,0.0007797141280255016,0.0003898570640127508,0.0041584753494693415,0.0046782847681530095,0.008316950698938683,0.053020560705734104,0.04158475349469342,0.0062377130242040136,0.0,0.04366399116942809,0.03569358008294518,0.0,0.01594082217296581,0.013861584498231138,0.000693079224911557,0.0001949285320063754,0.0,0.001992602771620726,0.0017326980622788923,8.663490311394463e-05,0.0046782847681530095,0.0023391423840765048,0.024950852096816054,0.028069708608918057,0.04990170419363211,0.0021442138520701296,0.0,0.02191863048782799,0.01905967868506782,0.0009529839342533908,1.9134235049029527,1.9134235049029527,1.9479908312454166,1.9516294971762023,-1.7183764990174564,0.0,0.0,0.012345473693737107,0.013644997240446275,0.00043317451556972313,0.0,0.0,0.009876378954989684,0.006930792249115569,0.0003465396124557785,0.0,0.0,0.009963013858103631,0.008663490311394462,0.00043317451556972313,0.0,0.0,0.01594082217296581,0.013861584498231138,0.000693079224911557
x_R09_EXIT_A,0.00102105421527149,0.0,0.0,0.0,0.0,0.00034035140509049676,0.0,0.0,0.0,0.0,0.00408421686108596,0.0,0.0,0.0,0.0,0.001361405620361987,0.0,0.0,0.0,0.0,0.00017017570254524838,0.0,0.0,0.0,0.0,0.00204210843054298,0.0,0.0,0.0,0.0,0.0018719327279977322,0.0,0.0,0.0,0.0,0.002382459835633477,0.001949285320063754,0.0,0.0,0.0,-1.8531548668386857,1.8927227909772042,1.8934189643057984,1.8934189643057984,1.8927227909772042,0.001237641473056352,0.0,0.0005569386628753583,0.0,0.0,0.0015470518413204398,0.0,0.0,0.0,0.0,0.002475282946112704,0.0,0.0,0.0,0.0
x_R09_EXIT_B,0.0,0.003921776417747315,0.0,0.0,0.0,0.0,0.0013072588059157716,0.0,0.0,0.0,0.0,0.01568710567098926,0.0,0.0,0.0,0.0,0.005229035223663086,0.0,0.0,0.0,0.0,0.0006536294029578858,0.0,0.0,0.0,0.0,0.00784355283549463,0.0,0.0,0.0,0.0,0.007189923432536744,0.0,0.0,0.0,0.0,0.01597331026163354,0.0,0.0,0.0,1.8927227909772042,-1.818028134046106,1.8927227909772042,1.8927227909772042,1.8927227909772042,0.0011138773257507166,0.0034499256061445815,0.0011138773257507166,0.0,0.0,0.0020885199857825936,0.003616233679086528,0.0,0.0,0.0,0.008354079943130375,0.00038676296033010994,0.004455509303002867,0.004455509303002867,0.004455509303002867
x_R09_EXIT_C,0.0008354079943130374,0.0004177039971565187,0.004641155523961319,0.004455509303002866,0.004455509303002866,0.00027846933143767916,0.00013923466571883958,0.0015470518413204398,0.0014851697676676221,0.0014851697676676221,0.01893591453776218,0.0,0.0029703395353352442,0.0,0.0,0.007054556396421206,0.0,0.00024752829461127034,0.0,0.0,6.961733285941979e-05,0.0,0.0,0.0,0.0,0.0016708159886260749,0.0008354079943130374,0.009282311047922638,0.008911018606005731,0.008911018606005731,0.0007657906614536177,0.0,0.0003403514050904967,0.0,0.0,0.0,0.001949285320063754,0.01277864820930683,0.012345473693737107,0.012345473693737107,1.8934189643057984,1.8927227909772042,-1.8194719124494865,1.8978280620535617,1.8927227909772042,0.0005569386628753583,0.0,0.004207981008391596,0.0,0.0,0.0006961733285941979,0.0,0.00015470518413204397,0.0,0.0,0.0011138773257507166,0.0,0.00024752829461127034,0.0,0.0
x_R09_EXIT_D,0.0008354079943130374,0.0004177039971565187,0.004455509303002866,0.0051980941868366775,0.005012447965878224,0.00027846933143767916,0.00013923466571883958,0.0014851697676676221,0.0017326980622788925,0.001670815988626075,0.01893591453776218,0.0,0.0022277546515014333,0.0007425848838338111,0.0,0.007797141280255016,0.0,0.0007425848838338111,0.00024752829461127034,0.0,6.961733285941979e-05,0.0,9.282311047922638e-05,0.0,0.0,0.0016708159886260749,0.0008354079943130374,0.008911018606005731,0.010396188373673355,0.010024895931756449,0.0007657906614536177,0.0,0.00102105421527149,0.0003403514050904967,0.0,0.0,0.001949285320063754,0.012345473693737107,0.014078171756015999,0.013644997240446275,1.8934189643057984,1.8927227909772042,1.8978280620535617,-1.8070197849090786,1.8927227909772042,0.0005569386628753583,0.0,0.00408421686108596,0.00012376414730563517,0.0,0.0006961733285941979,0.0,0.0004641155523961319,0.00015470518413204397,0.0,0.0011138773257507166,0.0,0.0007425848838338111,0.00024752829461127034,0.0
x_R09_EXIT_E,0.0,0.002923927980095631,0.0,0.0,0.00018564622095845277,0.0,0.000974642660031877,0.0,0.0,6.188207365281758e-05,0.0,0.011695711920382525,0.0,0.0,0.0007425848838338111,0.0,0.003898570640127508,0.0,0.0,0.00024752829461127034,0.0008354079943130374,0.00034808666429709894,0.00013923466571883958,0.00013923466571883958,0.00017017570254524838,0.0,0.005847855960191262,0.0,0.0,0.00037129244191690553,0.006126325291628942,0.0007657906614536177,0.004594743968721705,0.004594743968721705,0.004935095373812202,0.0,0.0,0.0,0.0,0.00043317451556972313,1.8927227909772042,1.8927227909772042,1.8927227909772042,1.8927227909772042,-1.8053698695753735,0.0,0.0,0.0,0.002784693314376791,0.0029084574616824264,0.0,0.0,0.0027846933143767915,0.0027846933143767915,0.0029393984985088355,0.0,0.0,0.003898570640127508,0.003898570640127508,0.004146098934738778
x_R10_EXIT_A,0.0008168433722171922,0.0,0.0,0.0,0.0,0.00027228112407239746,0.0,0.0,0.0,0.0,0.003267373488868769,0.0,0.0,0.0,0.0,0.0010891244962895898,0.0,0.0,0.0,0.0,0.00013614056203619873,0.0,0.0,0.0,0.0,0.0016336867444343844,0.0,0.0,0.0,0.0,0.0014975461823981857,0.0,0.0,0.0,0.0,0.0019059678685067816,0.0046782847681530095,0.0,0.0,0.0,0.001237641473056352,0.0011138773257507166,0.0005569386628753583,0.0005569386628753583,0.0,-1.8420212142300427,1.8915342684001097,1.8928709211910106,1.8915342684001097,1.8915342684001097,0.002351518798807068,0.0,0.0,0.0,0.0,0.0037624300780913097,0.0,0.0,0.0,0.0
x_R10_EXIT_B,0.0,0.0031374211341978517,0.0,0.0,0.0,0.0,0.0010458070447326173,0.0,0.0,0.0,0.0,0.012549684536791407,0.0,0.0,0.0,0.0,0.004183228178930469,0.0,0.0,0.0,0.0,0.0005229035223663086,0.0,0.0,0.0,0.0,0.006274842268395703,0.0,0.0,0.0,0.0,0.005751938746029396,0.0,0.0,0.0,0.0,0.009659791697204824,0.0,0.0,0.0,0.0,0.0034499256061445815,0.0,0.0,0.0,1.8915342684001097,-1.8421414897831738,1.8915342684001097,1.8915342684001097,1.8915342684001097,0.0005569386628753583,0.002892986943269222,0.0,0.0,0.0,0.004901060233303153,0.000309410368264088,0.003564407442402294,0.003564407442402294,0.003564407442402294
x_R10_EXIT_C,0.0006683263954504299,0.00033416319772521495,0.003712924419169055,0.003564407442402293,0.003564407442402293,0.00022277546515014337,0.00011138773257507169,0.001237641473056352,0.001188135814134098,0.001188135814134098,0.015148731630209744,0.0,0.0023762716282681954,0.0,0.0,0.005643645117136966,0.0,0.00019802263568901627,0.0,0.0,5.569386628753584e-05,0.0,0.0,0.0,0.0,0.0013366527909008598,0.0006683263954504299,0.00742584883833811,0.007128814884804586,0.007128814884804586,0.0006126325291628942,0.0,0.00027228112407239735,0.0,0.0,0.0,0.0046782847681530095,0.010222918567445463,0.009876378954989684,0.009876378954989684,0.0005569386628753583,0.0011138773257507166,0.004207981008391596,0.00408421686108596,0.0,1.8928709211910106,1.8915342684001097,-1.8096749126317446,1.8915342684001097,1.8915342684001097,0.0016708159886260749,0.0,0.00012376414730563517,0.0,0.0,0.0026733055818017205,0.0,0.00019802263568901627,0.0,0.0
x_R10_EXIT_D,0.0,0.001002489593175645,0.0,0.0001485169767667622,0.0029703395353352442,0.0,0.00033416319772521506,0.0,0.0,0.0009901131784450816,0.0,0.021237927677646998,0.0,0.0005940679070670488,0.011881358141340977,0.003960452713780326,0.0031188565121020068,0.003960452713780326,0.004158475349469342,0.0,0.00044555093030028674,0.0002784693314376792,0.0006064443217976125,0.0006311971512587395,0.00011138773257507169,0.0,0.00200497918635129,0.0,0.0002970339535335244,0.0059406790706704885,0.0024505301166515767,0.0006126325291628942,0.009121417656425315,0.009393698780497712,0.0036757951749773654,0.0,0.0,0.0,0.0003465396124557785,0.006930792249115569,0.0,0.0,0.0,0.00012376414730563517,0.002784693314376791,1.8915342684001097,1.8915342684001097,1.8915342684001097,-1.8114006335056743,1.8939847985167613,0.0,0.0,0.004703037597614136,0.004826801744919772,0.002227754651501433,0.0,0.0,0.0070793092258823334,0.00727733186157135,0.0031188565121020068
x_R10_EXIT_E,0.0,0.001002489593175645,0.0,0.0,0.0001485169767667622,0.0,0.00033416319772521506,0.0,0.0,0.0,0.0,0.009356569536306019,0.0,0.0,0.0005940679070670488,0.0,0.0031188565121020068,0.0,0.0,0.00019802263568901627,0.00044555093030028674,0.0002784693314376792,0.00011138773257507169,0.00011138773257507169,0.00013614056203619873,0.0,0.00200497918635129,0.0,0.0,0.0002970339535335244,0.0024505301166515767,0.0006126325291628942,0.0036757951749773654,0.0036757951749773654,0.003948076299049763,0.0,0.0,0.0,0.0,0.0003465396124557785,0.0,0.0,0.0,0.0,0.0029084574616824264,1.8915342684001097,1.8915342684001097,1.8915342684001097,1.8939847985167613,-1.8293648758465804,0.0,0.0,0.002227754651501433,0.002227754651501433,0.002351518798807068,0.0,0.0,0.0031188565121020068,0.0031188565121020068,0.003316879147791023
