variable_index,variable_name,route_id,room_id,room_name,start_node,exit_node,occupancy,distance,self_congestion_cost,bqm_linear_bias
31,x_R11_EXIT_B,R11__EXIT_B,R11,Bathroom B,START_R11,EXIT_B,1,20.5,0.0005111763033772317,-2.177479990664011
32,x_R11_EXIT_A,R11__EXIT_A,R11,Bathroom B,START_R11,EXIT_A,1,26.75,0.0006888379946654681,-2.166659502237942
33,x_R12_EXIT_C,R12__EXIT_C,R12,Nurse Room,START_R12,EXIT_C,3,15.5,0.003375040213245093,-2.183130388141968
34,x_R12_EXIT_B,R12__EXIT_B,R12,Nurse Room,START_R12,EXIT_B,3,14.5,0.003202697734270875,-2.185005582898507
35,x_R12_EXIT_A,R12__EXIT_A,R12,Nurse Room,START_R12,EXIT_A,3,20.75,0.004801652955865005,-2.1727638009421324
36,x_R13_EXIT_C,R13__EXIT_C,R13,Lab Room 2,START_R13,EXIT_C,4,15.0,0.0058638996549746115,-2.1814929548390207
37,x_R13_EXIT_B,R13__EXIT_B,R13,Lab Room 2,START_R13,EXIT_B,4,14.0,0.005557513025687113,-2.1835021937458734
38,x_R13_EXIT_A,R13__EXIT_A,R13,Lab Room 2,START_R13,EXIT_A,4,20.25,0.008400100086298897,-2.1700167799504806
39,x_R14_EXIT_C,R14__EXIT_C,R14,Exam Room 7,START_R14,EXIT_C,2,18.0,0.0017383185842214286,-2.180509979077079
40,x_R14_EXIT_B,R14__EXIT_B,R14,Exam Room 7,START_R14,EXIT_B,2,7.0,0.0009723520110026841,-2.200007320703512
41,x_R14_EXIT_A,R14__EXIT_A,R14,Exam Room 7,START_R14,EXIT_A,2,14.25,0.0017595954334775048,-2.186874398268692
42,x_R15_EXIT_C,R15__EXIT_C,R15,Exam Room 8,START_R15,EXIT_C,2,18.5,0.0017383185842214286,-2.179658552938297
43,x_R15_EXIT_B,R15__EXIT_B,R15,Exam Room 8,START_R15,EXIT_B,2,12.5,0.0013553352976120564,-2.190258649890296
44,x_R15_EXIT_A,R15__EXIT_A,R15,Exam Room 8,START_R15,EXIT_A,2,14.75,0.0017595954334775048,-2.1860229721299094
45,x_R16_EXIT_C,R16__EXIT_C,R16,Procedure Room,START_R16,EXIT_C,4,21.5,0.008178820854035705,-2.1681094938357877
46,x_R16_EXIT_B,R16__EXIT_B,R16,Procedure Room,START_R16,EXIT_B,4,15.5,0.006646887707598218,-2.179858540647615
47,x_R16_EXIT_A,R16__EXIT_A,R16,Procedure Room,START_R16,EXIT_A,4,21.75,0.009489474768210004,-2.166373126852222
48,x_R17_EXIT_C,R17__EXIT_C,R17,Supply Room,START_R17,EXIT_C,1,21.0,0.0005111763033772316,-2.176628564525229
49,x_R17_EXIT_B,R17__EXIT_B,R17,Supply Room,START_R17,EXIT_B,1,4.0,0.00018564050975926517,-2.2059025890374504
50,x_R17_EXIT_A,R17__EXIT_A,R17,Supply Room,START_R17,EXIT_A,1,21.25,0.0005930921730131251,-2.1761209355862015
51,x_R18_EXIT_C,R18__EXIT_C,R18,Observation Room,START_R18,EXIT_C,4,22.5,0.008314992689274594,-2.166270469722984
52,x_R18_EXIT_B,R18__EXIT_B,R18,Observation Room,START_R18,EXIT_B,4,16.5,0.006783059542837105,-2.178019516534811
53,x_R18_EXIT_A,R18__EXIT_A,R18,Observation Room,START_R18,EXIT_A,4,13.75,0.006561780310573912,-2.1829236395303777
54,x_R19_EXIT_C,R19__EXIT_C,R19,Physical Therapy Room,START_R19,EXIT_C,4,22.75,0.008144777895225984,-2.1660149714476415
55,x_R19_EXIT_B,R19__EXIT_B,R19,Physical Therapy Room,START_R19,EXIT_B,4,16.75,0.006612844748788494,-2.1777640182594684
56,x_R19_EXIT_A,R19__EXIT_A,R19,Physical Therapy Room,START_R19,EXIT_A,4,14.0,0.006391565516525303,-2.1826681412550353
57,x_R20_EXIT_C,R20__EXIT_C,R20,Consultation Room,START_R20,EXIT_C,4,24.0,0.010595870929525967,-2.1614353130663853
58,x_R20_EXIT_B,R20__EXIT_B,R20,Consultation Room,START_R20,EXIT_B,4,18.0,0.009063937783088475,-2.173184359878212
59,x_R20_EXIT_A,R20__EXIT_A,R20,Consultation Room,START_R20,EXIT_A,4,6.1,0.0030893985119822697,-2.199422841252341
60,x_R21_EXIT_C,R21__EXIT_C,R21,Records Room,START_R21,EXIT_C,4,22.5,0.008144777895225984,-2.1664406845170325
61,x_R21_EXIT_B,R21__EXIT_B,R21,Records Room,START_R21,EXIT_B,4,16.5,0.006612844748788494,-2.1781897313288594
62,x_R21_EXIT_A,R21__EXIT_A,R21,Records Room,START_R21,EXIT_A,4,6.35,0.0009446921069697849,-2.201141834587962
63,x_R22_EXIT_C,R22__EXIT_C,R22,Billing Office,START_R22,EXIT_C,4,28.5,0.013336329113708585,-2.1510320196331603
64,x_R22_EXIT_B,R22__EXIT_B,R22,Billing Office,START_R22,EXIT_B,4,22.5,0.011804395967271095,-2.1627810664449876
65,x_R22_EXIT_A,R22__EXIT_A,R22,Billing Office,START_R22,EXIT_A,4,10.6,0.00582985669616489,-2.1890195478191163
66,x_R23_EXIT_C,R23__EXIT_C,R23,Check-In Office,START_R23,EXIT_C,4,27.5,0.010885236079408602,-2.1551859649450256
67,x_R23_EXIT_B,R23__EXIT_B,R23,Check-In Office,START_R23,EXIT_B,4,21.5,0.009353302932971113,-2.1669350117568524
68,x_R23_EXIT_A,R23__EXIT_A,R23,Check-In Office,START_R23,EXIT_A,4,11.35,0.003685150291152404,-2.189887115015955
69,x_R24_EXIT_C,R24__EXIT_C,R24,Waiting Room,START_R24,EXIT_C,18,25.25,0.1766510409485729,-1.993251577700382
70,x_R24_EXIT_B,R24__EXIT_B,R24,Waiting Room,START_R24,EXIT_B,18,19.25,0.14562939473321376,-2.034490337581131
71,x_R24_EXIT_A,R24__EXIT_A,R24,Waiting Room,START_R24,EXIT_A,18,2.0,0.004308561974355437,-2.205185372127984
