variable_index,variable_name,route_id,room_id,room_name,start_node,exit_node,occupancy,distance,self_congestion_cost,bqm_linear_bias
188,x_R29_EXIT_STAIRWELL,R29__EXIT_STAIRWELL,R29,Apartment 116,START_R29,EXIT_STAIRWELL,2,13.75,0.0007790151538920889,-0.8245879938368922
189,x_R30_EXIT_A,R30__EXIT_A,R30,Apartment 118,START_R30,EXIT_A,2,35.75,0.0013481773425438653,-0.8056318696758209
190,x_R30_EXIT_B,R30__EXIT_B,R30,Apartment 118,START_R30,EXIT_B,2,32.25,0.0015774800948064511,-0.8083277654191705
191,x_R30_EXIT_C,R30__EXIT_C,R30,Apartment 118,START_R30,EXIT_C,2,36.75,0.0017207943149705673,-0.8044234817046478
192,x_R30_EXIT_D,R30__EXIT_D,R30,Apartment 118,START_R30,EXIT_D,2,31.75,0.0011966737383703708,-0.8091264572749797
193,x_R30_EXIT_E,R30__EXIT_E,R30,Apartment 118,START_R30,EXIT_E,2,21.75,0.001385029570586066,-0.8172958114302274
194,x_R30_EXIT_F,R30__EXIT_F,R30,Apartment 118,START_R30,EXIT_F,2,13.25,0.0006520797017467289,-0.8251328147884107
195,x_R30_EXIT_G,R30__EXIT_G,R30,Apartment 118,START_R30,EXIT_G,2,15.75,0.0011270639742906572,-0.8225684030190009
196,x_R30_EXIT_H,R30__EXIT_H,R30,Apartment 118,START_R30,EXIT_H,2,25.75,0.0010165072901640532,-0.8143212497156641
197,x_R30_EXIT_STAIRWELL,R30__EXIT_STAIRWELL,R30,Apartment 118,START_R30,EXIT_STAIRWELL,2,9.75,0.0006316062417232837,-0.8280784867440464
198,x_R31_EXIT_A,R31__EXIT_A,R31,Apartment 119,START_R31,EXIT_A,2,35.75,0.0013481773425438651,-0.8056318696758209
199,x_R31_EXIT_B,R31__EXIT_B,R31,Apartment 119,START_R31,EXIT_B,2,32.25,0.001577480094806451,-0.8083277654191705
200,x_R31_EXIT_C,R31__EXIT_C,R31,Apartment 119,START_R31,EXIT_C,2,36.75,0.0013072304224969746,-0.8048370455971214
201,x_R31_EXIT_D,R31__EXIT_D,R31,Apartment 119,START_R31,EXIT_D,2,30.75,0.0011639162023328582,-0.8099949858097636
202,x_R31_EXIT_E,R31__EXIT_E,R31,Apartment 119,START_R31,EXIT_E,2,19.75,0.0013113251145016635,-0.8190410578838045
203,x_R31_EXIT_F,R31__EXIT_F,R31,Apartment 119,START_R31,EXIT_F,2,5.5,0.0003572618774091184,-0.8319048578530325
204,x_R31_EXIT_G,R31__EXIT_G,R31,Apartment 119,START_R31,EXIT_G,2,17.75,0.0012007684303750599,-0.8208231565654238
205,x_R31_EXIT_H,R31__EXIT_H,R31,Apartment 119,START_R31,EXIT_H,2,25.75,0.0010165072901640532,-0.8143212497156641
206,x_R31_EXIT_STAIRWELL,R31__EXIT_STAIRWELL,R31,Apartment 119,START_R31,EXIT_STAIRWELL,2,7.75,0.0005579017856388811,-0.8298237331976235
207,x_R32_EXIT_A,R32__EXIT_A,R32,Apartment 121,START_R32,EXIT_A,2,40.5,0.001569290710797073,-0.8014408440635226
208,x_R32_EXIT_B,R32__EXIT_B,R32,Apartment 121,START_R32,EXIT_B,2,33.25,0.0015774800948064511,-0.8074919944204241
209,x_R32_EXIT_C,R32__EXIT_C,R32,Apartment 121,START_R32,EXIT_C,2,32.75,0.0012007684303750597,-0.8082865915842287
210,x_R32_EXIT_D,R32__EXIT_D,R32,Apartment 121,START_R32,EXIT_D,2,26.75,0.0010574542102109433,-0.8134445317968708
211,x_R32_EXIT_E,R32__EXIT_E,R32,Apartment 121,START_R32,EXIT_E,2,14.75,0.0010902117462484558,-0.8234410262457895
212,x_R32_EXIT_F,R32__EXIT_F,R32,Apartment 121,START_R32,EXIT_F,2,5.0,0.0003572618774091184,-0.8323227433524056
213,x_R32_EXIT_G,R32__EXIT_G,R32,Apartment 121,START_R32,EXIT_G,2,22.5,0.0014218817986282675,-0.8166321309531255
214,x_R32_EXIT_H,R32__EXIT_H,R32,Apartment 121,START_R32,EXIT_H,2,30.5,0.0012376206584172609,-0.8101302241033658
215,x_R32_EXIT_STAIRWELL,R32__EXIT_STAIRWELL,R32,Apartment 121,START_R32,EXIT_STAIRWELL,2,9.5,0.000652079701746729,-0.8282669560337095
216,x_R33_EXIT_A,R33__EXIT_A,R33,Apartment 117,START_R33,EXIT_A,2,43.75,0.0016798473949236772,-0.7986140316334703
217,x_R33_EXIT_B,R33__EXIT_B,R33,Apartment 117,START_R33,EXIT_B,2,36.25,0.0016880367789330552,-0.8048741247400585
218,x_R33_EXIT_C,R33__EXIT_C,R33,Apartment 117,START_R33,EXIT_C,2,35.75,0.0013113251145016635,-0.8056687219038631
219,x_R33_EXIT_D,R33__EXIT_D,R33,Apartment 117,START_R33,EXIT_D,2,29.75,0.0011680108943375473,-0.8108266621165052
220,x_R33_EXIT_E,R33__EXIT_E,R33,Apartment 117,START_R33,EXIT_E,2,5.5,0.0003572618774091184,-0.8319048578530325
221,x_R33_EXIT_F,R33__EXIT_F,R33,Apartment 117,START_R33,EXIT_F,2,14.25,0.0006889319297889303,-0.8242601915616222
222,x_R33_EXIT_G,R33__EXIT_G,R33,Apartment 117,START_R33,EXIT_G,2,25.75,0.0015324384827548718,-0.8138053185230733
223,x_R33_EXIT_H,R33__EXIT_H,R33,Apartment 117,START_R33,EXIT_H,2,33.75,0.0013481773425438651,-0.8073034116733135
224,x_R33_EXIT_STAIRWELL,R33__EXIT_STAIRWELL,R33,Apartment 117,START_R33,EXIT_STAIRWELL,2,12.75,0.000762636385873333,-0.8254401436036573
225,x_R34_EXIT_A,R34__EXIT_A,R34,Apartment 122,START_R34,EXIT_A,2,50.5,0.0019173395311956414,-0.7927350852556605
226,x_R34_EXIT_B,R34__EXIT_B,R34,Apartment 122,START_R34,EXIT_B,2,43.0,0.0019255289152050191,-0.7989951783622486
227,x_R34_EXIT_C,R34__EXIT_C,R34,Apartment 122,START_R34,EXIT_C,2,42.5,0.0015488172507736279,-0.7997897755260532
228,x_R34_EXIT_D,R34__EXIT_D,R34,Apartment 122,START_R34,EXIT_D,2,36.5,0.0014055030306095115,-0.8049477157386955
229,x_R34_EXIT_E,R34__EXIT_E,R34,Apartment 122,START_R34,EXIT_E,2,6.5,0.0003736406454278745,-0.8310527080862674
230,x_R34_EXIT_F,R34__EXIT_F,R34,Apartment 122,START_R34,EXIT_F,2,21.0,0.0009264240660608944,-0.8183812451838124
231,x_R34_EXIT_G,R34__EXIT_G,R34,Apartment 122,START_R34,EXIT_G,2,32.5,0.001769930619026836,-0.8079263721452635
232,x_R34_EXIT_H,R34__EXIT_H,R34,Apartment 122,START_R34,EXIT_H,2,40.5,0.0015856694788158295,-0.8014244652955037
233,x_R34_EXIT_STAIRWELL,R34__EXIT_STAIRWELL,R34,Apartment 122,START_R34,EXIT_STAIRWELL,2,19.5,0.0010001285221452971,-0.8195611972258475
234,x_R35_EXIT_A,R35__EXIT_A,R35,Apartment 108,START_R35,EXIT_A,2,9.0,0.0004678185615357224,-0.8288691026732937
235,x_R35_EXIT_B,R35__EXIT_B,R35,Apartment 108,START_R35,EXIT_B,2,18.0,0.0007994886139155341,-0.8210154936321967
236,x_R35_EXIT_C,R35__EXIT_C,R35,Apartment 108,START_R35,EXIT_C,2,27.0,0.001131158666295346,-0.8131618845910998
237,x_R35_EXIT_D,R35__EXIT_D,R35,Apartment 108,START_R35,EXIT_D,2,39.0,0.0019705705272565987,-0.8022932207451825
238,x_R35_EXIT_E,R35__EXIT_E,R35,Apartment 108,START_R35,EXIT_E,2,46.0,0.0021916838955098068,-0.7962217103857049
239,x_R35_EXIT_F,R35__EXIT_F,R35,Apartment 108,START_R35,EXIT_F,2,37.5,0.0014587340266704692,-0.8040587137438882
240,x_R35_EXIT_G,R35__EXIT_G,R35,Apartment 108,START_R35,EXIT_G,2,42.0,0.0020074227552987997,-0.7997490555209013
241,x_R35_EXIT_H,R35__EXIT_H,R35,Apartment 108,START_R35,EXIT_H,2,18.0,0.0009868207731300576,-0.8208281614729822
242,x_R35_EXIT_STAIRWELL,R35__EXIT_STAIRWELL,R35,Apartment 108,START_R35,EXIT_STAIRWELL,2,34.0,0.0014382605666470238,-0.8070043856995238
243,x_R36_EXIT_A,R36__EXIT_A,R36,Communal Kitchen,START_R36,EXIT_A,10,29.25,0.027664762856680295,-0.7847477956535357
244,x_R36_EXIT_B,R36__EXIT_B,R36,Communal Kitchen,START_R36,EXIT_B,10,28.25,0.02674345715562526,-0.786504872353337
245,x_R36_EXIT_C,R36__EXIT_C,R36,Communal Kitchen,START_R36,EXIT_C,10,36.0,0.04148434837250579,-0.7652867558961723
246,x_R36_EXIT_D,R36__EXIT_D,R36,Communal Kitchen,START_R36,EXIT_D,10,31.0,0.028381333957500875,-0.782568625304909
247,x_R36_EXIT_E,R36__EXIT_E,R36,Communal Kitchen,START_R36,EXIT_E,10,28.0,0.03759439096805121,-0.7758628812905977
248,x_R36_EXIT_F,R36__EXIT_F,R36,Communal Kitchen,START_R36,EXIT_F,10,19.5,0.01927064424706777,-0.8012906815009251
249,x_R36_EXIT_G,R36__EXIT_G,R36,Communal Kitchen,START_R36,EXIT_G,10,24.0,0.03298786246277603,-0.7838124937908583
250,x_R36_EXIT_H,R36__EXIT_H,R36,Communal Kitchen,START_R36,EXIT_H,10,19.25,0.019373011547184998,-0.8013972569504944
251,x_R36_EXIT_STAIRWELL,R36__EXIT_STAIRWELL,R36,Communal Kitchen,START_R36,EXIT_STAIRWELL,10,16.0,0.018758807746481643,-0.8047277164971234
