room_id,room_name,start_node,exit_node,dijkstra_distance,astar_distance,distances_match,same_exact_path,dijkstra_hops,astar_hops,dijkstra_path,astar_path
R16,Room 16,START_R16,EXIT_D,11.0,11.0,True,True,11,11,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R16,Room 16,START_R16,EXIT_E,10.0,10.0,True,True,10,10,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R16,Room 16,START_R16,EXIT_F,9.0,9.0,True,True,9,9,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> EXIT_F,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
R17,Room 17,START_R17,EXIT_A,7.0,7.0,True,True,7,7,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A
R17,Room 17,START_R17,EXIT_B,14.0,14.0,True,True,14,14,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R17,Room 17,START_R17,EXIT_C,6.0,6.0,True,True,6,6,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C
R17,Room 17,START_R17,EXIT_D,7.0,7.0,True,True,7,7,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> EXIT_D,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> EXIT_D
R17,Room 17,START_R17,EXIT_E,8.0,8.0,True,True,8,8,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> EXIT_E,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> EXIT_E
R17,Room 17,START_R17,EXIT_F,9.0,9.0,True,True,9,9,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> C4 -> EXIT_F,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> C4 -> EXIT_F
R18,Room 18,START_R18,EXIT_A,7.0,7.0,True,True,7,7,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
R18,Room 18,START_R18,EXIT_B,14.0,14.0,True,True,14,14,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R18,Room 18,START_R18,EXIT_C,6.0,6.0,True,True,6,6,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C
R18,Room 18,START_R18,EXIT_D,7.0,7.0,True,True,7,7,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> EXIT_D,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> EXIT_D
R18,Room 18,START_R18,EXIT_E,8.0,8.0,True,True,8,8,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> EXIT_E,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> EXIT_E
R18,Room 18,START_R18,EXIT_F,9.0,9.0,True,True,9,9,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> EXIT_F,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> EXIT_F
R19,Room 19,START_R19,EXIT_A,8.0,8.0,True,True,8,8,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> C0 -> EXIT_A,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> C0 -> EXIT_A
R19,Room 19,START_R19,EXIT_B,13.0,13.0,True,True,13,13,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R19,Room 19,START_R19,EXIT_C,7.0,7.0,True,True,7,7,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> EXIT_C,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> EXIT_C
R19,Room 19,START_R19,EXIT_D,6.0,6.0,True,True,6,6,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D
R19,Room 19,START_R19,EXIT_E,7.0,7.0,True,True,7,7,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C3 -> EXIT_E,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C3 -> EXIT_E
R19,Room 19,START_R19,EXIT_F,8.0,8.0,True,True,8,8,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> EXIT_F,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> EXIT_F
R20,Room 20,START_R20,EXIT_A,8.0,8.0,True,True,8,8,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C1 -> C0 -> EXIT_A,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C1 -> C0 -> EXIT_A
R20,Room 20,START_R20,EXIT_B,13.0,13.0,True,True,13,13,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R20,Room 20,START_R20,EXIT_C,7.0,7.0,True,True,7,7,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C1 -> EXIT_C,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C1 -> EXIT_C
R20,Room 20,START_R20,EXIT_D,6.0,6.0,True,True,6,6,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D
R20,Room 20,START_R20,EXIT_E,7.0,7.0,True,True,7,7,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C3 -> EXIT_E,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C3 -> EXIT_E
R20,Room 20,START_R20,EXIT_F,8.0,8.0,True,True,8,8,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> EXIT_F,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> EXIT_F
R21,Room 21,START_R21,EXIT_A,9.0,9.0,True,True,9,9,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R21,Room 21,START_R21,EXIT_B,12.0,12.0,True,True,12,12,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R21,Room 21,START_R21,EXIT_C,8.0,8.0,True,True,8,8,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> EXIT_C,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> EXIT_C
R21,Room 21,START_R21,EXIT_D,7.0,7.0,True,True,7,7,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D
R21,Room 21,START_R21,EXIT_E,6.0,6.0,True,True,6,6,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> EXIT_E,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> EXIT_E
R21,Room 21,START_R21,EXIT_F,7.0,7.0,True,True,7,7,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C4 -> EXIT_F,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C4 -> EXIT_F
R22,Room 22,START_R22,EXIT_A,9.0,9.0,True,True,9,9,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R22,Room 22,START_R22,EXIT_B,12.0,12.0,True,True,12,12,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R22,Room 22,START_R22,EXIT_C,8.0,8.0,True,True,8,8,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> EXIT_C,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> EXIT_C
R22,Room 22,START_R22,EXIT_D,7.0,7.0,True,True,7,7,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D
R22,Room 22,START_R22,EXIT_E,6.0,6.0,True,True,6,6,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> EXIT_E,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> EXIT_E
R22,Room 22,START_R22,EXIT_F,7.0,7.0,True,True,7,7,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C4 -> EXIT_F,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> C4 -> EXIT_F
R23,Room 23,START_R23,EXIT_A,10.0,10.0,True,True,10,10,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R23,Room 23,START_R23,EXIT_B,11.0,11.0,True,True,11,11,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R23,Room 23,START_R23,EXIT_C,9.0,9.0,True,True,9,9,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R23,Room 23,START_R23,EXIT_D,8.0,8.0,True,True,8,8,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> EXIT_D,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> EXIT_D
R23,Room 23,START_R23,EXIT_E,7.0,7.0,True,True,7,7,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> EXIT_E,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> C3 -> EXIT_E
R23,Room 23,START_R23,EXIT_F,6.0,6.0,True,True,6,6,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> EXIT_F,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> EXIT_F
R24,Room 24,START_R24,EXIT_A,10.0,10.0,True,True,10,10,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R24,Room 24,START_R24,EXIT_B,11.0,11.0,True,True,11,11,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R24,Room 24,START_R24,EXIT_C,9.0,9.0,True,True,9,9,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R24,Room 24,START_R24,EXIT_D,8.0,8.0,True,True,8,8,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> EXIT_D,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> EXIT_D
R24,Room 24,START_R24,EXIT_E,7.0,7.0,True,True,7,7,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> EXIT_E,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> EXIT_E
R24,Room 24,START_R24,EXIT_F,6.0,6.0,True,True,6,6,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> EXIT_F,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> EXIT_F
R25,Room 25,START_R25,EXIT_A,11.0,11.0,True,True,11,11,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R25,Room 25,START_R25,EXIT_B,10.0,10.0,True,True,10,10,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R25,Room 25,START_R25,EXIT_C,10.0,10.0,True,True,10,10,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R25,Room 25,START_R25,EXIT_D,9.0,9.0,True,True,9,9,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R25,Room 25,START_R25,EXIT_E,8.0,8.0,True,True,8,8,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> EXIT_E,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> EXIT_E
R25,Room 25,START_R25,EXIT_F,7.0,7.0,True,True,7,7,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> EXIT_F,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> EXIT_F
R26,Room 26,START_R26,EXIT_A,11.0,11.0,True,True,11,11,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R26,Room 26,START_R26,EXIT_B,10.0,10.0,True,True,10,10,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R26,Room 26,START_R26,EXIT_C,10.0,10.0,True,True,10,10,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R26,Room 26,START_R26,EXIT_D,9.0,9.0,True,True,9,9,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R26,Room 26,START_R26,EXIT_E,8.0,8.0,True,True,8,8,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> EXIT_E,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> EXIT_E
R26,Room 26,START_R26,EXIT_F,7.0,7.0,True,True,7,7,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F
R27,Room 27,START_R27,EXIT_A,12.0,12.0,True,True,12,12,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R27,Room 27,START_R27,EXIT_B,9.0,9.0,True,True,9,9,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R27,Room 27,START_R27,EXIT_C,11.0,11.0,True,True,11,11,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R27,Room 27,START_R27,EXIT_D,10.0,10.0,True,True,10,10,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R27,Room 27,START_R27,EXIT_E,9.0,9.0,True,True,9,9,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R27,Room 27,START_R27,EXIT_F,8.0,8.0,True,True,8,8,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> EXIT_F,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> EXIT_F
R28,Room 28,START_R28,EXIT_A,12.0,12.0,True,True,12,12,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R28,Room 28,START_R28,EXIT_B,9.0,9.0,True,True,9,9,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R28,Room 28,START_R28,EXIT_C,11.0,11.0,True,True,11,11,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R28,Room 28,START_R28,EXIT_D,10.0,10.0,True,True,10,10,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R28,Room 28,START_R28,EXIT_E,9.0,9.0,True,True,9,9,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R28,Room 28,START_R28,EXIT_F,8.0,8.0,True,True,8,8,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> EXIT_F,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> EXIT_F
R29,Room 29,START_R29,EXIT_A,13.0,13.0,True,True,13,13,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R29,Room 29,START_R29,EXIT_B,8.0,8.0,True,True,8,8,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C8 -> C9 -> EXIT_B,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C8 -> C9 -> EXIT_B
R29,Room 29,START_R29,EXIT_C,12.0,12.0,True,True,12,12,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R29,Room 29,START_R29,EXIT_D,11.0,11.0,True,True,11,11,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R29,Room 29,START_R29,EXIT_E,10.0,10.0,True,True,10,10,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R29,Room 29,START_R29,EXIT_F,9.0,9.0,True,True,9,9,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> EXIT_F,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
R30,Room 30,START_R30,EXIT_A,13.0,13.0,True,True,13,13,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R30,Room 30,START_R30,EXIT_B,8.0,8.0,True,True,8,8,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C8 -> C9 -> EXIT_B,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C8 -> C9 -> EXIT_B
R30,Room 30,START_R30,EXIT_C,12.0,12.0,True,True,12,12,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R30,Room 30,START_R30,EXIT_D,11.0,11.0,True,True,11,11,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R30,Room 30,START_R30,EXIT_E,10.0,10.0,True,True,10,10,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R30,Room 30,START_R30,EXIT_F,9.0,9.0,True,True,9,9,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> EXIT_F,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
