source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C3,EXIT_B,exit,1.0,4.0,40.0,90,6,2.25,225.0,True
C6,EXIT_C,exit,1.0,6.0,60.0,107,6,1.7833333333333334,178.33333333333334,True
C0,C1,navigation,1.0,3.0,30.0,47,2,1.5666666666666667,156.66666666666666,True
C9,EXIT_D,exit,1.0,4.0,40.0,62,4,1.55,155.0,True
C2,C3,navigation,1.0,3.0,30.0,45,2,1.5,150.0,True
C0,EXIT_A,exit,1.0,6.0,60.0,78,4,1.3,130.0,True
C6,DOOR_17,door_to_hallway,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
C1,DOOR_12,door_to_hallway,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
C6,DOOR_07,door_to_hallway,1.0,2.0,20.0,21,1,1.05,105.0,True
C0,DOOR_11,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
C8,C9,navigation,1.0,4.0,40.0,36,2,0.9,90.0,False
START_R10,DOOR_10,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
START_R11,DOOR_11,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
START_R16,DOOR_16,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
C3,DOOR_04,door_to_hallway,1.0,2.0,20.0,17,1,0.85,85.0,False
C7,DOOR_08,door_to_hallway,1.0,2.0,20.0,17,1,0.85,85.0,False
START_R04,DOOR_04,room_start,1.0,2.0,20.0,17,1,0.85,85.0,False
START_R08,DOOR_08,room_start,1.0,2.0,20.0,17,1,0.85,85.0,False
C5,C6,navigation,1.0,5.0,50.0,42,2,0.84,84.0,False
C1,DOOR_02,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C2,DOOR_03,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C8,DOOR_19,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R02,DOOR_02,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R03,DOOR_03,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R19,DOOR_19,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C5,DOOR_06,door_to_hallway,1.0,3.0,30.0,24,1,0.8,80.0,False
START_R06,DOOR_06,room_start,1.0,3.0,30.0,24,1,0.8,80.0,False
START_R17,DOOR_17,room_start,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
START_R12,DOOR_12,room_start,1.0,3.0,30.0,22,1,0.7333333333333333,73.33333333333333,False
START_R07,DOOR_07,room_start,1.0,3.0,30.0,21,1,0.7,70.0,False
C2,DOOR_13,door_to_hallway,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
START_R13,DOOR_13,room_start,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
START_R01,DOOR_01,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
C5,DOOR_16,door_to_hallway,1.0,3.0,30.0,18,1,0.6,60.0,False
C9,DOOR_10,door_to_hallway,1.0,3.0,30.0,18,1,0.6,60.0,False
C8,DOOR_09,door_to_hallway,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
START_R09,DOOR_09,room_start,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
C0,DOOR_01,door_to_hallway,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
C3,C4,navigation,1.0,4.0,40.0,17,2,0.425,42.5,False
C6,C7,navigation,1.0,5.0,50.0,21,2,0.42,42.0,False
C3,DOOR_14,door_to_hallway,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
START_R14,DOOR_14,room_start,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
C4,DOOR_05,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
START_R05,DOOR_05,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
C4,DOOR_15,door_to_hallway,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
C9,DOOR_20,door_to_hallway,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
START_R15,DOOR_15,room_start,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
START_R20,DOOR_20,room_start,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
C7,DOOR_18,door_to_hallway,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
START_R18,DOOR_18,room_start,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
C1,C2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C4,C5,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C7,C8,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
