route_id,room_id,room_name,start_node,exit_node,occupancy,distance,edge_count,path,edge_ids
R03__EXIT_A,R03,Central Open Office,START_R03,EXIT_A,24,11.5,12,START_R03 -> H5 -> G5 -> G6 -> G7 -> G8 -> DOOR_05 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,E185:START_R03--H5 | E044:G5--H5 | E045:G5--G6 | E047:G6--G7 | E049:G7--G8 | E222:G8--DOOR_05 | E223:DOOR_05--E8 | E029:E8--E9 | E031:E9--E10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R03__EXIT_B,R03,Central Open Office,START_R03,EXIT_B,24,21.75,22,START_R03 -> J5 -> J4 -> J3 -> J2 -> K2 -> L2 -> DOOR_06 -> N2 -> N3 -> N4 -> N5 -> N6 -> N7 -> N8 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E184:START_R03--J5 | E091:J4--J5 | E089:J3--J4 | E087:J2--J3 | E086:J2--K2 | E102:K2--L2 | E224:L2--DOOR_06 | E225:DOOR_06--N2 | E134:N2--N3 | E135:N3--N4 | E136:N4--N5 | E137:N5--N6 | E138:N6--N7 | E139:N7--N8 | E140:N8--N9 | E141:N9--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R03__EXIT_C,R03,Central Open Office,START_R03,EXIT_C,24,6.0,6,START_R03 -> H5 -> G5 -> G4 -> G3 -> G2 -> EXIT_C,E185:START_R03--H5 | E044:G5--H5 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E241:G2--EXIT_C
R03__EXIT_D,R03,Central Open Office,START_R03,EXIT_D,24,5.0,5,START_R03 -> J5 -> J4 -> J3 -> J2 -> EXIT_D,E184:START_R03--J5 | E091:J4--J5 | E089:J3--J4 | E087:J2--J3 | E242:J2--EXIT_D
R03__EXIT_E,R03,Central Open Office,START_R03,EXIT_E,24,9.0,9,START_R03 -> J5 -> J4 -> J3 -> J2 -> K2 -> L2 -> DOOR_06 -> N2 -> EXIT_E,E184:START_R03--J5 | E091:J4--J5 | E089:J3--J4 | E087:J2--J3 | E086:J2--K2 | E102:K2--L2 | E224:L2--DOOR_06 | E225:DOOR_06--N2 | E243:N2--EXIT_E
R04__EXIT_A,R04,Executive Conference,START_R04,EXIT_A,8,23.5,24,START_R04 -> P3 -> P2 -> DOOR_07 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> I2 -> H2 -> G2 -> G3 -> G4 -> G5 -> G6 -> G7 -> G8 -> DOOR_05 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,E189:START_R04--P3 | E143:P2--P3 | E226:P2--DOOR_07 | E227:DOOR_07--N2 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E072:I2--J2 | E056:H2--I2 | E038:G2--H2 | E039:G2--G3 | E041:G3--G4 | E043:G4--G5 | E045:G5--G6 | E047:G6--G7 | E049:G7--G8 | E222:G8--DOOR_05 | E223:DOOR_05--E8 | E029:E8--E9 | E031:E9--E10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R04__EXIT_B,R04,Executive Conference,START_R04,EXIT_B,8,17.75,18,START_R04 -> P3 -> P2 -> DOOR_07 -> N2 -> N3 -> N4 -> N5 -> N6 -> N7 -> N8 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E189:START_R04--P3 | E143:P2--P3 | E226:P2--DOOR_07 | E227:DOOR_07--N2 | E134:N2--N3 | E135:N3--N4 | E136:N4--N5 | E137:N5--N6 | E138:N6--N7 | E139:N7--N8 | E140:N8--N9 | E141:N9--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R04__EXIT_C,R04,Executive Conference,START_R04,EXIT_C,8,12.0,12,START_R04 -> P3 -> P2 -> DOOR_07 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> I2 -> H2 -> G2 -> EXIT_C,E189:START_R04--P3 | E143:P2--P3 | E226:P2--DOOR_07 | E227:DOOR_07--N2 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E072:I2--J2 | E056:H2--I2 | E038:G2--H2 | E241:G2--EXIT_C
R04__EXIT_D,R04,Executive Conference,START_R04,EXIT_D,8,9.0,9,START_R04 -> P3 -> P2 -> DOOR_07 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> EXIT_D,E189:START_R04--P3 | E143:P2--P3 | E226:P2--DOOR_07 | E227:DOOR_07--N2 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E242:J2--EXIT_D
R04__EXIT_E,R04,Executive Conference,START_R04,EXIT_E,8,5.0,5,START_R04 -> P3 -> P2 -> DOOR_07 -> N2 -> EXIT_E,E189:START_R04--P3 | E143:P2--P3 | E226:P2--DOOR_07 | E227:DOOR_07--N2 | E243:N2--EXIT_E
R05__EXIT_A,R05,Copy / Supply Room,START_R05,EXIT_A,1,20.0,20,START_R05 -> DOOR_08 -> N4 -> N5 -> N6 -> N7 -> N8 -> N9 -> M9 -> L9 -> K9 -> J9 -> I9 -> H9 -> G9 -> F9 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,E213:START_R05--DOOR_08 | E228:DOOR_08--N4 | E136:N4--N5 | E137:N5--N6 | E138:N6--N7 | E139:N7--N8 | E140:N8--N9 | E129:M9--N9 | E125:L9--M9 | E115:K9--L9 | E099:J9--K9 | E082:I9--J9 | E068:H9--I9 | E051:G9--H9 | E035:F9--G9 | E030:E9--F9 | E031:E9--E10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R05__EXIT_B,R05,Copy / Supply Room,START_R05,EXIT_B,1,13.75,14,START_R05 -> DOOR_08 -> N4 -> N5 -> N6 -> N7 -> N8 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E213:START_R05--DOOR_08 | E228:DOOR_08--N4 | E136:N4--N5 | E137:N5--N6 | E138:N6--N7 | E139:N7--N8 | E140:N8--N9 | E141:N9--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R05__EXIT_C,R05,Copy / Supply Room,START_R05,EXIT_C,1,12.0,12,START_R05 -> DOOR_08 -> N4 -> N3 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> I2 -> H2 -> G2 -> EXIT_C,E213:START_R05--DOOR_08 | E228:DOOR_08--N4 | E135:N3--N4 | E134:N2--N3 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E072:I2--J2 | E056:H2--I2 | E038:G2--H2 | E241:G2--EXIT_C
R05__EXIT_D,R05,Copy / Supply Room,START_R05,EXIT_D,1,9.0,9,START_R05 -> DOOR_08 -> N4 -> N3 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> EXIT_D,E213:START_R05--DOOR_08 | E228:DOOR_08--N4 | E135:N3--N4 | E134:N2--N3 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E242:J2--EXIT_D
R05__EXIT_E,R05,Copy / Supply Room,START_R05,EXIT_E,1,5.0,5,START_R05 -> DOOR_08 -> N4 -> N3 -> N2 -> EXIT_E,E213:START_R05--DOOR_08 | E228:DOOR_08--N4 | E135:N3--N4 | E134:N2--N3 | E243:N2--EXIT_E
R06__EXIT_A,R06,West Open Office,START_R06,EXIT_A,12,10.5,11,START_R06 -> C7 -> C6 -> DOOR_03 -> E6 -> E7 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,E192:START_R06--C7 | E021:C6--C7 | E218:C6--DOOR_03 | E219:DOOR_03--E6 | E027:E6--E7 | E028:E7--E8 | E029:E8--E9 | E031:E9--E10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R06__EXIT_B,R06,West Open Office,START_R06,EXIT_B,12,22.25,23,START_R06 -> C7 -> C6 -> DOOR_03 -> E6 -> E7 -> E8 -> E9 -> F9 -> G9 -> H9 -> I9 -> J9 -> K9 -> L9 -> M9 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E192:START_R06--C7 | E021:C6--C7 | E218:C6--DOOR_03 | E219:DOOR_03--E6 | E027:E6--E7 | E028:E7--E8 | E029:E8--E9 | E030:E9--F9 | E035:F9--G9 | E051:G9--H9 | E068:H9--I9 | E082:I9--J9 | E099:J9--K9 | E115:K9--L9 | E125:L9--M9 | E129:M9--N9 | E141:N9--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R06__EXIT_C,R06,West Open Office,START_R06,EXIT_C,12,14.0,15,START_R06 -> C7 -> C6 -> DOOR_03 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C,E192:START_R06--C7 | E021:C6--C7 | E218:C6--DOOR_03 | E219:DOOR_03--E6 | E027:E6--E7 | E028:E7--E8 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E241:G2--EXIT_C
R06__EXIT_D,R06,West Open Office,START_R06,EXIT_D,12,17.0,18,START_R06 -> C7 -> C6 -> DOOR_03 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> EXIT_D,E192:START_R06--C7 | E021:C6--C7 | E218:C6--DOOR_03 | E219:DOOR_03--E6 | E027:E6--E7 | E028:E7--E8 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E038:G2--H2 | E056:H2--I2 | E072:I2--J2 | E242:J2--EXIT_D
R06__EXIT_E,R06,West Open Office,START_R06,EXIT_E,12,21.0,22,START_R06 -> C7 -> C6 -> DOOR_03 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> K2 -> L2 -> DOOR_06 -> N2 -> EXIT_E,E192:START_R06--C7 | E021:C6--C7 | E218:C6--DOOR_03 | E219:DOOR_03--E6 | E027:E6--E7 | E028:E7--E8 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E038:G2--H2 | E056:H2--I2 | E072:I2--J2 | E086:J2--K2 | E102:K2--L2 | E224:L2--DOOR_06 | E225:DOOR_06--N2 | E243:N2--EXIT_E
R07__EXIT_A,R07,East Open Office,START_R07,EXIT_A,11,17.75,18,START_R07 -> P7 -> P8 -> DOOR_09 -> N8 -> N9 -> M9 -> L9 -> K9 -> J9 -> I9 -> H9 -> G9 -> F9 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,E197:START_R07--P7 | E146:P7--P8 | E229:P8--DOOR_09 | E230:DOOR_09--N8 | E140:N8--N9 | E129:M9--N9 | E125:L9--M9 | E115:K9--L9 | E099:J9--K9 | E082:I9--J9 | E068:H9--I9 | E051:G9--H9 | E035:F9--G9 | E030:E9--F9 | E031:E9--E10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R07__EXIT_B,R07,East Open Office,START_R07,EXIT_B,11,11.5,12,START_R07 -> P7 -> P8 -> DOOR_09 -> N8 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E197:START_R07--P7 | E146:P7--P8 | E229:P8--DOOR_09 | E230:DOOR_09--N8 | E140:N8--N9 | E141:N9--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R07__EXIT_C,R07,East Open Office,START_R07,EXIT_C,11,17.75,18,START_R07 -> P7 -> P8 -> DOOR_09 -> N8 -> N7 -> N6 -> N5 -> N4 -> N3 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> I2 -> H2 -> G2 -> EXIT_C,E197:START_R07--P7 | E146:P7--P8 | E229:P8--DOOR_09 | E230:DOOR_09--N8 | E139:N7--N8 | E138:N6--N7 | E137:N5--N6 | E136:N4--N5 | E135:N3--N4 | E134:N2--N3 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E072:I2--J2 | E056:H2--I2 | E038:G2--H2 | E241:G2--EXIT_C
R07__EXIT_D,R07,East Open Office,START_R07,EXIT_D,11,14.75,15,START_R07 -> P7 -> P8 -> DOOR_09 -> N8 -> N7 -> N6 -> N5 -> N4 -> N3 -> N2 -> DOOR_06 -> L2 -> K2 -> J2 -> EXIT_D,E197:START_R07--P7 | E146:P7--P8 | E229:P8--DOOR_09 | E230:DOOR_09--N8 | E139:N7--N8 | E138:N6--N7 | E137:N5--N6 | E136:N4--N5 | E135:N3--N4 | E134:N2--N3 | E225:DOOR_06--N2 | E224:L2--DOOR_06 | E102:K2--L2 | E086:J2--K2 | E242:J2--EXIT_D
R07__EXIT_E,R07,East Open Office,START_R07,EXIT_E,11,10.75,11,START_R07 -> P7 -> P8 -> DOOR_09 -> N8 -> N7 -> N6 -> N5 -> N4 -> N3 -> N2 -> EXIT_E,E197:START_R07--P7 | E146:P7--P8 | E229:P8--DOOR_09 | E230:DOOR_09--N8 | E139:N7--N8 | E138:N6--N7 | E137:N5--N6 | E136:N4--N5 | E135:N3--N4 | E134:N2--N3 | E243:N2--EXIT_E
R08__EXIT_A,R08,Training Room,START_R08,EXIT_A,14,6.5,7,START_R08 -> C11 -> C10 -> DOOR_04 -> E10 -> E11 -> E12 -> EXIT_A,E200:START_R08--C11 | E023:C10--C11 | E220:C10--DOOR_04 | E221:DOOR_04--E10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R08__EXIT_B,R08,Training Room,START_R08,EXIT_B,14,18.25,19,START_R08 -> C11 -> C10 -> DOOR_04 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> L10 -> M10 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E200:START_R08--C11 | E023:C10--C11 | E220:C10--DOOR_04 | E221:DOOR_04--E10 | E032:E10--F10 | E037:F10--G10 | E053:G10--H10 | E070:H10--I10 | E084:I10--J10 | E101:J10--K10 | E117:K10--L10 | E127:L10--M10 | E131:M10--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R08__EXIT_C,R08,Training Room,START_R08,EXIT_C,14,14.0,15,START_R08 -> C11 -> C10 -> DOOR_04 -> E10 -> E9 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C,E200:START_R08--C11 | E023:C10--C11 | E220:C10--DOOR_04 | E221:DOOR_04--E10 | E031:E9--E10 | E029:E8--E9 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E241:G2--EXIT_C
R08__EXIT_D,R08,Training Room,START_R08,EXIT_D,14,17.0,18,START_R08 -> C11 -> C10 -> DOOR_04 -> E10 -> E9 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> EXIT_D,E200:START_R08--C11 | E023:C10--C11 | E220:C10--DOOR_04 | E221:DOOR_04--E10 | E031:E9--E10 | E029:E8--E9 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E038:G2--H2 | E056:H2--I2 | E072:I2--J2 | E242:J2--EXIT_D
R08__EXIT_E,R08,Training Room,START_R08,EXIT_E,14,21.0,22,START_R08 -> C11 -> C10 -> DOOR_04 -> E10 -> E9 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> K2 -> L2 -> DOOR_06 -> N2 -> EXIT_E,E200:START_R08--C11 | E023:C10--C11 | E220:C10--DOOR_04 | E221:DOOR_04--E10 | E031:E9--E10 | E029:E8--E9 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E038:G2--H2 | E056:H2--I2 | E072:I2--J2 | E086:J2--K2 | E102:K2--L2 | E224:L2--DOOR_06 | E225:DOOR_06--N2 | E243:N2--EXIT_E
R09__EXIT_A,R09,Conference Room A,START_R09,EXIT_A,5,8.0,9,START_R09 -> G12 -> G11 -> DOOR_11 -> G10 -> F10 -> E10 -> E11 -> E12 -> EXIT_A,E205:START_R09--G12 | E055:G11--G12 | E233:G11--DOOR_11 | E234:DOOR_11--G10 | E037:F10--G10 | E032:E10--F10 | E033:E10--E11 | E034:E11--E12 | E239:E12--EXIT_A
R09__EXIT_B,R09,Conference Room A,START_R09,EXIT_B,5,15.75,17,START_R09 -> G12 -> G11 -> DOOR_11 -> G10 -> H10 -> I10 -> J10 -> K10 -> L10 -> M10 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,E205:START_R09--G12 | E055:G11--G12 | E233:G11--DOOR_11 | E234:DOOR_11--G10 | E053:G10--H10 | E070:H10--I10 | E084:I10--J10 | E101:J10--K10 | E117:K10--L10 | E127:L10--M10 | E131:M10--N10 | E232:DOOR_10--N10 | E231:P10--DOOR_10 | E148:P10--Q10 | E212:START_R12--Q10 | E244:START_R12--Q12 | E240:Q12--EXIT_B
R09__EXIT_C,R09,Conference Room A,START_R09,EXIT_C,5,15.5,17,START_R09 -> G12 -> G11 -> DOOR_11 -> G10 -> F10 -> E10 -> E9 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C,E205:START_R09--G12 | E055:G11--G12 | E233:G11--DOOR_11 | E234:DOOR_11--G10 | E037:F10--G10 | E032:E10--F10 | E031:E9--E10 | E029:E8--E9 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E241:G2--EXIT_C
R09__EXIT_D,R09,Conference Room A,START_R09,EXIT_D,5,18.5,20,START_R09 -> G12 -> G11 -> DOOR_11 -> G10 -> F10 -> E10 -> E9 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> EXIT_D,E205:START_R09--G12 | E055:G11--G12 | E233:G11--DOOR_11 | E234:DOOR_11--G10 | E037:F10--G10 | E032:E10--F10 | E031:E9--E10 | E029:E8--E9 | E223:DOOR_05--E8 | E222:G8--DOOR_05 | E049:G7--G8 | E047:G6--G7 | E045:G5--G6 | E043:G4--G5 | E041:G3--G4 | E039:G2--G3 | E038:G2--H2 | E056:H2--I2 | E072:I2--J2 | E242:J2--EXIT_D
