rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,selected_variable_count,selected_variables
181,0.8191688455333974,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_D | x_R03_EXIT_H | x_R04_EXIT_H | x_R05_EXIT_H | x_R06_EXIT_D | x_R07_EXIT_H | x_R08_EXIT_H | x_R09_EXIT_A | x_R10_EXIT_D | x_R11_EXIT_H | x_R12_EXIT_A | x_R13_EXIT_D | x_R14_EXIT_H | x_R15_EXIT_G | x_R16_EXIT_D | x_R17_EXIT_G | x_R18_EXIT_A | x_R19_EXIT_G | x_R20_EXIT_H | x_R21_EXIT_G | x_R22_EXIT_H | x_R23_EXIT_A | x_R24_EXIT_A | x_R25_EXIT_B | x_R26_EXIT_D | x_R27_EXIT_C | x_R28_EXIT_A | x_R29_EXIT_G | x_R30_EXIT_E | x_R31_EXIT_F | x_R32_EXIT_B | x_R33_EXIT_A
182,0.8198674522815281,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_F | x_R03_EXIT_A | x_R04_EXIT_G | x_R05_EXIT_F | x_R06_EXIT_A | x_R07_EXIT_D | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_D | x_R15_EXIT_E | x_R16_EXIT_H | x_R17_EXIT_H | x_R18_EXIT_A | x_R19_EXIT_G | x_R20_EXIT_F | x_R21_EXIT_G | x_R22_EXIT_C | x_R23_EXIT_E | x_R24_EXIT_E | x_R25_EXIT_G | x_R26_EXIT_H | x_R27_EXIT_A | x_R28_EXIT_F | x_R29_EXIT_B | x_R30_EXIT_G | x_R31_EXIT_A | x_R32_EXIT_F | x_R33_EXIT_H
183,0.8204836085646434,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_D | x_R03_EXIT_G | x_R04_EXIT_D | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_H | x_R08_EXIT_E | x_R09_EXIT_G | x_R10_EXIT_E | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_G | x_R16_EXIT_G | x_R17_EXIT_E | x_R18_EXIT_B | x_R19_EXIT_F | x_R20_EXIT_A | x_R21_EXIT_E | x_R22_EXIT_D | x_R23_EXIT_G | x_R24_EXIT_F | x_R25_EXIT_B | x_R26_EXIT_E | x_R27_EXIT_F | x_R28_EXIT_D | x_R29_EXIT_C | x_R30_EXIT_F | x_R31_EXIT_F | x_R32_EXIT_E | x_R33_EXIT_F
184,0.8206407668103566,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_H | x_R06_EXIT_F | x_R07_EXIT_D | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_B | x_R12_EXIT_C | x_R13_EXIT_G | x_R14_EXIT_C | x_R15_EXIT_E | x_R16_EXIT_D | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_G | x_R21_EXIT_C | x_R22_EXIT_E | x_R23_EXIT_H | x_R24_EXIT_F | x_R25_EXIT_H | x_R26_EXIT_G | x_R27_EXIT_G | x_R28_EXIT_A | x_R29_EXIT_D | x_R30_EXIT_C | x_R31_EXIT_D | x_R32_EXIT_A | x_R33_EXIT_F
185,0.8212707695023482,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_D | x_R03_EXIT_F | x_R04_EXIT_C | x_R05_EXIT_H | x_R06_EXIT_G | x_R07_EXIT_D | x_R08_EXIT_H | x_R09_EXIT_A | x_R10_EXIT_D | x_R11_EXIT_G | x_R12_EXIT_A | x_R13_EXIT_C | x_R14_EXIT_F | x_R15_EXIT_D | x_R16_EXIT_D | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_H | x_R20_EXIT_H | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_E | x_R24_EXIT_H | x_R25_EXIT_H | x_R26_EXIT_G | x_R27_EXIT_F | x_R28_EXIT_H | x_R29_EXIT_G | x_R30_EXIT_G | x_R31_EXIT_G | x_R32_EXIT_E | x_R33_EXIT_A
186,0.8213046115188263,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_H | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_E | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_C | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_G | x_R12_EXIT_H | x_R13_EXIT_D | x_R14_EXIT_E | x_R15_EXIT_H | x_R16_EXIT_H | x_R17_EXIT_A | x_R18_EXIT_A | x_R19_EXIT_D | x_R20_EXIT_C | x_R21_EXIT_A | x_R22_EXIT_F | x_R23_EXIT_G | x_R24_EXIT_F | x_R25_EXIT_F | x_R26_EXIT_B | x_R27_EXIT_B | x_R28_EXIT_A | x_R29_EXIT_E | x_R30_EXIT_G | x_R31_EXIT_F | x_R32_EXIT_C | x_R33_EXIT_B
187,0.821344502293698,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_F | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_F | x_R06_EXIT_D | x_R07_EXIT_H | x_R08_EXIT_C | x_R09_EXIT_E | x_R10_EXIT_G | x_R11_EXIT_F | x_R12_EXIT_A | x_R13_EXIT_G | x_R14_EXIT_D | x_R15_EXIT_A | x_R16_EXIT_E | x_R17_EXIT_D | x_R18_EXIT_G | x_R19_EXIT_G | x_R20_EXIT_F | x_R21_EXIT_G | x_R22_EXIT_B | x_R23_EXIT_E | x_R24_EXIT_D | x_R25_EXIT_H | x_R26_EXIT_C | x_R27_EXIT_F | x_R28_EXIT_F | x_R29_EXIT_F | x_R30_EXIT_H | x_R31_EXIT_C | x_R32_EXIT_E | x_R33_EXIT_G
188,0.821739658651552,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_H | x_R03_EXIT_A | x_R04_EXIT_G | x_R05_EXIT_H | x_R06_EXIT_H | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_A | x_R10_EXIT_F | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_F | x_R14_EXIT_G | x_R15_EXIT_E | x_R16_EXIT_B | x_R17_EXIT_E | x_R18_EXIT_H | x_R19_EXIT_C | x_R20_EXIT_F | x_R21_EXIT_C | x_R22_EXIT_F | x_R23_EXIT_H | x_R24_EXIT_H | x_R25_EXIT_H | x_R26_EXIT_F | x_R27_EXIT_G | x_R28_EXIT_H | x_R29_EXIT_D | x_R30_EXIT_C | x_R31_EXIT_F | x_R32_EXIT_A | x_R33_EXIT_G
189,0.8220710394573985,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_A | x_R03_EXIT_G | x_R04_EXIT_G | x_R05_EXIT_E | x_R06_EXIT_D | x_R07_EXIT_F | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_C | x_R13_EXIT_D | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_H | x_R17_EXIT_H | x_R18_EXIT_H | x_R19_EXIT_E | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_G | x_R23_EXIT_G | x_R24_EXIT_F | x_R25_EXIT_A | x_R26_EXIT_G | x_R27_EXIT_H | x_R28_EXIT_D | x_R29_EXIT_E | x_R30_EXIT_A | x_R31_EXIT_B | x_R32_EXIT_H | x_R33_EXIT_H
190,0.8225808236373382,1,True,0,33,x_R01_EXIT_F | x_R02_EXIT_B | x_R03_EXIT_E | x_R04_EXIT_H | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_C | x_R08_EXIT_D | x_R09_EXIT_E | x_R10_EXIT_F | x_R11_EXIT_E | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_F | x_R15_EXIT_F | x_R16_EXIT_C | x_R17_EXIT_G | x_R18_EXIT_E | x_R19_EXIT_E | x_R20_EXIT_B | x_R21_EXIT_E | x_R22_EXIT_D | x_R23_EXIT_F | x_R24_EXIT_H | x_R25_EXIT_D | x_R26_EXIT_B | x_R27_EXIT_A | x_R28_EXIT_H | x_R29_EXIT_D | x_R30_EXIT_C | x_R31_EXIT_A | x_R32_EXIT_C | x_R33_EXIT_H
191,0.8229287023673351,1,True,0,33,x_R01_EXIT_B | x_R02_EXIT_D | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_G | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_G | x_R09_EXIT_E | x_R10_EXIT_C | x_R11_EXIT_D | x_R12_EXIT_F | x_R13_EXIT_D | x_R14_EXIT_A | x_R15_EXIT_E | x_R16_EXIT_E | x_R17_EXIT_H | x_R18_EXIT_C | x_R19_EXIT_H | x_R20_EXIT_C | x_R21_EXIT_D | x_R22_EXIT_E | x_R23_EXIT_H | x_R24_EXIT_B | x_R25_EXIT_F | x_R26_EXIT_B | x_R27_EXIT_C | x_R28_EXIT_F | x_R29_EXIT_A | x_R30_EXIT_D | x_R31_EXIT_B | x_R32_EXIT_G | x_R33_EXIT_E
192,0.8229355218496721,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_D | x_R03_EXIT_H | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_G | x_R07_EXIT_G | x_R08_EXIT_D | x_R09_EXIT_B | x_R10_EXIT_E | x_R11_EXIT_E | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_H | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_D | x_R18_EXIT_H | x_R19_EXIT_C | x_R20_EXIT_G | x_R21_EXIT_D | x_R22_EXIT_F | x_R23_EXIT_D | x_R24_EXIT_C | x_R25_EXIT_E | x_R26_EXIT_B | x_R27_EXIT_C | x_R28_EXIT_F | x_R29_EXIT_G | x_R30_EXIT_A | x_R31_EXIT_B | x_R32_EXIT_B | x_R33_EXIT_B
193,0.8235485640759634,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_C | x_R03_EXIT_E | x_R04_EXIT_G | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_D | x_R08_EXIT_B | x_R09_EXIT_G | x_R10_EXIT_H | x_R11_EXIT_C | x_R12_EXIT_F | x_R13_EXIT_D | x_R14_EXIT_A | x_R15_EXIT_E | x_R16_EXIT_E | x_R17_EXIT_G | x_R18_EXIT_B | x_R19_EXIT_H | x_R20_EXIT_G | x_R21_EXIT_F | x_R22_EXIT_H | x_R23_EXIT_D | x_R24_EXIT_D | x_R25_EXIT_G | x_R26_EXIT_E | x_R27_EXIT_H | x_R28_EXIT_A | x_R29_EXIT_H | x_R30_EXIT_F | x_R31_EXIT_F | x_R32_EXIT_E | x_R33_EXIT_B
194,0.8238247279151096,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_G | x_R03_EXIT_G | x_R04_EXIT_E | x_R05_EXIT_E | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_D | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_D | x_R14_EXIT_C | x_R15_EXIT_G | x_R16_EXIT_H | x_R17_EXIT_A | x_R18_EXIT_F | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_H | x_R22_EXIT_G | x_R23_EXIT_C | x_R24_EXIT_B | x_R25_EXIT_E | x_R26_EXIT_F | x_R27_EXIT_C | x_R28_EXIT_A | x_R29_EXIT_C | x_R30_EXIT_D | x_R31_EXIT_G | x_R32_EXIT_A | x_R33_EXIT_H
195,0.8245044266995478,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_F | x_R04_EXIT_H | x_R05_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_F | x_R10_EXIT_H | x_R11_EXIT_F | x_R12_EXIT_E | x_R13_EXIT_E | x_R14_EXIT_H | x_R15_EXIT_B | x_R16_EXIT_E | x_R17_EXIT_C | x_R18_EXIT_G | x_R19_EXIT_F | x_R20_EXIT_B | x_R21_EXIT_G | x_R22_EXIT_G | x_R23_EXIT_A | x_R24_EXIT_H | x_R25_EXIT_B | x_R26_EXIT_B | x_R27_EXIT_G | x_R28_EXIT_E | x_R29_EXIT_A | x_R30_EXIT_A | x_R31_EXIT_D | x_R32_EXIT_B | x_R33_EXIT_B
196,0.8248033027875863,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_E | x_R04_EXIT_C | x_R05_EXIT_H | x_R06_EXIT_E | x_R07_EXIT_G | x_R08_EXIT_H | x_R09_EXIT_A | x_R10_EXIT_H | x_R11_EXIT_D | x_R12_EXIT_A | x_R13_EXIT_G | x_R14_EXIT_A | x_R15_EXIT_G | x_R16_EXIT_E | x_R17_EXIT_G | x_R18_EXIT_F | x_R19_EXIT_B | x_R20_EXIT_F | x_R21_EXIT_B | x_R22_EXIT_G | x_R23_EXIT_H | x_R24_EXIT_E | x_R25_EXIT_F | x_R26_EXIT_G | x_R27_EXIT_C | x_R28_EXIT_A | x_R29_EXIT_C | x_R30_EXIT_B | x_R31_EXIT_A | x_R32_EXIT_E | x_R33_EXIT_F
197,0.8248331600357801,1,True,0,33,x_R01_EXIT_F | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_B | x_R05_EXIT_H | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_E | x_R10_EXIT_D | x_R11_EXIT_D | x_R12_EXIT_A | x_R13_EXIT_A | x_R14_EXIT_D | x_R15_EXIT_H | x_R16_EXIT_F | x_R17_EXIT_F | x_R18_EXIT_C | x_R19_EXIT_H | x_R20_EXIT_B | x_R21_EXIT_G | x_R22_EXIT_A | x_R23_EXIT_E | x_R24_EXIT_C | x_R25_EXIT_D | x_R26_EXIT_A | x_R27_EXIT_E | x_R28_EXIT_G | x_R29_EXIT_G | x_R30_EXIT_F | x_R31_EXIT_D | x_R32_EXIT_A | x_R33_EXIT_B
198,0.82500853196143,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_E | x_R05_EXIT_F | x_R06_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_H | x_R09_EXIT_D | x_R10_EXIT_F | x_R11_EXIT_E | x_R12_EXIT_D | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_G | x_R17_EXIT_E | x_R18_EXIT_H | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_D | x_R22_EXIT_C | x_R23_EXIT_C | x_R24_EXIT_B | x_R25_EXIT_G | x_R26_EXIT_H | x_R27_EXIT_B | x_R28_EXIT_E | x_R29_EXIT_E | x_R30_EXIT_F | x_R31_EXIT_G | x_R32_EXIT_A | x_R33_EXIT_D
199,0.8255269395569371,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_E | x_R05_EXIT_F | x_R06_EXIT_D | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_F | x_R10_EXIT_G | x_R11_EXIT_B | x_R12_EXIT_G | x_R13_EXIT_E | x_R14_EXIT_E | x_R15_EXIT_D | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_E | x_R19_EXIT_E | x_R20_EXIT_D | x_R21_EXIT_D | x_R22_EXIT_H | x_R23_EXIT_H | x_R24_EXIT_F | x_R25_EXIT_F | x_R26_EXIT_A | x_R27_EXIT_G | x_R28_EXIT_H | x_R29_EXIT_B | x_R30_EXIT_E | x_R31_EXIT_C | x_R32_EXIT_F | x_R33_EXIT_B
200,0.8257067435788485,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_G | x_R05_EXIT_E | x_R06_EXIT_B | x_R07_EXIT_D | x_R08_EXIT_A | x_R09_EXIT_F | x_R10_EXIT_D | x_R11_EXIT_H | x_R12_EXIT_G | x_R13_EXIT_H | x_R14_EXIT_E | x_R15_EXIT_C | x_R16_EXIT_E | x_R17_EXIT_D | x_R18_EXIT_E | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_F | x_R22_EXIT_A | x_R23_EXIT_F | x_R24_EXIT_G | x_R25_EXIT_G | x_R26_EXIT_A | x_R27_EXIT_E | x_R28_EXIT_F | x_R29_EXIT_A | x_R30_EXIT_A | x_R31_EXIT_G | x_R32_EXIT_A | x_R33_EXIT_B
201,0.8257581279881379,1,True,0,33,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_G | x_R04_EXIT_E | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_H | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_B | x_R12_EXIT_H | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_D | x_R16_EXIT_C | x_R17_EXIT_H | x_R18_EXIT_H | x_R19_EXIT_G | x_R20_EXIT_D | x_R21_EXIT_D | x_R22_EXIT_D | x_R23_EXIT_F | x_R24_EXIT_E | x_R25_EXIT_H | x_R26_EXIT_A | x_R27_EXIT_C | x_R28_EXIT_B | x_R29_EXIT_D | x_R30_EXIT_C | x_R31_EXIT_G | x_R32_EXIT_E | x_R33_EXIT_H
202,0.8258295530297346,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_E | x_R08_EXIT_D | x_R09_EXIT_E | x_R10_EXIT_H | x_R11_EXIT_F | x_R12_EXIT_G | x_R13_EXIT_H | x_R14_EXIT_E | x_R15_EXIT_A | x_R16_EXIT_H | x_R17_EXIT_D | x_R18_EXIT_B | x_R19_EXIT_D | x_R20_EXIT_C | x_R21_EXIT_D | x_R22_EXIT_H | x_R23_EXIT_H | x_R24_EXIT_A | x_R25_EXIT_H | x_R26_EXIT_H | x_R27_EXIT_F | x_R28_EXIT_G | x_R29_EXIT_B | x_R30_EXIT_C | x_R31_EXIT_D | x_R32_EXIT_D | x_R33_EXIT_G
203,0.825953671873151,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_F | x_R03_EXIT_G | x_R04_EXIT_B | x_R05_EXIT_H | x_R06_EXIT_G | x_R07_EXIT_C | x_R08_EXIT_H | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_F | x_R12_EXIT_G | x_R13_EXIT_G | x_R14_EXIT_C | x_R15_EXIT_D | x_R16_EXIT_F | x_R17_EXIT_D | x_R18_EXIT_C | x_R19_EXIT_H | x_R20_EXIT_H | x_R21_EXIT_G | x_R22_EXIT_D | x_R23_EXIT_D | x_R24_EXIT_A | x_R25_EXIT_B | x_R26_EXIT_E | x_R27_EXIT_F | x_R28_EXIT_A | x_R29_EXIT_F | x_R30_EXIT_E | x_R31_EXIT_E | x_R32_EXIT_D | x_R33_EXIT_B
204,0.8260785529083705,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_E | x_R04_EXIT_A | x_R05_EXIT_F | x_R06_EXIT_H | x_R07_EXIT_D | x_R08_EXIT_A | x_R09_EXIT_E | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_G | x_R13_EXIT_F | x_R14_EXIT_D | x_R15_EXIT_E | x_R16_EXIT_H | x_R17_EXIT_F | x_R18_EXIT_E | x_R19_EXIT_D | x_R20_EXIT_H | x_R21_EXIT_H | x_R22_EXIT_G | x_R23_EXIT_D | x_R24_EXIT_B | x_R25_EXIT_E | x_R26_EXIT_F | x_R27_EXIT_E | x_R28_EXIT_G | x_R29_EXIT_B | x_R30_EXIT_D | x_R31_EXIT_D | x_R32_EXIT_D | x_R33_EXIT_F
205,0.8263123116788051,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_F | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_H | x_R07_EXIT_B | x_R08_EXIT_G | x_R09_EXIT_H | x_R10_EXIT_H | x_R11_EXIT_H | x_R12_EXIT_H | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_H | x_R16_EXIT_F | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_D | x_R21_EXIT_F | x_R22_EXIT_G | x_R23_EXIT_E | x_R24_EXIT_E | x_R25_EXIT_H | x_R26_EXIT_H | x_R27_EXIT_A | x_R28_EXIT_F | x_R29_EXIT_B | x_R30_EXIT_D | x_R31_EXIT_F | x_R32_EXIT_C | x_R33_EXIT_H
206,0.8264873710083975,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_A | x_R03_EXIT_G | x_R04_EXIT_F | x_R05_EXIT_F | x_R06_EXIT_G | x_R07_EXIT_E | x_R08_EXIT_G | x_R09_EXIT_E | x_R10_EXIT_C | x_R11_EXIT_E | x_R12_EXIT_A | x_R13_EXIT_G | x_R14_EXIT_A | x_R15_EXIT_E | x_R16_EXIT_H | x_R17_EXIT_E | x_R18_EXIT_E | x_R19_EXIT_F | x_R20_EXIT_F | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_E | x_R24_EXIT_D | x_R25_EXIT_F | x_R26_EXIT_B | x_R27_EXIT_G | x_R28_EXIT_H | x_R29_EXIT_A | x_R30_EXIT_E | x_R31_EXIT_G | x_R32_EXIT_H | x_R33_EXIT_H
207,0.8267134351788741,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_F | x_R03_EXIT_C | x_R04_EXIT_E | x_R05_EXIT_F | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_G | x_R15_EXIT_F | x_R16_EXIT_D | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_G | x_R20_EXIT_A | x_R21_EXIT_F | x_R22_EXIT_G | x_R23_EXIT_F | x_R24_EXIT_A | x_R25_EXIT_E | x_R26_EXIT_A | x_R27_EXIT_D | x_R28_EXIT_G | x_R29_EXIT_A | x_R30_EXIT_D | x_R31_EXIT_A | x_R32_EXIT_C | x_R33_EXIT_B
208,0.8267729027751329,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_D | x_R03_EXIT_D | x_R04_EXIT_H | x_R05_EXIT_G | x_R06_EXIT_F | x_R07_EXIT_E | x_R08_EXIT_E | x_R09_EXIT_F | x_R10_EXIT_E | x_R11_EXIT_E | x_R12_EXIT_E | x_R13_EXIT_A | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_H | x_R18_EXIT_G | x_R19_EXIT_F | x_R20_EXIT_H | x_R21_EXIT_B | x_R22_EXIT_F | x_R23_EXIT_C | x_R24_EXIT_F | x_R25_EXIT_G | x_R26_EXIT_B | x_R27_EXIT_G | x_R28_EXIT_D | x_R29_EXIT_B | x_R30_EXIT_F | x_R31_EXIT_D | x_R32_EXIT_A | x_R33_EXIT_B
209,0.8271368094688683,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_F | x_R05_EXIT_H | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_G | x_R10_EXIT_H | x_R11_EXIT_C | x_R12_EXIT_G | x_R13_EXIT_H | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_H | x_R17_EXIT_D | x_R18_EXIT_H | x_R19_EXIT_F | x_R20_EXIT_G | x_R21_EXIT_G | x_R22_EXIT_B | x_R23_EXIT_E | x_R24_EXIT_F | x_R25_EXIT_F | x_R26_EXIT_D | x_R27_EXIT_E | x_R28_EXIT_A | x_R29_EXIT_H | x_R30_EXIT_G | x_R31_EXIT_F | x_R32_EXIT_G | x_R33_EXIT_E
210,0.8275378965278151,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_D | x_R03_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_C | x_R07_EXIT_E | x_R08_EXIT_E | x_R09_EXIT_H | x_R10_EXIT_D | x_R11_EXIT_H | x_R12_EXIT_F | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_G | x_R16_EXIT_F | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_H | x_R21_EXIT_G | x_R22_EXIT_D | x_R23_EXIT_E | x_R24_EXIT_G | x_R25_EXIT_F | x_R26_EXIT_E | x_R27_EXIT_H | x_R28_EXIT_G | x_R29_EXIT_F | x_R30_EXIT_C | x_R31_EXIT_H | x_R32_EXIT_F | x_R33_EXIT_H
211,0.827643776914158,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_F | x_R04_EXIT_B | x_R05_EXIT_H | x_R06_EXIT_F | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_A | x_R10_EXIT_G | x_R11_EXIT_B | x_R12_EXIT_E | x_R13_EXIT_D | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_F | x_R17_EXIT_A | x_R18_EXIT_E | x_R19_EXIT_D | x_R20_EXIT_H | x_R21_EXIT_D | x_R22_EXIT_H | x_R23_EXIT_D | x_R24_EXIT_H | x_R25_EXIT_F | x_R26_EXIT_A | x_R27_EXIT_F | x_R28_EXIT_G | x_R29_EXIT_B | x_R30_EXIT_B | x_R31_EXIT_E | x_R32_EXIT_B | x_R33_EXIT_C
212,0.8278465334795442,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_F | x_R04_EXIT_E | x_R05_EXIT_E | x_R06_EXIT_B | x_R07_EXIT_F | x_R08_EXIT_A | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_H | x_R12_EXIT_H | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_E | x_R16_EXIT_G | x_R17_EXIT_F | x_R18_EXIT_F | x_R19_EXIT_D | x_R20_EXIT_E | x_R21_EXIT_F | x_R22_EXIT_H | x_R23_EXIT_D | x_R24_EXIT_H | x_R25_EXIT_B | x_R26_EXIT_C | x_R27_EXIT_H | x_R28_EXIT_C | x_R29_EXIT_D | x_R30_EXIT_D | x_R31_EXIT_B | x_R32_EXIT_D | x_R33_EXIT_F
213,0.8278535857739939,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_D | x_R06_EXIT_H | x_R07_EXIT_A | x_R08_EXIT_H | x_R09_EXIT_G | x_R10_EXIT_E | x_R11_EXIT_G | x_R12_EXIT_G | x_R13_EXIT_E | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_G | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_G | x_R20_EXIT_G | x_R21_EXIT_B | x_R22_EXIT_F | x_R23_EXIT_F | x_R24_EXIT_A | x_R25_EXIT_A | x_R26_EXIT_A | x_R27_EXIT_G | x_R28_EXIT_E | x_R29_EXIT_H | x_R30_EXIT_H | x_R31_EXIT_B | x_R32_EXIT_H | x_R33_EXIT_H
