rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,selected_variable_count,selected_variables
476,0.8921398977738022,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_G | x_R03_EXIT_F | x_R04_EXIT_E | x_R05_EXIT_B | x_R06_EXIT_F | x_R07_EXIT_C | x_R08_EXIT_D | x_R09_EXIT_B | x_R10_EXIT_E | x_R11_EXIT_H | x_R12_EXIT_E | x_R13_EXIT_C | x_R14_EXIT_D | x_R15_EXIT_E | x_R16_EXIT_G | x_R17_EXIT_A | x_R18_EXIT_G | x_R19_EXIT_D | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_G | x_R23_EXIT_B | x_R24_EXIT_E | x_R25_EXIT_D | x_R26_EXIT_A | x_R27_EXIT_E | x_R28_EXIT_C | x_R29_EXIT_C | x_R30_EXIT_C | x_R31_EXIT_F | x_R32_EXIT_A | x_R33_EXIT_E
477,0.8927140762786507,1,True,0,33,x_R01_EXIT_F | x_R02_EXIT_F | x_R03_EXIT_G | x_R04_EXIT_H | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_F | x_R08_EXIT_G | x_R09_EXIT_D | x_R10_EXIT_F | x_R11_EXIT_E | x_R12_EXIT_F | x_R13_EXIT_G | x_R14_EXIT_D | x_R15_EXIT_G | x_R16_EXIT_H | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_D | x_R20_EXIT_H | x_R21_EXIT_F | x_R22_EXIT_C | x_R23_EXIT_F | x_R24_EXIT_E | x_R25_EXIT_F | x_R26_EXIT_A | x_R27_EXIT_C | x_R28_EXIT_A | x_R29_EXIT_E | x_R30_EXIT_D | x_R31_EXIT_H | x_R32_EXIT_C | x_R33_EXIT_F
478,0.8929142363709843,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_H | x_R03_EXIT_B | x_R04_EXIT_H | x_R05_EXIT_G | x_R06_EXIT_F | x_R07_EXIT_G | x_R08_EXIT_D | x_R09_EXIT_A | x_R10_EXIT_H | x_R11_EXIT_H | x_R12_EXIT_D | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_D | x_R17_EXIT_E | x_R18_EXIT_E | x_R19_EXIT_F | x_R20_EXIT_E | x_R21_EXIT_E | x_R22_EXIT_E | x_R23_EXIT_G | x_R24_EXIT_H | x_R25_EXIT_F | x_R26_EXIT_G | x_R27_EXIT_B | x_R28_EXIT_A | x_R29_EXIT_D | x_R30_EXIT_D | x_R31_EXIT_D | x_R32_EXIT_G | x_R33_EXIT_A
479,0.8931316114862398,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_E | x_R03_EXIT_A | x_R04_EXIT_E | x_R05_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_F | x_R08_EXIT_A | x_R09_EXIT_H | x_R10_EXIT_H | x_R11_EXIT_F | x_R12_EXIT_H | x_R13_EXIT_G | x_R14_EXIT_H | x_R15_EXIT_H | x_R16_EXIT_G | x_R17_EXIT_G | x_R18_EXIT_E | x_R19_EXIT_H | x_R20_EXIT_A | x_R21_EXIT_E | x_R22_EXIT_H | x_R23_EXIT_H | x_R24_EXIT_D | x_R25_EXIT_A | x_R26_EXIT_E | x_R27_EXIT_A | x_R28_EXIT_A | x_R29_EXIT_B | x_R30_EXIT_G | x_R31_EXIT_C | x_R32_EXIT_E | x_R33_EXIT_H
480,0.8932370706045276,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_G | x_R05_EXIT_F | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_G | x_R09_EXIT_A | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_B | x_R13_EXIT_G | x_R14_EXIT_C | x_R15_EXIT_D | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_D | x_R21_EXIT_G | x_R22_EXIT_A | x_R23_EXIT_H | x_R24_EXIT_F | x_R25_EXIT_D | x_R26_EXIT_D | x_R27_EXIT_G | x_R28_EXIT_B | x_R29_EXIT_A | x_R30_EXIT_F | x_R31_EXIT_C | x_R32_EXIT_C | x_R33_EXIT_H
481,0.8932771638068289,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_F | x_R07_EXIT_G | x_R08_EXIT_D | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_A | x_R12_EXIT_H | x_R13_EXIT_D | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_E | x_R17_EXIT_C | x_R18_EXIT_E | x_R19_EXIT_D | x_R20_EXIT_E | x_R21_EXIT_F | x_R22_EXIT_E | x_R23_EXIT_E | x_R24_EXIT_H | x_R25_EXIT_D | x_R26_EXIT_G | x_R27_EXIT_E | x_R28_EXIT_H | x_R29_EXIT_H | x_R30_EXIT_E | x_R31_EXIT_D | x_R32_EXIT_B | x_R33_EXIT_E
482,0.8933897880170321,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_F | x_R06_EXIT_E | x_R07_EXIT_H | x_R08_EXIT_B | x_R09_EXIT_D | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_G | x_R14_EXIT_A | x_R15_EXIT_D | x_R16_EXIT_A | x_R17_EXIT_H | x_R18_EXIT_B | x_R19_EXIT_G | x_R20_EXIT_F | x_R21_EXIT_G | x_R22_EXIT_F | x_R23_EXIT_F | x_R24_EXIT_F | x_R25_EXIT_A | x_R26_EXIT_H | x_R27_EXIT_D | x_R28_EXIT_C | x_R29_EXIT_A | x_R30_EXIT_C | x_R31_EXIT_B | x_R32_EXIT_C | x_R33_EXIT_F
483,0.8936123124697133,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_A | x_R03_EXIT_G | x_R04_EXIT_H | x_R05_EXIT_G | x_R06_EXIT_A | x_R07_EXIT_D | x_R08_EXIT_G | x_R09_EXIT_D | x_R10_EXIT_D | x_R11_EXIT_F | x_R12_EXIT_E | x_R13_EXIT_E | x_R14_EXIT_G | x_R15_EXIT_G | x_R16_EXIT_D | x_R17_EXIT_D | x_R18_EXIT_G | x_R19_EXIT_E | x_R20_EXIT_B | x_R21_EXIT_C | x_R22_EXIT_F | x_R23_EXIT_C | x_R24_EXIT_D | x_R25_EXIT_E | x_R26_EXIT_H | x_R27_EXIT_G | x_R28_EXIT_A | x_R29_EXIT_G | x_R30_EXIT_B | x_R31_EXIT_D | x_R32_EXIT_H | x_R33_EXIT_H
484,0.8939212643510359,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_D | x_R03_EXIT_A | x_R04_EXIT_H | x_R05_EXIT_E | x_R06_EXIT_H | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_F | x_R11_EXIT_B | x_R12_EXIT_A | x_R13_EXIT_D | x_R14_EXIT_D | x_R15_EXIT_G | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_E | x_R21_EXIT_G | x_R22_EXIT_E | x_R23_EXIT_C | x_R24_EXIT_C | x_R25_EXIT_F | x_R26_EXIT_B | x_R27_EXIT_D | x_R28_EXIT_G | x_R29_EXIT_G | x_R30_EXIT_H | x_R31_EXIT_A | x_R32_EXIT_G | x_R33_EXIT_A
485,0.8942885370969407,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_G | x_R03_EXIT_G | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_F | x_R07_EXIT_E | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_H | x_R11_EXIT_B | x_R12_EXIT_G | x_R13_EXIT_E | x_R14_EXIT_G | x_R15_EXIT_G | x_R16_EXIT_D | x_R17_EXIT_D | x_R18_EXIT_G | x_R19_EXIT_H | x_R20_EXIT_H | x_R21_EXIT_A | x_R22_EXIT_H | x_R23_EXIT_H | x_R24_EXIT_B | x_R25_EXIT_C | x_R26_EXIT_C | x_R27_EXIT_H | x_R28_EXIT_A | x_R29_EXIT_A | x_R30_EXIT_E | x_R31_EXIT_H | x_R32_EXIT_E | x_R33_EXIT_H
486,0.8948724933694621,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_B | x_R05_EXIT_F | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_A | x_R09_EXIT_E | x_R10_EXIT_B | x_R11_EXIT_H | x_R12_EXIT_C | x_R13_EXIT_D | x_R14_EXIT_D | x_R15_EXIT_H | x_R16_EXIT_D | x_R17_EXIT_D | x_R18_EXIT_H | x_R19_EXIT_F | x_R20_EXIT_G | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_D | x_R24_EXIT_C | x_R25_EXIT_C | x_R26_EXIT_C | x_R27_EXIT_D | x_R28_EXIT_F | x_R29_EXIT_C | x_R30_EXIT_A | x_R31_EXIT_E | x_R32_EXIT_D | x_R33_EXIT_C
487,0.8950403670787637,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_H | x_R03_EXIT_E | x_R04_EXIT_G | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_G | x_R11_EXIT_A | x_R12_EXIT_G | x_R13_EXIT_E | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_D | x_R17_EXIT_E | x_R18_EXIT_E | x_R19_EXIT_G | x_R20_EXIT_H | x_R21_EXIT_F | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_F | x_R25_EXIT_A | x_R26_EXIT_G | x_R27_EXIT_B | x_R28_EXIT_D | x_R29_EXIT_F | x_R30_EXIT_B | x_R31_EXIT_F | x_R32_EXIT_G | x_R33_EXIT_F
488,0.8953154863902455,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_F | x_R06_EXIT_G | x_R07_EXIT_G | x_R08_EXIT_E | x_R09_EXIT_A | x_R10_EXIT_E | x_R11_EXIT_F | x_R12_EXIT_C | x_R13_EXIT_E | x_R14_EXIT_H | x_R15_EXIT_C | x_R16_EXIT_E | x_R17_EXIT_F | x_R18_EXIT_E | x_R19_EXIT_A | x_R20_EXIT_G | x_R21_EXIT_E | x_R22_EXIT_G | x_R23_EXIT_B | x_R24_EXIT_B | x_R25_EXIT_F | x_R26_EXIT_B | x_R27_EXIT_C | x_R28_EXIT_F | x_R29_EXIT_C | x_R30_EXIT_C | x_R31_EXIT_F | x_R32_EXIT_F | x_R33_EXIT_G
489,0.8953649154133814,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_G | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_A | x_R06_EXIT_E | x_R07_EXIT_H | x_R08_EXIT_D | x_R09_EXIT_E | x_R10_EXIT_H | x_R11_EXIT_G | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_H | x_R15_EXIT_E | x_R16_EXIT_H | x_R17_EXIT_A | x_R18_EXIT_G | x_R19_EXIT_H | x_R20_EXIT_E | x_R21_EXIT_H | x_R22_EXIT_F | x_R23_EXIT_F | x_R24_EXIT_C | x_R25_EXIT_B | x_R26_EXIT_G | x_R27_EXIT_H | x_R28_EXIT_B | x_R29_EXIT_C | x_R30_EXIT_G | x_R31_EXIT_B | x_R32_EXIT_E | x_R33_EXIT_H
490,0.8955397294895988,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_F | x_R03_EXIT_D | x_R04_EXIT_H | x_R05_EXIT_H | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_D | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_D | x_R13_EXIT_D | x_R14_EXIT_E | x_R15_EXIT_A | x_R16_EXIT_D | x_R17_EXIT_E | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_H | x_R21_EXIT_A | x_R22_EXIT_D | x_R23_EXIT_G | x_R24_EXIT_H | x_R25_EXIT_H | x_R26_EXIT_F | x_R27_EXIT_B | x_R28_EXIT_H | x_R29_EXIT_B | x_R30_EXIT_E | x_R31_EXIT_C | x_R32_EXIT_E | x_R33_EXIT_F
491,0.8956148075355372,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_B | x_R03_EXIT_D | x_R04_EXIT_E | x_R05_EXIT_E | x_R06_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_D | x_R11_EXIT_B | x_R12_EXIT_H | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_H | x_R16_EXIT_C | x_R17_EXIT_H | x_R18_EXIT_G | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_D | x_R22_EXIT_G | x_R23_EXIT_H | x_R24_EXIT_E | x_R25_EXIT_D | x_R26_EXIT_G | x_R27_EXIT_D | x_R28_EXIT_D | x_R29_EXIT_G | x_R30_EXIT_H | x_R31_EXIT_H | x_R32_EXIT_B | x_R33_EXIT_H
492,0.8956189559551717,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_A | x_R03_EXIT_G | x_R04_EXIT_H | x_R05_EXIT_D | x_R06_EXIT_G | x_R07_EXIT_F | x_R08_EXIT_D | x_R09_EXIT_E | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_G | x_R13_EXIT_G | x_R14_EXIT_C | x_R15_EXIT_D | x_R16_EXIT_G | x_R17_EXIT_B | x_R18_EXIT_F | x_R19_EXIT_G | x_R20_EXIT_F | x_R21_EXIT_C | x_R22_EXIT_E | x_R23_EXIT_C | x_R24_EXIT_B | x_R25_EXIT_F | x_R26_EXIT_H | x_R27_EXIT_F | x_R28_EXIT_G | x_R29_EXIT_F | x_R30_EXIT_G | x_R31_EXIT_C | x_R32_EXIT_C | x_R33_EXIT_D
493,0.8958382579744466,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_D | x_R03_EXIT_D | x_R04_EXIT_G | x_R05_EXIT_D | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_H | x_R09_EXIT_F | x_R10_EXIT_C | x_R11_EXIT_F | x_R12_EXIT_E | x_R13_EXIT_C | x_R14_EXIT_E | x_R15_EXIT_F | x_R16_EXIT_H | x_R17_EXIT_G | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_H | x_R21_EXIT_H | x_R22_EXIT_B | x_R23_EXIT_E | x_R24_EXIT_B | x_R25_EXIT_G | x_R26_EXIT_G | x_R27_EXIT_D | x_R28_EXIT_F | x_R29_EXIT_C | x_R30_EXIT_H | x_R31_EXIT_B | x_R32_EXIT_F | x_R33_EXIT_G
494,0.8961036812780776,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_D | x_R03_EXIT_F | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_D | x_R08_EXIT_G | x_R09_EXIT_G | x_R10_EXIT_B | x_R11_EXIT_D | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_G | x_R17_EXIT_E | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_H | x_R24_EXIT_B | x_R25_EXIT_A | x_R26_EXIT_G | x_R27_EXIT_H | x_R28_EXIT_B | x_R29_EXIT_G | x_R30_EXIT_C | x_R31_EXIT_F | x_R32_EXIT_H | x_R33_EXIT_B
495,0.8962700647658153,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_G | x_R03_EXIT_D | x_R04_EXIT_H | x_R05_EXIT_E | x_R06_EXIT_H | x_R07_EXIT_F | x_R08_EXIT_H | x_R09_EXIT_B | x_R10_EXIT_H | x_R11_EXIT_C | x_R12_EXIT_G | x_R13_EXIT_G | x_R14_EXIT_E | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_G | x_R18_EXIT_E | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_D | x_R22_EXIT_D | x_R23_EXIT_F | x_R24_EXIT_E | x_R25_EXIT_H | x_R26_EXIT_B | x_R27_EXIT_G | x_R28_EXIT_C | x_R29_EXIT_B | x_R30_EXIT_C | x_R31_EXIT_H | x_R32_EXIT_G | x_R33_EXIT_C
496,0.8963604793823947,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_H | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_H | x_R09_EXIT_D | x_R10_EXIT_A | x_R11_EXIT_G | x_R12_EXIT_H | x_R13_EXIT_G | x_R14_EXIT_G | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_G | x_R18_EXIT_E | x_R19_EXIT_F | x_R20_EXIT_D | x_R21_EXIT_F | x_R22_EXIT_F | x_R23_EXIT_E | x_R24_EXIT_D | x_R25_EXIT_E | x_R26_EXIT_D | x_R27_EXIT_G | x_R28_EXIT_B | x_R29_EXIT_H | x_R30_EXIT_B | x_R31_EXIT_C | x_R32_EXIT_D | x_R33_EXIT_E
497,0.8964077099005863,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_D | x_R03_EXIT_C | x_R04_EXIT_E | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_G | x_R08_EXIT_G | x_R09_EXIT_H | x_R10_EXIT_D | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_D | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_D | x_R17_EXIT_F | x_R18_EXIT_A | x_R19_EXIT_H | x_R20_EXIT_F | x_R21_EXIT_H | x_R22_EXIT_H | x_R23_EXIT_B | x_R24_EXIT_E | x_R25_EXIT_G | x_R26_EXIT_H | x_R27_EXIT_H | x_R28_EXIT_H | x_R29_EXIT_E | x_R30_EXIT_F | x_R31_EXIT_E | x_R32_EXIT_C | x_R33_EXIT_G
498,0.8965653144879866,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_H | x_R05_EXIT_F | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_D | x_R09_EXIT_B | x_R10_EXIT_G | x_R11_EXIT_B | x_R12_EXIT_G | x_R13_EXIT_A | x_R14_EXIT_G | x_R15_EXIT_D | x_R16_EXIT_C | x_R17_EXIT_H | x_R18_EXIT_B | x_R19_EXIT_H | x_R20_EXIT_C | x_R21_EXIT_D | x_R22_EXIT_H | x_R23_EXIT_D | x_R24_EXIT_H | x_R25_EXIT_F | x_R26_EXIT_B | x_R27_EXIT_F | x_R28_EXIT_F | x_R29_EXIT_H | x_R30_EXIT_F | x_R31_EXIT_B | x_R32_EXIT_H | x_R33_EXIT_D
499,0.8966612535423337,1,True,0,33,x_R01_EXIT_A | x_R02_EXIT_F | x_R03_EXIT_F | x_R04_EXIT_H | x_R05_EXIT_H | x_R06_EXIT_C | x_R07_EXIT_E | x_R08_EXIT_B | x_R09_EXIT_E | x_R10_EXIT_C | x_R11_EXIT_F | x_R12_EXIT_A | x_R13_EXIT_H | x_R14_EXIT_F | x_R15_EXIT_G | x_R16_EXIT_F | x_R17_EXIT_E | x_R18_EXIT_H | x_R19_EXIT_G | x_R20_EXIT_F | x_R21_EXIT_D | x_R22_EXIT_G | x_R23_EXIT_C | x_R24_EXIT_G | x_R25_EXIT_B | x_R26_EXIT_H | x_R27_EXIT_D | x_R28_EXIT_H | x_R29_EXIT_G | x_R30_EXIT_F | x_R31_EXIT_H | x_R32_EXIT_B | x_R33_EXIT_E
500,0.8967367355916736,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_G | x_R03_EXIT_C | x_R04_EXIT_F | x_R05_EXIT_F | x_R06_EXIT_E | x_R07_EXIT_F | x_R08_EXIT_B | x_R09_EXIT_G | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_H | x_R13_EXIT_D | x_R14_EXIT_E | x_R15_EXIT_H | x_R16_EXIT_G | x_R17_EXIT_F | x_R18_EXIT_E | x_R19_EXIT_H | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_H | x_R23_EXIT_H | x_R24_EXIT_E | x_R25_EXIT_E | x_R26_EXIT_A | x_R27_EXIT_C | x_R28_EXIT_F | x_R29_EXIT_H | x_R30_EXIT_C | x_R31_EXIT_D | x_R32_EXIT_G | x_R33_EXIT_A
501,0.8968888298036859,1,True,0,33,x_R01_EXIT_E | x_R02_EXIT_F | x_R03_EXIT_E | x_R04_EXIT_G | x_R05_EXIT_E | x_R06_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_H | x_R09_EXIT_E | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_F | x_R13_EXIT_E | x_R14_EXIT_H | x_R15_EXIT_C | x_R16_EXIT_G | x_R17_EXIT_F | x_R18_EXIT_B | x_R19_EXIT_E | x_R20_EXIT_D | x_R21_EXIT_H | x_R22_EXIT_F | x_R23_EXIT_G | x_R24_EXIT_H | x_R25_EXIT_A | x_R26_EXIT_H | x_R27_EXIT_G | x_R28_EXIT_B | x_R29_EXIT_D | x_R30_EXIT_F | x_R31_EXIT_E | x_R32_EXIT_G | x_R33_EXIT_G
502,0.8969555419746484,1,True,0,33,x_R01_EXIT_H | x_R02_EXIT_C | x_R03_EXIT_H | x_R04_EXIT_H | x_R05_EXIT_H | x_R06_EXIT_F | x_R07_EXIT_G | x_R08_EXIT_D | x_R09_EXIT_A | x_R10_EXIT_H | x_R11_EXIT_B | x_R12_EXIT_F | x_R13_EXIT_H | x_R14_EXIT_C | x_R15_EXIT_G | x_R16_EXIT_E | x_R17_EXIT_F | x_R18_EXIT_E | x_R19_EXIT_G | x_R20_EXIT_B | x_R21_EXIT_G | x_R22_EXIT_C | x_R23_EXIT_H | x_R24_EXIT_C | x_R25_EXIT_G | x_R26_EXIT_F | x_R27_EXIT_A | x_R28_EXIT_G | x_R29_EXIT_G | x_R30_EXIT_B | x_R31_EXIT_C | x_R32_EXIT_F | x_R33_EXIT_A
503,0.8971882505326221,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_H | x_R05_EXIT_C | x_R06_EXIT_H | x_R07_EXIT_G | x_R08_EXIT_F | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_H | x_R12_EXIT_D | x_R13_EXIT_G | x_R14_EXIT_H | x_R15_EXIT_E | x_R16_EXIT_G | x_R17_EXIT_G | x_R18_EXIT_E | x_R19_EXIT_E | x_R20_EXIT_F | x_R21_EXIT_D | x_R22_EXIT_C | x_R23_EXIT_C | x_R24_EXIT_H | x_R25_EXIT_A | x_R26_EXIT_G | x_R27_EXIT_B | x_R28_EXIT_E | x_R29_EXIT_A | x_R30_EXIT_F | x_R31_EXIT_G | x_R32_EXIT_E | x_R33_EXIT_G
504,0.897614761748116,1,True,0,33,x_R01_EXIT_A | x_R02_EXIT_E | x_R03_EXIT_A | x_R04_EXIT_H | x_R05_EXIT_A | x_R06_EXIT_H | x_R07_EXIT_H | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_G | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_D | x_R15_EXIT_D | x_R16_EXIT_D | x_R17_EXIT_F | x_R18_EXIT_E | x_R19_EXIT_D | x_R20_EXIT_A | x_R21_EXIT_F | x_R22_EXIT_E | x_R23_EXIT_A | x_R24_EXIT_A | x_R25_EXIT_B | x_R26_EXIT_G | x_R27_EXIT_F | x_R28_EXIT_H | x_R29_EXIT_H | x_R30_EXIT_C | x_R31_EXIT_D | x_R32_EXIT_B | x_R33_EXIT_F
505,0.8976422309820578,1,True,0,33,x_R01_EXIT_F | x_R02_EXIT_G | x_R03_EXIT_E | x_R04_EXIT_F | x_R05_EXIT_F | x_R06_EXIT_C | x_R07_EXIT_F | x_R08_EXIT_E | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_H | x_R14_EXIT_E | x_R15_EXIT_G | x_R16_EXIT_D | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_F | x_R20_EXIT_E | x_R21_EXIT_G | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A | x_R25_EXIT_H | x_R26_EXIT_F | x_R27_EXIT_B | x_R28_EXIT_H | x_R29_EXIT_E | x_R30_EXIT_F | x_R31_EXIT_H | x_R32_EXIT_E | x_R33_EXIT_G
506,0.8977716365249648,1,True,0,33,x_R01_EXIT_D | x_R02_EXIT_H | x_R03_EXIT_G | x_R04_EXIT_A | x_R05_EXIT_F | x_R06_EXIT_D | x_R07_EXIT_H | x_R08_EXIT_D | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_F | x_R13_EXIT_C | x_R14_EXIT_G | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_D | x_R18_EXIT_B | x_R19_EXIT_E | x_R20_EXIT_E | x_R21_EXIT_E | x_R22_EXIT_C | x_R23_EXIT_G | x_R24_EXIT_B | x_R25_EXIT_C | x_R26_EXIT_F | x_R27_EXIT_E | x_R28_EXIT_B | x_R29_EXIT_C | x_R30_EXIT_E | x_R31_EXIT_A | x_R32_EXIT_H | x_R33_EXIT_B
507,0.8979936047629735,1,True,0,33,x_R01_EXIT_C | x_R02_EXIT_H | x_R03_EXIT_F | x_R04_EXIT_A | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_G | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_A | x_R11_EXIT_H | x_R12_EXIT_E | x_R13_EXIT_E | x_R14_EXIT_H | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_H | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_D | x_R21_EXIT_D | x_R22_EXIT_F | x_R23_EXIT_G | x_R24_EXIT_G | x_R25_EXIT_A | x_R26_EXIT_B | x_R27_EXIT_H | x_R28_EXIT_E | x_R29_EXIT_C | x_R30_EXIT_H | x_R31_EXIT_F | x_R32_EXIT_F | x_R33_EXIT_D
508,0.8980655363087635,1,True,0,33,x_R01_EXIT_G | x_R02_EXIT_F | x_R03_EXIT_E | x_R04_EXIT_E | x_R05_EXIT_G | x_R06_EXIT_B | x_R07_EXIT_E | x_R08_EXIT_F | x_R09_EXIT_F | x_R10_EXIT_D | x_R11_EXIT_E | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_E | x_R15_EXIT_G | x_R16_EXIT_H | x_R17_EXIT_H | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_E | x_R23_EXIT_E | x_R24_EXIT_A | x_R25_EXIT_H | x_R26_EXIT_C | x_R27_EXIT_B | x_R28_EXIT_C | x_R29_EXIT_E | x_R30_EXIT_B | x_R31_EXIT_A | x_R32_EXIT_C | x_R33_EXIT_F
