variable_index,variable_name,route_id,room_id,room_name,start_node,exit_node,occupancy,distance,self_congestion_cost,bqm_linear_bias
15,x_R02_EXIT_B,R02__EXIT_B,R02,Attendance Office,START_R02,EXIT_B,4,50.5,0.0015570602682843779,-0.8812175556209731
16,x_R03_EXIT_C,R03__EXIT_C,R03,Registrar & Student Records,START_R03,EXIT_C,4,38.0,0.0007942385297691285,-0.8910236039827476
17,x_R03_EXIT_D,R03__EXIT_D,R03,Registrar & Student Records,START_R03,EXIT_D,4,28.5,0.00047676358657203075,-0.8982139311596217
18,x_R03_EXIT_E,R03__EXIT_E,R03,Registrar & Student Records,START_R03,EXIT_E,4,4.0,0.00010196677863101235,-0.9163134521491507
19,x_R03_EXIT_G,R03__EXIT_G,R03,Registrar & Student Records,START_R03,EXIT_G,4,39.5,0.0007214838552864602,-0.8900111714624391
20,x_R03_EXIT_H,R03__EXIT_H,R03,Registrar & Student Records,START_R03,EXIT_H,4,39.0,0.00039298547656168545,-0.8907013989060943
21,x_R03_EXIT_A,R03__EXIT_A,R03,Registrar & Student Records,START_R03,EXIT_A,4,47.25,0.001205412674951481,-0.8839204421363535
22,x_R03_EXIT_F,R03__EXIT_F,R03,Registrar & Student Records,START_R03,EXIT_F,4,41.5,0.0009573853755787484,-0.8883283536824255
23,x_R03_EXIT_B,R03__EXIT_B,R03,Registrar & Student Records,START_R03,EXIT_B,4,46.0,0.001144783779549257,-0.8848853936940816
24,x_R04_EXIT_C,R04__EXIT_C,R04,West Administrative Office,START_R04,EXIT_C,4,40.0,0.0008824260139905446,-0.8894885002388048
25,x_R04_EXIT_D,R04__EXIT_D,R04,West Administrative Office,START_R04,EXIT_D,4,30.5,0.0005649510707934468,-0.8966788274156788
26,x_R04_EXIT_E,R04__EXIT_E,R04,West Administrative Office,START_R04,EXIT_E,4,6.0,0.00019015426285242843,-0.9147783484052078
27,x_R04_EXIT_G,R04__EXIT_G,R04,West Administrative Office,START_R04,EXIT_G,4,41.5,0.0008096713395078763,-0.8884760677184963
28,x_R04_EXIT_H,R04__EXIT_H,R04,West Administrative Office,START_R04,EXIT_H,4,41.0,0.0004811729607831015,-0.8891662951621514
29,x_R04_EXIT_A,R04__EXIT_A,R04,West Administrative Office,START_R04,EXIT_A,4,49.25,0.001293600159172897,-0.8823853383924106
30,x_R04_EXIT_F,R04__EXIT_F,R04,West Administrative Office,START_R04,EXIT_F,4,43.5,0.0010455728598001643,-0.8867932499384825
31,x_R04_EXIT_B,R04__EXIT_B,R04,West Administrative Office,START_R04,EXIT_B,4,48.0,0.0012329712637706733,-0.8833502899501388
32,x_R05_EXIT_C,R05__EXIT_C,R05,Media Center / Library,START_R05,EXIT_C,20,23.5,0.011533269420832071,-0.8907747159746653
33,x_R05_EXIT_D,R05__EXIT_D,R05,Media Center / Library,START_R05,EXIT_D,20,5.0,0.0012814743800924522,-0.9144104864178285
34,x_R05_EXIT_E,R05__EXIT_E,R05,Media Center / Library,START_R05,EXIT_E,20,23.5,0.008777410538912818,-0.8935305748565846
35,x_R05_EXIT_G,R05__EXIT_G,R05,Media Center / Library,START_R05,EXIT_G,20,25.0,0.009714402558765366,-0.891508395641941
36,x_R05_EXIT_H,R05__EXIT_H,R05,Media Center / Library,START_R05,EXIT_H,20,28.5,0.009438816670573438,-0.8892518780756202
37,x_R05_EXIT_A,R05__EXIT_A,R05,Media Center / Library,START_R05,EXIT_A,20,32.75,0.021812623050390882,-0.8738033746438947
38,x_R05_EXIT_F,R05__EXIT_F,R05,Media Center / Library,START_R05,EXIT_F,20,27.0,0.015611940566072565,-0.8841639413749123
39,x_R05_EXIT_B,R05__EXIT_B,R05,Media Center / Library,START_R05,EXIT_B,20,35.5,0.02823377424526274,-0.8653927135919058
40,x_R06_EXIT_C,R06__EXIT_C,R06,School Nurse Office,START_R06,EXIT_C,3,9.25,0.00013424477578549156,-0.9124830189702273
41,x_R06_EXIT_D,R06__EXIT_D,R06,School Nurse Office,START_R06,EXIT_D,3,25.5,0.00034878838974290537,-0.9005122807460331
42,x_R06_EXIT_E,R06__EXIT_E,R06,School Nurse Office,START_R06,EXIT_E,3,35.0,0.00046536122044808976,-0.8935228556816508
43,x_R06_EXIT_G,R06__EXIT_G,R06,School Nurse Office,START_R06,EXIT_G,3,33.0,0.00038599248464881526,-0.8950491406771716
44,x_R06_EXIT_H,R06__EXIT_H,R06,School Nurse Office,START_R06,EXIT_H,3,39.5,0.00042691698904531624,-0.8903057383286803
45,x_R06_EXIT_A,R06__EXIT_A,R06,School Nurse Office,START_R06,EXIT_A,3,41.0,0.0006365000570152751,-0.8890109680659193
46,x_R06_EXIT_F,R06__EXIT_F,R06,School Nurse Office,START_R06,EXIT_F,3,38.0,0.0005410095467567732,-0.89127683296576
47,x_R06_EXIT_B,R06__EXIT_B,R06,School Nurse Office,START_R06,EXIT_B,3,46.5,0.0008498035344758254,-0.8848186448742247
48,x_R07_EXIT_C,R07__EXIT_C,R07,Counseling Office,START_R07,EXIT_C,4,9.0,0.00035771048287311906,-0.9124404177956049
49,x_R07_EXIT_D,R07__EXIT_D,R07,Counseling Office,START_R07,EXIT_D,4,25.5,0.0006090448129041548,-0.9002520243228718
50,x_R07_EXIT_E,R07__EXIT_E,R07,Counseling Office,START_R07,EXIT_E,4,35.0,0.0008162854008244825,-0.8931719315012745
51,x_R07_EXIT_G,R07__EXIT_G,R07,Counseling Office,START_R07,EXIT_G,4,33.0,0.0006751854260702169,-0.8947599477357502
52,x_R07_EXIT_H,R07__EXIT_H,R07,Counseling Office,START_R07,EXIT_H,4,39.5,0.000747940100552885,-0.8899847152171727
53,x_R07_EXIT_A,R07__EXIT_A,R07,Counseling Office,START_R07,EXIT_A,4,41.0,0.0011205322213883677,-0.8885269359015462
54,x_R07_EXIT_F,R07__EXIT_F,R07,Counseling Office,START_R07,EXIT_F,4,38.0,0.0009507713142621423,-0.8908670711982546
55,x_R07_EXIT_B,R07__EXIT_B,R07,Counseling Office,START_R07,EXIT_B,4,46.5,0.0014997384035404574,-0.8841687100051601
56,x_R08_EXIT_C,R08__EXIT_C,R08,Curriculum Office,START_R08,EXIT_C,4,34.0,0.000758963536080562,-0.8939527114958791
57,x_R08_EXIT_D,R08__EXIT_D,R08,Curriculum Office,START_R08,EXIT_D,4,24.5,0.0004414885928834643,-0.9011430386727531
58,x_R08_EXIT_E,R08__EXIT_E,R08,Curriculum Office,START_R08,EXIT_E,4,8.0,0.0001372417723195788,-0.9133843446360191
59,x_R08_EXIT_G,R08__EXIT_G,R08,Curriculum Office,START_R08,EXIT_G,4,35.5,0.0006862088615978938,-0.8929402789755707
60,x_R08_EXIT_H,R08__EXIT_H,R08,Curriculum Office,START_R08,EXIT_H,4,35.0,0.00035771048287311906,-0.8936305064192258
61,x_R08_EXIT_A,R08__EXIT_A,R08,Curriculum Office,START_R08,EXIT_A,4,43.25,0.0011701376812629147,-0.8868495496494849
62,x_R08_EXIT_F,R08__EXIT_F,R08,Curriculum Office,START_R08,EXIT_F,4,37.5,0.0009221103818901819,-0.8912574611955569
63,x_R08_EXIT_B,R08__EXIT_B,R08,Curriculum Office,START_R08,EXIT_B,4,42.0,0.001109508785860691,-0.8878145012072131
64,x_R09_EXIT_C,R09__EXIT_C,R09,Student Services Office,START_R09,EXIT_C,4,35.0,0.0008383322718798366,-0.893149884630219
65,x_R09_EXIT_D,R09__EXIT_D,R09,Student Services Office,START_R09,EXIT_D,4,25.5,0.0005208573286827387,-0.9003402118070932
66,x_R09_EXIT_E,R09__EXIT_E,R09,Student Services Office,START_R09,EXIT_E,4,9.0,0.000357710482873119,-0.9124404177956049
67,x_R09_EXIT_G,R09__EXIT_G,R09,Student Services Office,START_R09,EXIT_G,4,36.5,0.0007655775973971682,-0.8921374521099107
68,x_R09_EXIT_H,R09__EXIT_H,R09,Student Services Office,START_R09,EXIT_H,4,36.0,0.00043707921867239345,-0.8928276795535658
69,x_R09_EXIT_A,R09__EXIT_A,R09,Student Services Office,START_R09,EXIT_A,4,44.25,0.0012495064170621889,-0.8860467227838249
70,x_R09_EXIT_F,R09__EXIT_F,R09,Student Services Office,START_R09,EXIT_F,4,38.5,0.0010014791176894565,-0.8904546343298969
71,x_R09_EXIT_B,R09__EXIT_B,R09,Student Services Office,START_R09,EXIT_B,4,43.0,0.0011888775216599653,-0.8870116743415531
72,x_R10_EXIT_C,R10__EXIT_C,R10,Special Education Office,START_R10,EXIT_C,4,37.5,0.0008647885171462614,-0.8913147830603009
73,x_R10_EXIT_D,R10__EXIT_D,R10,Special Education Office,START_R10,EXIT_D,4,28.0,0.0005473135739491635,-0.8985051102371749
74,x_R10_EXIT_E,R10__EXIT_E,R10,Special Education Office,START_R10,EXIT_E,4,12.0,0.00044700031064730277,-0.9101807535782486
75,x_R10_EXIT_G,R10__EXIT_G,R10,Special Education Office,START_R10,EXIT_G,4,39.0,0.000792033842663593,-0.8903023505399924
76,x_R10_EXIT_H,R10__EXIT_H,R10,Special Education Office,START_R10,EXIT_H,4,38.5,0.0004635354639388183,-0.8909925779836475
77,x_R10_EXIT_A,R10__EXIT_A,R10,Special Education Office,START_R10,EXIT_A,4,46.75,0.0012759626623286139,-0.8842116212139067
78,x_R10_EXIT_F,R10__EXIT_F,R10,Special Education Office,START_R10,EXIT_F,4,41.0,0.0010279353629558813,-0.8886195327599786
79,x_R10_EXIT_B,R10__EXIT_B,R10,Special Education Office,START_R10,EXIT_B,4,45.5,0.0012153337669263903,-0.8851765727716349
80,x_R11_EXIT_C,R11__EXIT_C,R11,Testing & Assessment Office,START_R11,EXIT_C,4,15.0,0.000346687047345442,-0.9081106924519682
81,x_R11_EXIT_D,R11__EXIT_D,R11,Testing & Assessment Office,START_R11,EXIT_D,4,25.5,0.0006200682484318318,-0.900241000887344
82,x_R11_EXIT_E,R11__EXIT_E,R11,Testing & Assessment Office,START_R11,EXIT_E,4,35.0,0.0008273088363521594,-0.8931609080657468
83,x_R11_EXIT_G,R11__EXIT_G,R11,Testing & Assessment Office,START_R11,EXIT_G,4,33.0,0.0006862088615978939,-0.8947489243002225
84,x_R11_EXIT_H,R11__EXIT_H,R11,Testing & Assessment Office,START_R11,EXIT_H,4,39.5,0.0007589635360805621,-0.8899736917816451
85,x_R11_EXIT_A,R11__EXIT_A,R11,Testing & Assessment Office,START_R11,EXIT_A,4,41.0,0.001131555656916045,-0.8885159124660185
86,x_R11_EXIT_F,R11__EXIT_F,R11,Testing & Assessment Office,START_R11,EXIT_F,4,38.0,0.0009617947497898192,-0.8908560477627269
87,x_R11_EXIT_B,R11__EXIT_B,R11,Testing & Assessment Office,START_R11,EXIT_B,4,46.5,0.0015107618390681344,-0.8841576865696323
88,x_R12_EXIT_C,R12__EXIT_C,R12,Academic Advising Office,START_R12,EXIT_C,4,12.0,0.00028716049549598616,-0.9103405933933998
89,x_R12_EXIT_D,R12__EXIT_D,R12,Academic Advising Office,START_R12,EXIT_D,4,22.5,0.000560541696582376,-0.9024709018287758
90,x_R12_EXIT_E,R12__EXIT_E,R12,Academic Advising Office,START_R12,EXIT_E,4,32.0,0.0007677822845027037,-0.8953908090071785
91,x_R12_EXIT_G,R12__EXIT_G,R12,Academic Advising Office,START_R12,EXIT_G,4,30.0,0.000626682309748438,-0.8969788252416542
92,x_R12_EXIT_H,R12__EXIT_H,R12,Academic Advising Office,START_R12,EXIT_H,4,36.5,0.0006994369842311062,-0.8922035927230767
93,x_R12_EXIT_A,R12__EXIT_A,R12,Academic Advising Office,START_R12,EXIT_A,4,38.0,0.001072029105066589,-0.8907458134074502
94,x_R12_EXIT_F,R12__EXIT_F,R12,Academic Advising Office,START_R12,EXIT_F,4,35.0,0.0009022681979403636,-0.8930859487041586
95,x_R12_EXIT_B,R12__EXIT_B,R12,Academic Advising Office,START_R12,EXIT_B,4,43.5,0.0014512352872186782,-0.8863875875110641
96,x_R13_EXIT_C,R13__EXIT_C,R13,Records Support Office,START_R13,EXIT_C,4,15.0,0.000335663611817765,-0.9081217158874959
97,x_R13_EXIT_D,R13__EXIT_D,R13,Records Support Office,START_R13,EXIT_D,4,19.5,0.0005120385802605972,-0.9046897793346798
98,x_R13_EXIT_E,R13__EXIT_E,R13,Records Support Office,START_R13,EXIT_E,4,29.0,0.0007192791681809248,-0.8976096865130824
99,x_R13_EXIT_G,R13__EXIT_G,R13,Records Support Office,START_R13,EXIT_G,4,27.0,0.0005781791934266593,-0.8991977027475582
100,x_R13_EXIT_H,R13__EXIT_H,R13,Records Support Office,START_R13,EXIT_H,4,33.5,0.0006509338679093274,-0.8944224702289807
101,x_R13_EXIT_A,R13__EXIT_A,R13,Records Support Office,START_R13,EXIT_A,4,35.0,0.0010235259887448104,-0.8929646909133542
102,x_R13_EXIT_F,R13__EXIT_F,R13,Records Support Office,START_R13,EXIT_F,4,32.0,0.0008537650816185845,-0.8953048262100626
103,x_R13_EXIT_B,R13__EXIT_B,R13,Records Support Office,START_R13,EXIT_B,4,40.5,0.0014027321708968998,-0.888606465016968
104,x_R14_EXIT_C,R14__EXIT_C,R14,Human Resources Office,START_R14,EXIT_C,4,18.0,0.0003841667281395438,-0.9059028383815919
105,x_R14_EXIT_D,R14__EXIT_D,R14,Human Resources Office,START_R14,EXIT_D,4,16.5,0.00046353546393881835,-0.9069086568405837
106,x_R14_EXIT_E,R14__EXIT_E,R14,Human Resources Office,START_R14,EXIT_E,4,26.0,0.0006707760518591459,-0.8998285640189864
107,x_R14_EXIT_G,R14__EXIT_G,R14,Human Resources Office,START_R14,EXIT_G,4,24.0,0.0005296760771048804,-0.9014165802534622
108,x_R14_EXIT_H,R14__EXIT_H,R14,Human Resources Office,START_R14,EXIT_H,4,30.5,0.0006024307515875485,-0.8966413477348847
109,x_R14_EXIT_A,R14__EXIT_A,R14,Human Resources Office,START_R14,EXIT_A,4,32.0,0.0009750228724230316,-0.8951835684192581
110,x_R14_EXIT_F,R14__EXIT_F,R14,Human Resources Office,START_R14,EXIT_F,4,29.0,0.0008052619652968059,-0.8975237037159666
111,x_R14_EXIT_B,R14__EXIT_B,R14,Human Resources Office,START_R14,EXIT_B,4,37.5,0.0013542290545751209,-0.8908253425228719
112,x_R15_EXIT_C,R15__EXIT_C,R15,Finance Office,START_R15,EXIT_C,4,26.0,0.0007589635360805621,-0.899740376534765
113,x_R15_EXIT_D,R15__EXIT_D,R15,Finance Office,START_R15,EXIT_D,4,16.5,0.0004414885928834643,-0.9069307037116391
114,x_R15_EXIT_E,R15__EXIT_E,R15,Finance Office,START_R15,EXIT_E,4,18.0,0.00029597924391812775,-0.9059910258658133
115,x_R15_EXIT_G,R15__EXIT_G,R15,Finance Office,START_R15,EXIT_G,4,27.5,0.0006862088615978939,-0.8987279440144565
116,x_R15_EXIT_H,R15__EXIT_H,R15,Finance Office,START_R15,EXIT_H,4,27.0,0.000357710482873119,-0.8994181714581116
117,x_R15_EXIT_A,R15__EXIT_A,R15,Finance Office,START_R15,EXIT_A,4,35.25,0.0011701376812629147,-0.8926372146883709
118,x_R15_EXIT_F,R15__EXIT_F,R15,Finance Office,START_R15,EXIT_F,4,29.5,0.000922110381890182,-0.8970451262344428
119,x_R15_EXIT_B,R15__EXIT_B,R15,Finance Office,START_R15,EXIT_B,4,34.0,0.0011095087858606911,-0.893602166246099
120,x_R16_EXIT_C,R16__EXIT_C,R16,Payroll Office,START_R16,EXIT_C,4,29.0,0.0007854197813469869,-0.8975435458999164
121,x_R16_EXIT_D,R16__EXIT_D,R16,Payroll Office,START_R16,EXIT_D,4,19.5,0.00046794483814988904,-0.9047338730767904
122,x_R16_EXIT_E,R16__EXIT_E,R16,Payroll Office,START_R16,EXIT_E,4,15.0,0.00026952299865170296,-0.9081878565006619
123,x_R16_EXIT_G,R16__EXIT_G,R16,Payroll Office,START_R16,EXIT_G,4,30.5,0.0007126651068643187,-0.8965311133796079
124,x_R16_EXIT_H,R16__EXIT_H,R16,Payroll Office,START_R16,EXIT_H,4,30.0,0.0003841667281395438,-0.8972213408232631
125,x_R16_EXIT_A,R16__EXIT_A,R16,Payroll Office,START_R16,EXIT_A,4,38.25,0.0011965939265293395,-0.8904403840535222
126,x_R16_EXIT_F,R16__EXIT_F,R16,Payroll Office,START_R16,EXIT_F,4,32.5,0.0009485666271566068,-0.8948482955995942
127,x_R16_EXIT_B,R16__EXIT_B,R16,Payroll Office,START_R16,EXIT_B,4,37.0,0.001135965031127116,-0.8914053356112503
128,x_R17_EXIT_C,R17__EXIT_C,R17,Operations Office,START_R17,EXIT_C,4,32.0,0.0008118760266134117,-0.8953467152650677
129,x_R17_EXIT_D,R17__EXIT_D,R17,Operations Office,START_R17,EXIT_D,4,22.5,0.000494401083416314,-0.9025370424419418
130,x_R17_EXIT_E,R17__EXIT_E,R17,Operations Office,START_R17,EXIT_E,4,12.0,0.0002430667533852781,-0.9103846871355106
131,x_R17_EXIT_G,R17__EXIT_G,R17,Operations Office,START_R17,EXIT_G,4,33.5,0.0007391213521307435,-0.8943342827447593
132,x_R17_EXIT_H,R17__EXIT_H,R17,Operations Office,START_R17,EXIT_H,4,33.0,0.00041062297340596865,-0.8950245101884144
133,x_R17_EXIT_A,R17__EXIT_A,R17,Operations Office,START_R17,EXIT_A,4,41.25,0.001223050171795764,-0.8882435534186736
134,x_R17_EXIT_F,R17__EXIT_F,R17,Operations Office,START_R17,EXIT_F,4,35.5,0.0009750228724230316,-0.8926514649647456
135,x_R17_EXIT_B,R17__EXIT_B,R17,Operations Office,START_R17,EXIT_B,4,40.0,0.001162421276393541,-0.8892085049764017
136,x_R18_EXIT_C,R18__EXIT_C,R18,Facilities Office,START_R18,EXIT_C,4,35.0,0.0008383322718798366,-0.893149884630219
137,x_R18_EXIT_D,R18__EXIT_D,R18,Facilities Office,START_R18,EXIT_D,4,25.5,0.0005208573286827387,-0.9003402118070932
138,x_R18_EXIT_E,R18__EXIT_E,R18,Facilities Office,START_R18,EXIT_E,4,15.0,0.0002695229986517029,-0.9081878565006619
139,x_R18_EXIT_G,R18__EXIT_G,R18,Facilities Office,START_R18,EXIT_G,4,36.5,0.0007655775973971681,-0.8921374521099107
140,x_R18_EXIT_H,R18__EXIT_H,R18,Facilities Office,START_R18,EXIT_H,4,36.0,0.00043707921867239345,-0.8928276795535658
141,x_R18_EXIT_A,R18__EXIT_A,R18,Facilities Office,START_R18,EXIT_A,4,44.25,0.0012495064170621889,-0.8860467227838249
142,x_R18_EXIT_F,R18__EXIT_F,R18,Facilities Office,START_R18,EXIT_F,4,38.5,0.0010014791176894565,-0.8904546343298969
143,x_R18_EXIT_B,R18__EXIT_B,R18,Facilities Office,START_R18,EXIT_B,4,43.0,0.0011888775216599655,-0.8870116743415531
144,x_R19_EXIT_C,R19__EXIT_C,R19,Principal's Office,START_R19,EXIT_C,3,37.5,0.0004864435408947721,-0.8916931280365523
145,x_R19_EXIT_D,R19__EXIT_D,R19,Principal's Office,START_R19,EXIT_D,3,28.0,0.00030786388534640455,-0.8987445599257777
146,x_R19_EXIT_E,R19__EXIT_E,R19,Principal's Office,START_R19,EXIT_E,3,17.5,0.00016648832470394684,-0.9064822458499578
147,x_R19_EXIT_G,R19__EXIT_G,R19,Principal's Office,START_R19,EXIT_G,3,39.0,0.0004455190364982711,-0.8906488653461577
148,x_R19_EXIT_H,R19__EXIT_H,R19,Principal's Office,START_R19,EXIT_H,3,38.5,0.0002607386984655853,-0.8911953747491208
149,x_R19_EXIT_A,R19__EXIT_A,R19,Principal's Office,START_R19,EXIT_A,3,46.75,0.0007177289975598452,-0.8847698548786754
150,x_R19_EXIT_F,R19__EXIT_F,R19,Principal's Office,START_R19,EXIT_F,3,41.0,0.0005782136416626831,-0.8890692544812718
151,x_R19_EXIT_B,R19__EXIT_B,R19,Principal's Office,START_R19,EXIT_B,3,45.5,0.0006836252438960945,-0.8857082812946652
152,x_R22_EXIT_C,R22__EXIT_C,R22,Conference Room B,START_R22,EXIT_C,10,29.25,0.0033242547763150986,-0.894823846372483
153,x_R22_EXIT_D,R22__EXIT_D,R22,Conference Room B,START_R22,EXIT_D,10,20.25,0.0022081319291378013,-0.9024510923884069
154,x_R22_EXIT_E,R22__EXIT_E,R22,Conference Room B,START_R22,EXIT_E,10,29.75,0.0032277997154479244,-0.8945585723684198
155,x_R22_EXIT_G,R22__EXIT_G,R22,Conference Room B,START_R22,EXIT_G,10,19.25,0.002745524411112055,-0.9026371580362934
156,x_R22_EXIT_H,R22__EXIT_H,R22,Conference Room B,START_R22,EXIT_H,10,22.75,0.002952213827255999,-0.8998983651656369
157,x_R22_EXIT_A,R22__EXIT_A,R22,Conference Room B,START_R22,EXIT_A,10,19.5,0.0036756267837598027,-0.9015261911311805
158,x_R22_EXIT_F,R22__EXIT_F,R22,Conference Room B,START_R22,EXIT_F,10,13.75,0.0021254561626802234,-0.9072362459989594
159,x_R22_EXIT_B,R22__EXIT_B,R22,Conference Room B,START_R22,EXIT_B,10,25.5,0.006707071553870981,-0.894153997581905
160,x_R23_EXIT_C,R23__EXIT_C,R23,Meeting Room A,START_R23,EXIT_C,10,35.25,0.00541870752657373,-0.88838864484306
161,x_R23_EXIT_D,R23__EXIT_D,R23,Meeting Room A,START_R23,EXIT_D,10,26.25,0.004302584679396431,-0.8960158908589839
162,x_R23_EXIT_E,R23__EXIT_E,R23,Meeting Room A,START_R23,EXIT_E,10,33.5,0.0026215107614256886,-0.8924518933354644
163,x_R23_EXIT_G,R23__EXIT_G,R23,Meeting Room A,START_R23,EXIT_G,10,25.25,0.004839977161370686,-0.8962019565068704
164,x_R23_EXIT_H,R23__EXIT_H,R23,Meeting Room A,START_R23,EXIT_H,10,18.5,0.0019049874521266832,-0.9040202885926744
165,x_R23_EXIT_A,R23__EXIT_A,R23,Meeting Room A,START_R23,EXIT_A,10,25.5,0.005770079534018434,-0.8950909896017575
166,x_R23_EXIT_F,R23__EXIT_F,R23,Meeting Room A,START_R23,EXIT_F,10,11.75,0.002125456162680223,-0.9086831622586808
167,x_R23_EXIT_B,R23__EXIT_B,R23,Meeting Room A,START_R23,EXIT_B,10,19.5,0.004612618803612348,-0.900589199111328
168,x_R20_EXIT_C,R20__EXIT_C,R20,Assistant Principal's Office,START_R20,EXIT_C,3,36.0,0.0003884727576425427,-0.8928762860145957
169,x_R20_EXIT_D,R20__EXIT_D,R20,Assistant Principal's Office,START_R20,EXIT_D,3,30.0,0.0003103441583401318,-0.8972951633930625
170,x_R20_EXIT_E,R20__EXIT_E,R20,Assistant Principal's Office,START_R20,EXIT_E,3,39.5,0.00040211425910804293,-0.8903305410586176
171,x_R20_EXIT_G,R20__EXIT_G,R20,Assistant Principal's Office,START_R20,EXIT_G,3,8.0,0.00013548491228235521,-0.9133861014960564
172,x_R20_EXIT_H,R20__EXIT_H,R20,Assistant Principal's Office,START_R20,EXIT_H,3,32.5,0.0003773115291707696,-0.8954195506975801
173,x_R20_EXIT_A,R20__EXIT_A,R20,Assistant Principal's Office,START_R20,EXIT_A,3,8.0,0.0001919111228896519,-0.9133296752854491
174,x_R20_EXIT_F,R20__EXIT_F,R20,Assistant Principal's Office,START_R20,EXIT_F,3,21.0,0.00028678156489972216,-0.9038298491552494
175,x_R20_EXIT_B,R20__EXIT_B,R20,Assistant Principal's Office,START_R20,EXIT_B,3,35.5,0.0006073568493389791,-0.8930191309878296
176,x_R21_EXIT_C,R21__EXIT_C,R21,Conference Room A,START_R21,EXIT_C,10,31.0,0.0037651921974221785,-0.8931168572241197
177,x_R21_EXIT_D,R21__EXIT_D,R21,Conference Room A,START_R21,EXIT_D,10,25.0,0.0028970966496176145,-0.8983257015510887
178,x_R21_EXIT_E,R21__EXIT_E,R21,Conference Room A,START_R21,EXIT_E,10,34.5,0.003916764435927737,-0.8904331815311015
179,x_R21_EXIT_G,R21__EXIT_G,R21,Conference Room A,START_R21,EXIT_G,10,11.0,0.001946325335355472,-0.9094048866834011
180,x_R21_EXIT_H,R21__EXIT_H,R21,Conference Room A,START_R21,EXIT_H,10,27.5,0.0036411785477358117,-0.8957729743283186
181,x_R21_EXIT_A,R21__EXIT_A,R21,Conference Room A,START_R21,EXIT_A,10,13.0,0.002752414058316853,-0.9071518817007183
182,x_R21_EXIT_F,R21__EXIT_F,R21,Conference Room A,START_R21,EXIT_F,10,16.0,0.002566393583787304,-0.9051675277856656
183,x_R21_EXIT_B,R21__EXIT_B,R21,Conference Room A,START_R21,EXIT_B,10,30.5,0.006128341188667936,-0.8911154372978043
184,x_R24_EXIT_C,R24__EXIT_C,R24,Meeting Room B,START_R24,EXIT_C,10,36.5,0.004647067039636339,-0.8882559626676715
185,x_R24_EXIT_D,R24__EXIT_D,R24,Meeting Room B,START_R24,EXIT_D,10,27.5,0.003530944192459042,-0.8958832086835954
186,x_R24_EXIT_E,R24__EXIT_E,R24,Meeting Room B,START_R24,EXIT_E,10,33.0,0.002566393583787304,-0.8928687395780331
187,x_R24_EXIT_G,R24__EXIT_G,R24,Meeting Room B,START_R24,EXIT_G,10,26.5,0.004068336674433296,-0.8960692743314819
188,x_R24_EXIT_H,R24__EXIT_H,R24,Meeting Room B,START_R24,EXIT_H,10,12.0,0.001519167208657988,-0.9091085866802379
189,x_R24_EXIT_A,R24__EXIT_A,R24,Meeting Room B,START_R24,EXIT_A,10,30.5,0.004709073864479521,-0.8925347046219927
190,x_R24_EXIT_F,R24__EXIT_F,R24,Meeting Room B,START_R24,EXIT_F,10,15.5,0.0022908076955953783,-0.9058048427387879
