rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,selected_variable_count,selected_variables
222,0.7822256016856954,1,True,0,28,x_R01_EXIT_G | x_R02_EXIT_F | x_R03_EXIT_G | x_R04_EXIT_E | x_R05_EXIT_F | x_R06_EXIT_D | x_R07_EXIT_F | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_F | x_R12_EXIT_STAIRWELL | x_R13_EXIT_E | x_R14_EXIT_E | x_R15_EXIT_F | x_R16_EXIT_F | x_R20_EXIT_STAIRWELL | x_R24_EXIT_STAIRWELL | x_R25_EXIT_F | x_R28_EXIT_G | x_R29_EXIT_STAIRWELL | x_R30_EXIT_H | x_R31_EXIT_H | x_R32_EXIT_E | x_R33_EXIT_STAIRWELL | x_R34_EXIT_STAIRWELL | x_R35_EXIT_C | x_R36_EXIT_STAIRWELL
223,0.7822432080423596,1,True,0,28,x_R01_EXIT_F | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_B | x_R05_EXIT_F | x_R06_EXIT_E | x_R07_EXIT_D | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_F | x_R11_EXIT_D | x_R12_EXIT_D | x_R13_EXIT_A | x_R14_EXIT_F | x_R15_EXIT_D | x_R16_EXIT_F | x_R20_EXIT_E | x_R24_EXIT_C | x_R25_EXIT_H | x_R28_EXIT_B | x_R29_EXIT_C | x_R30_EXIT_B | x_R31_EXIT_STAIRWELL | x_R32_EXIT_D | x_R33_EXIT_E | x_R34_EXIT_STAIRWELL | x_R35_EXIT_E | x_R36_EXIT_H
224,0.7824089449441658,1,True,0,28,x_R01_EXIT_A | x_R02_EXIT_G | x_R03_EXIT_H | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_F | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_H | x_R10_EXIT_F | x_R11_EXIT_B | x_R12_EXIT_F | x_R13_EXIT_G | x_R14_EXIT_B | x_R15_EXIT_H | x_R16_EXIT_STAIRWELL | x_R20_EXIT_STAIRWELL | x_R24_EXIT_G | x_R25_EXIT_F | x_R28_EXIT_H | x_R29_EXIT_D | x_R30_EXIT_C | x_R31_EXIT_A | x_R32_EXIT_B | x_R33_EXIT_F | x_R34_EXIT_H | x_R35_EXIT_STAIRWELL | x_R36_EXIT_STAIRWELL
225,0.7825090328810234,1,True,0,28,x_R01_EXIT_B | x_R02_EXIT_STAIRWELL | x_R03_EXIT_F | x_R04_EXIT_STAIRWELL | x_R05_EXIT_STAIRWELL | x_R06_EXIT_G | x_R07_EXIT_STAIRWELL | x_R08_EXIT_A | x_R09_EXIT_H | x_R10_EXIT_D | x_R11_EXIT_H | x_R12_EXIT_STAIRWELL | x_R13_EXIT_A | x_R14_EXIT_E | x_R15_EXIT_D | x_R16_EXIT_A | x_R20_EXIT_H | x_R24_EXIT_A | x_R25_EXIT_E | x_R28_EXIT_B | x_R29_EXIT_STAIRWELL | x_R30_EXIT_C | x_R31_EXIT_A | x_R32_EXIT_STAIRWELL | x_R33_EXIT_F | x_R34_EXIT_E | x_R35_EXIT_H | x_R36_EXIT_H
226,0.782888931568209,1,True,0,28,x_R01_EXIT_STAIRWELL | x_R02_EXIT_D | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_STAIRWELL | x_R06_EXIT_A | x_R07_EXIT_STAIRWELL | x_R08_EXIT_B | x_R09_EXIT_D | x_R10_EXIT_A | x_R11_EXIT_E | x_R12_EXIT_B | x_R13_EXIT_D | x_R14_EXIT_B | x_R15_EXIT_H | x_R16_EXIT_A | x_R20_EXIT_B | x_R24_EXIT_STAIRWELL | x_R25_EXIT_C | x_R28_EXIT_F | x_R29_EXIT_F | x_R30_EXIT_H | x_R31_EXIT_B | x_R32_EXIT_C | x_R33_EXIT_E | x_R34_EXIT_E | x_R35_EXIT_C | x_R36_EXIT_E
227,0.7832738837359443,1,True,0,28,x_R01_EXIT_E | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_H | x_R05_EXIT_F | x_R06_EXIT_A | x_R07_EXIT_STAIRWELL | x_R08_EXIT_E | x_R09_EXIT_H | x_R10_EXIT_C | x_R11_EXIT_E | x_R12_EXIT_A | x_R13_EXIT_A | x_R14_EXIT_H | x_R15_EXIT_D | x_R16_EXIT_D | x_R20_EXIT_F | x_R24_EXIT_G | x_R25_EXIT_F | x_R28_EXIT_G | x_R29_EXIT_F | x_R30_EXIT_F | x_R31_EXIT_G | x_R32_EXIT_D | x_R33_EXIT_STAIRWELL | x_R34_EXIT_B | x_R35_EXIT_A | x_R36_EXIT_E
228,0.7835180110829469,1,True,0,28,x_R01_EXIT_G | x_R02_EXIT_E | x_R03_EXIT_C | x_R04_EXIT_F | x_R05_EXIT_E | x_R06_EXIT_D | x_R07_EXIT_D | x_R08_EXIT_B | x_R09_EXIT_E | x_R10_EXIT_A | x_R11_EXIT_D | x_R12_EXIT_H | x_R13_EXIT_A | x_R14_EXIT_STAIRWELL | x_R15_EXIT_H | x_R16_EXIT_A | x_R20_EXIT_H | x_R24_EXIT_F | x_R25_EXIT_F | x_R28_EXIT_B | x_R29_EXIT_G | x_R30_EXIT_C | x_R31_EXIT_F | x_R32_EXIT_E | x_R33_EXIT_E | x_R34_EXIT_G | x_R35_EXIT_D | x_R36_EXIT_STAIRWELL
229,0.7836661262929852,1,True,0,28,x_R01_EXIT_C | x_R02_EXIT_H | x_R03_EXIT_STAIRWELL | x_R04_EXIT_B | x_R05_EXIT_H | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_H | x_R10_EXIT_E | x_R11_EXIT_STAIRWELL | x_R12_EXIT_H | x_R13_EXIT_E | x_R14_EXIT_D | x_R15_EXIT_A | x_R16_EXIT_D | x_R20_EXIT_E | x_R24_EXIT_B | x_R25_EXIT_B | x_R28_EXIT_D | x_R29_EXIT_E | x_R30_EXIT_A | x_R31_EXIT_E | x_R32_EXIT_E | x_R33_EXIT_H | x_R34_EXIT_C | x_R35_EXIT_STAIRWELL | x_R36_EXIT_H
230,0.7838194401044234,1,True,0,28,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_G | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_E | x_R07_EXIT_E | x_R08_EXIT_STAIRWELL | x_R09_EXIT_STAIRWELL | x_R10_EXIT_B | x_R11_EXIT_H | x_R12_EXIT_H | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_H | x_R16_EXIT_STAIRWELL | x_R20_EXIT_F | x_R24_EXIT_C | x_R25_EXIT_H | x_R28_EXIT_H | x_R29_EXIT_C | x_R30_EXIT_B | x_R31_EXIT_E | x_R32_EXIT_D | x_R33_EXIT_STAIRWELL | x_R34_EXIT_H | x_R35_EXIT_A | x_R36_EXIT_F
231,0.783841303170334,1,True,0,28,x_R01_EXIT_G | x_R02_EXIT_D | x_R03_EXIT_A | x_R04_EXIT_STAIRWELL | x_R05_EXIT_C | x_R06_EXIT_F | x_R07_EXIT_H | x_R08_EXIT_D | x_R09_EXIT_F | x_R10_EXIT_D | x_R11_EXIT_D | x_R12_EXIT_H | x_R13_EXIT_H | x_R14_EXIT_G | x_R15_EXIT_G | x_R16_EXIT_G | x_R20_EXIT_C | x_R24_EXIT_H | x_R25_EXIT_D | x_R28_EXIT_H | x_R29_EXIT_G | x_R30_EXIT_F | x_R31_EXIT_STAIRWELL | x_R32_EXIT_C | x_R33_EXIT_F | x_R34_EXIT_G | x_R35_EXIT_A | x_R36_EXIT_C
232,0.7839697135648862,1,True,0,28,x_R01_EXIT_A | x_R02_EXIT_H | x_R03_EXIT_G | x_R04_EXIT_C | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_H | x_R08_EXIT_D | x_R09_EXIT_STAIRWELL | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_D | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_E | x_R16_EXIT_D | x_R20_EXIT_STAIRWELL | x_R24_EXIT_STAIRWELL | x_R25_EXIT_F | x_R28_EXIT_H | x_R29_EXIT_E | x_R30_EXIT_H | x_R31_EXIT_E | x_R32_EXIT_C | x_R33_EXIT_STAIRWELL | x_R34_EXIT_D | x_R35_EXIT_F | x_R36_EXIT_D
233,0.7841427091919968,1,True,0,28,x_R01_EXIT_A | x_R02_EXIT_G | x_R03_EXIT_C | x_R04_EXIT_G | x_R05_EXIT_H | x_R06_EXIT_C | x_R07_EXIT_STAIRWELL | x_R08_EXIT_E | x_R09_EXIT_D | x_R10_EXIT_G | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_STAIRWELL | x_R14_EXIT_STAIRWELL | x_R15_EXIT_A | x_R16_EXIT_C | x_R20_EXIT_F | x_R24_EXIT_E | x_R25_EXIT_H | x_R28_EXIT_A | x_R29_EXIT_G | x_R30_EXIT_E | x_R31_EXIT_STAIRWELL | x_R32_EXIT_G | x_R33_EXIT_B | x_R34_EXIT_E | x_R35_EXIT_G | x_R36_EXIT_F
234,0.7842530236224547,1,True,0,28,x_R01_EXIT_A | x_R02_EXIT_G | x_R03_EXIT_C | x_R04_EXIT_STAIRWELL | x_R05_EXIT_E | x_R06_EXIT_STAIRWELL | x_R07_EXIT_D | x_R08_EXIT_D | x_R09_EXIT_F | x_R10_EXIT_D | x_R11_EXIT_STAIRWELL | x_R12_EXIT_C | x_R13_EXIT_D | x_R14_EXIT_STAIRWELL | x_R15_EXIT_D | x_R16_EXIT_STAIRWELL | x_R20_EXIT_G | x_R24_EXIT_H | x_R25_EXIT_D | x_R28_EXIT_STAIRWELL | x_R29_EXIT_B | x_R30_EXIT_D | x_R31_EXIT_D | x_R32_EXIT_G | x_R33_EXIT_B | x_R34_EXIT_D | x_R35_EXIT_C | x_R36_EXIT_H
235,0.7843241364544724,1,True,0,28,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_STAIRWELL | x_R04_EXIT_H | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_H | x_R10_EXIT_F | x_R11_EXIT_D | x_R12_EXIT_F | x_R13_EXIT_C | x_R14_EXIT_E | x_R15_EXIT_D | x_R16_EXIT_STAIRWELL | x_R20_EXIT_H | x_R24_EXIT_F | x_R25_EXIT_F | x_R28_EXIT_B | x_R29_EXIT_B | x_R30_EXIT_H | x_R31_EXIT_H | x_R32_EXIT_B | x_R33_EXIT_STAIRWELL | x_R34_EXIT_E | x_R35_EXIT_C | x_R36_EXIT_G
236,0.784562742716048,1,True,0,28,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_F | x_R10_EXIT_H | x_R11_EXIT_D | x_R12_EXIT_G | x_R13_EXIT_F | x_R14_EXIT_G | x_R15_EXIT_H | x_R16_EXIT_A | x_R20_EXIT_B | x_R24_EXIT_D | x_R25_EXIT_D | x_R28_EXIT_A | x_R29_EXIT_E | x_R30_EXIT_F | x_R31_EXIT_G | x_R32_EXIT_E | x_R33_EXIT_B | x_R34_EXIT_B | x_R35_EXIT_STAIRWELL | x_R36_EXIT_STAIRWELL
237,0.7845795906484909,1,True,0,28,x_R01_EXIT_E | x_R02_EXIT_H | x_R03_EXIT_E | x_R04_EXIT_B | x_R05_EXIT_H | x_R06_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_STAIRWELL | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_C | x_R12_EXIT_E | x_R13_EXIT_H | x_R14_EXIT_A | x_R15_EXIT_STAIRWELL | x_R16_EXIT_C | x_R20_EXIT_B | x_R24_EXIT_H | x_R25_EXIT_F | x_R28_EXIT_E | x_R29_EXIT_F | x_R30_EXIT_D | x_R31_EXIT_F | x_R32_EXIT_E | x_R33_EXIT_D | x_R34_EXIT_STAIRWELL | x_R35_EXIT_D | x_R36_EXIT_F
238,0.7847366715601538,1,True,0,28,x_R01_EXIT_E | x_R02_EXIT_H | x_R03_EXIT_STAIRWELL | x_R04_EXIT_A | x_R05_EXIT_E | x_R06_EXIT_D | x_R07_EXIT_D | x_R08_EXIT_D | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_F | x_R13_EXIT_STAIRWELL | x_R14_EXIT_F | x_R15_EXIT_D | x_R16_EXIT_STAIRWELL | x_R20_EXIT_E | x_R24_EXIT_F | x_R25_EXIT_F | x_R28_EXIT_H | x_R29_EXIT_F | x_R30_EXIT_B | x_R31_EXIT_E | x_R32_EXIT_F | x_R33_EXIT_A | x_R34_EXIT_G | x_R35_EXIT_E | x_R36_EXIT_F
239,0.7849738079883082,1,True,0,28,x_R01_EXIT_D | x_R02_EXIT_G | x_R03_EXIT_H | x_R04_EXIT_C | x_R05_EXIT_STAIRWELL | x_R06_EXIT_B | x_R07_EXIT_D | x_R08_EXIT_F | x_R09_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_H | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_G | x_R15_EXIT_STAIRWELL | x_R16_EXIT_D | x_R20_EXIT_D | x_R24_EXIT_H | x_R25_EXIT_B | x_R28_EXIT_F | x_R29_EXIT_E | x_R30_EXIT_STAIRWELL | x_R31_EXIT_H | x_R32_EXIT_F | x_R33_EXIT_F | x_R34_EXIT_B | x_R35_EXIT_A | x_R36_EXIT_D
240,0.7853959144163127,1,True,0,28,x_R01_EXIT_B | x_R02_EXIT_F | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_STAIRWELL | x_R08_EXIT_B | x_R09_EXIT_F | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_G | x_R15_EXIT_G | x_R16_EXIT_C | x_R20_EXIT_D | x_R24_EXIT_F | x_R25_EXIT_B | x_R28_EXIT_C | x_R29_EXIT_G | x_R30_EXIT_C | x_R31_EXIT_B | x_R32_EXIT_F | x_R33_EXIT_B | x_R34_EXIT_C | x_R35_EXIT_H | x_R36_EXIT_G
241,0.7855207948580869,1,True,0,28,x_R01_EXIT_D | x_R02_EXIT_D | x_R03_EXIT_G | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_D | x_R08_EXIT_E | x_R09_EXIT_H | x_R10_EXIT_F | x_R11_EXIT_B | x_R12_EXIT_D | x_R13_EXIT_A | x_R14_EXIT_F | x_R15_EXIT_G | x_R16_EXIT_E | x_R20_EXIT_F | x_R24_EXIT_F | x_R25_EXIT_E | x_R28_EXIT_F | x_R29_EXIT_B | x_R30_EXIT_B | x_R31_EXIT_A | x_R32_EXIT_E | x_R33_EXIT_H | x_R34_EXIT_B | x_R35_EXIT_B | x_R36_EXIT_F
242,0.7856296522343769,1,True,0,28,x_R01_EXIT_STAIRWELL | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_G | x_R06_EXIT_H | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_G | x_R10_EXIT_D | x_R11_EXIT_E | x_R12_EXIT_STAIRWELL | x_R13_EXIT_F | x_R14_EXIT_F | x_R15_EXIT_E | x_R16_EXIT_D | x_R20_EXIT_B | x_R24_EXIT_B | x_R25_EXIT_A | x_R28_EXIT_G | x_R29_EXIT_G | x_R30_EXIT_D | x_R31_EXIT_A | x_R32_EXIT_C | x_R33_EXIT_E | x_R34_EXIT_H | x_R35_EXIT_F | x_R36_EXIT_G
243,0.785697653142563,1,True,0,28,x_R01_EXIT_H | x_R02_EXIT_G | x_R03_EXIT_E | x_R04_EXIT_B | x_R05_EXIT_G | x_R06_EXIT_C | x_R07_EXIT_D | x_R08_EXIT_D | x_R09_EXIT_STAIRWELL | x_R10_EXIT_H | x_R11_EXIT_H | x_R12_EXIT_G | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_E | x_R16_EXIT_STAIRWELL | x_R20_EXIT_H | x_R24_EXIT_C | x_R25_EXIT_G | x_R28_EXIT_G | x_R29_EXIT_F | x_R30_EXIT_A | x_R31_EXIT_C | x_R32_EXIT_H | x_R33_EXIT_F | x_R34_EXIT_E | x_R35_EXIT_A | x_R36_EXIT_STAIRWELL
244,0.7860264090847977,1,True,0,28,x_R01_EXIT_E | x_R02_EXIT_D | x_R03_EXIT_STAIRWELL | x_R04_EXIT_B | x_R05_EXIT_D | x_R06_EXIT_STAIRWELL | x_R07_EXIT_B | x_R08_EXIT_H | x_R09_EXIT_A | x_R10_EXIT_F | x_R11_EXIT_C | x_R12_EXIT_STAIRWELL | x_R13_EXIT_G | x_R14_EXIT_F | x_R15_EXIT_STAIRWELL | x_R16_EXIT_H | x_R20_EXIT_STAIRWELL | x_R24_EXIT_STAIRWELL | x_R25_EXIT_C | x_R28_EXIT_F | x_R29_EXIT_F | x_R30_EXIT_F | x_R31_EXIT_C | x_R32_EXIT_G | x_R33_EXIT_A | x_R34_EXIT_G | x_R35_EXIT_C | x_R36_EXIT_G
245,0.7860436495074623,1,True,0,28,x_R01_EXIT_H | x_R02_EXIT_H | x_R03_EXIT_G | x_R04_EXIT_F | x_R05_EXIT_E | x_R06_EXIT_STAIRWELL | x_R07_EXIT_A | x_R08_EXIT_E | x_R09_EXIT_STAIRWELL | x_R10_EXIT_G | x_R11_EXIT_A | x_R12_EXIT_STAIRWELL | x_R13_EXIT_H | x_R14_EXIT_H | x_R15_EXIT_F | x_R16_EXIT_D | x_R20_EXIT_STAIRWELL | x_R24_EXIT_C | x_R25_EXIT_H | x_R28_EXIT_G | x_R29_EXIT_A | x_R30_EXIT_E | x_R31_EXIT_A | x_R32_EXIT_G | x_R33_EXIT_C | x_R34_EXIT_STAIRWELL | x_R35_EXIT_C | x_R36_EXIT_F
246,0.7862933352685104,1,True,0,28,x_R01_EXIT_F | x_R02_EXIT_G | x_R03_EXIT_B | x_R04_EXIT_G | x_R05_EXIT_E | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_E | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_E | x_R16_EXIT_F | x_R20_EXIT_G | x_R24_EXIT_E | x_R25_EXIT_H | x_R28_EXIT_D | x_R29_EXIT_A | x_R30_EXIT_H | x_R31_EXIT_F | x_R32_EXIT_G | x_R33_EXIT_F | x_R34_EXIT_H | x_R35_EXIT_H | x_R36_EXIT_F
247,0.786432647805043,1,True,0,28,x_R01_EXIT_H | x_R02_EXIT_E | x_R03_EXIT_G | x_R04_EXIT_STAIRWELL | x_R05_EXIT_A | x_R06_EXIT_D | x_R07_EXIT_E | x_R08_EXIT_B | x_R09_EXIT_STAIRWELL | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_H | x_R13_EXIT_H | x_R14_EXIT_D | x_R15_EXIT_B | x_R16_EXIT_E | x_R20_EXIT_H | x_R24_EXIT_STAIRWELL | x_R25_EXIT_STAIRWELL | x_R28_EXIT_C | x_R29_EXIT_D | x_R30_EXIT_H | x_R31_EXIT_STAIRWELL | x_R32_EXIT_E | x_R33_EXIT_F | x_R34_EXIT_F | x_R35_EXIT_H | x_R36_EXIT_STAIRWELL
248,0.7872972206691884,1,True,0,28,x_R01_EXIT_C | x_R02_EXIT_F | x_R03_EXIT_B | x_R04_EXIT_F | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_F | x_R08_EXIT_G | x_R09_EXIT_F | x_R10_EXIT_D | x_R11_EXIT_B | x_R12_EXIT_H | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_G | x_R16_EXIT_C | x_R20_EXIT_C | x_R24_EXIT_A | x_R25_EXIT_D | x_R28_EXIT_G | x_R29_EXIT_B | x_R30_EXIT_B | x_R31_EXIT_B | x_R32_EXIT_F | x_R33_EXIT_G | x_R34_EXIT_E | x_R35_EXIT_H | x_R36_EXIT_A
249,0.787410606118101,1,True,0,28,x_R01_EXIT_C | x_R02_EXIT_G | x_R03_EXIT_F | x_R04_EXIT_D | x_R05_EXIT_F | x_R06_EXIT_B | x_R07_EXIT_H | x_R08_EXIT_G | x_R09_EXIT_B | x_R10_EXIT_F | x_R11_EXIT_D | x_R12_EXIT_B | x_R13_EXIT_H | x_R14_EXIT_H | x_R15_EXIT_E | x_R16_EXIT_D | x_R20_EXIT_STAIRWELL | x_R24_EXIT_E | x_R25_EXIT_E | x_R28_EXIT_B | x_R29_EXIT_H | x_R30_EXIT_F | x_R31_EXIT_A | x_R32_EXIT_F | x_R33_EXIT_H | x_R34_EXIT_F | x_R35_EXIT_E | x_R36_EXIT_H
250,0.7874118464793014,1,True,0,28,x_R01_EXIT_B | x_R02_EXIT_D | x_R03_EXIT_H | x_R04_EXIT_A | x_R05_EXIT_F | x_R06_EXIT_F | x_R07_EXIT_B | x_R08_EXIT_D | x_R09_EXIT_G | x_R10_EXIT_G | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_STAIRWELL | x_R14_EXIT_F | x_R15_EXIT_D | x_R16_EXIT_G | x_R20_EXIT_C | x_R24_EXIT_F | x_R25_EXIT_D | x_R28_EXIT_F | x_R29_EXIT_H | x_R30_EXIT_STAIRWELL | x_R31_EXIT_D | x_R32_EXIT_C | x_R33_EXIT_D | x_R34_EXIT_E | x_R35_EXIT_E | x_R36_EXIT_F
251,0.78743245895987,1,True,0,28,x_R01_EXIT_G | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_H | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_STAIRWELL | x_R09_EXIT_E | x_R10_EXIT_A | x_R11_EXIT_D | x_R12_EXIT_C | x_R13_EXIT_H | x_R14_EXIT_STAIRWELL | x_R15_EXIT_STAIRWELL | x_R16_EXIT_STAIRWELL | x_R20_EXIT_C | x_R24_EXIT_H | x_R25_EXIT_F | x_R28_EXIT_G | x_R29_EXIT_D | x_R30_EXIT_STAIRWELL | x_R31_EXIT_D | x_R32_EXIT_STAIRWELL | x_R33_EXIT_H | x_R34_EXIT_E | x_R35_EXIT_D | x_R36_EXIT_D
252,0.7877331919082735,1,True,0,28,x_R01_EXIT_F | x_R02_EXIT_E | x_R03_EXIT_STAIRWELL | x_R04_EXIT_C | x_R05_EXIT_F | x_R06_EXIT_F | x_R07_EXIT_G | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_D | x_R11_EXIT_F | x_R12_EXIT_H | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_STAIRWELL | x_R20_EXIT_H | x_R24_EXIT_H | x_R25_EXIT_H | x_R28_EXIT_STAIRWELL | x_R29_EXIT_G | x_R30_EXIT_STAIRWELL | x_R31_EXIT_STAIRWELL | x_R32_EXIT_H | x_R33_EXIT_STAIRWELL | x_R34_EXIT_STAIRWELL | x_R35_EXIT_B | x_R36_EXIT_E
253,0.7879619069261139,1,True,0,28,x_R01_EXIT_F | x_R02_EXIT_F | x_R03_EXIT_F | x_R04_EXIT_F | x_R05_EXIT_D | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_STAIRWELL | x_R10_EXIT_C | x_R11_EXIT_D | x_R12_EXIT_H | x_R13_EXIT_A | x_R14_EXIT_G | x_R15_EXIT_B | x_R16_EXIT_B | x_R20_EXIT_B | x_R24_EXIT_STAIRWELL | x_R25_EXIT_B | x_R28_EXIT_E | x_R29_EXIT_F | x_R30_EXIT_G | x_R31_EXIT_H | x_R32_EXIT_E | x_R33_EXIT_D | x_R34_EXIT_STAIRWELL | x_R35_EXIT_G | x_R36_EXIT_F
254,0.7883377007010495,1,True,0,28,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_E | x_R04_EXIT_E | x_R05_EXIT_D | x_R06_EXIT_STAIRWELL | x_R07_EXIT_G | x_R08_EXIT_A | x_R09_EXIT_F | x_R10_EXIT_STAIRWELL | x_R11_EXIT_D | x_R12_EXIT_C | x_R13_EXIT_STAIRWELL | x_R14_EXIT_H | x_R15_EXIT_C | x_R16_EXIT_B | x_R20_EXIT_D | x_R24_EXIT_B | x_R25_EXIT_E | x_R28_EXIT_F | x_R29_EXIT_F | x_R30_EXIT_D | x_R31_EXIT_D | x_R32_EXIT_A | x_R33_EXIT_G | x_R34_EXIT_G | x_R35_EXIT_H | x_R36_EXIT_STAIRWELL
255,0.7886093195360786,1,True,0,28,x_R01_EXIT_STAIRWELL | x_R02_EXIT_H | x_R03_EXIT_STAIRWELL | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_STAIRWELL | x_R07_EXIT_D | x_R08_EXIT_G | x_R09_EXIT_G | x_R10_EXIT_F | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_H | x_R15_EXIT_H | x_R16_EXIT_C | x_R20_EXIT_STAIRWELL | x_R24_EXIT_A | x_R25_EXIT_STAIRWELL | x_R28_EXIT_H | x_R29_EXIT_STAIRWELL | x_R30_EXIT_B | x_R31_EXIT_A | x_R32_EXIT_B | x_R33_EXIT_STAIRWELL | x_R34_EXIT_F | x_R35_EXIT_D | x_R36_EXIT_H
256,0.78886731580468,1,True,0,28,x_R01_EXIT_STAIRWELL | x_R02_EXIT_F | x_R03_EXIT_G | x_R04_EXIT_F | x_R05_EXIT_H | x_R06_EXIT_F | x_R07_EXIT_D | x_R08_EXIT_H | x_R09_EXIT_H | x_R10_EXIT_C | x_R11_EXIT_D | x_R12_EXIT_D | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_STAIRWELL | x_R20_EXIT_E | x_R24_EXIT_D | x_R25_EXIT_STAIRWELL | x_R28_EXIT_STAIRWELL | x_R29_EXIT_E | x_R30_EXIT_G | x_R31_EXIT_A | x_R32_EXIT_G | x_R33_EXIT_B | x_R34_EXIT_E | x_R35_EXIT_G | x_R36_EXIT_E
257,0.7892510567131694,1,True,0,28,x_R01_EXIT_F | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_F | x_R05_EXIT_C | x_R06_EXIT_F | x_R07_EXIT_D | x_R08_EXIT_STAIRWELL | x_R09_EXIT_F | x_R10_EXIT_STAIRWELL | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_D | x_R14_EXIT_G | x_R15_EXIT_B | x_R16_EXIT_B | x_R20_EXIT_B | x_R24_EXIT_E | x_R25_EXIT_G | x_R28_EXIT_B | x_R29_EXIT_F | x_R30_EXIT_F | x_R31_EXIT_G | x_R32_EXIT_F | x_R33_EXIT_D | x_R34_EXIT_D | x_R35_EXIT_C | x_R36_EXIT_C
258,0.7895183718295016,1,True,0,28,x_R01_EXIT_E | x_R02_EXIT_F | x_R03_EXIT_B | x_R04_EXIT_F | x_R05_EXIT_D | x_R06_EXIT_C | x_R07_EXIT_G | x_R08_EXIT_H | x_R09_EXIT_H | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_H | x_R16_EXIT_C | x_R20_EXIT_E | x_R24_EXIT_E | x_R25_EXIT_STAIRWELL | x_R28_EXIT_F | x_R29_EXIT_B | x_R30_EXIT_D | x_R31_EXIT_B | x_R32_EXIT_STAIRWELL | x_R33_EXIT_D | x_R34_EXIT_A | x_R35_EXIT_A | x_R36_EXIT_C
