source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C0,C1,navigation,1.0,3.0,30.0,60,4,2.0,200.0,True
C7,EELBOW_EXIT_B,navigation,1.0,4.0,40.0,73,4,1.825,182.5,True
EELBOW_EXIT_B,EXIT_B,exit,1.0,4.0,40.0,73,4,1.825,182.5,True
EELBOW_EXIT_A,EXIT_A,exit,1.0,5.0,50.0,87,6,1.74,174.0,True
C6,C7,navigation,1.0,4.0,40.0,62,3,1.55,155.0,True
C0,EELBOW_EXIT_A,navigation,1.0,6.0,60.0,87,6,1.45,145.0,True
DOOR_02,ELBOW_R02,door_to_hallway,1.0,2.0,20.0,25,1,1.25,125.0,True
DOOR_05,START_R05,room_start,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_05,ELBOW_R05,door_to_hallway,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_07,START_R07,room_start,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_09,START_R09,room_start,1.0,2.0,20.0,20,1,1.0,100.0,False
C5,C6,navigation,1.0,4.0,40.0,39,2,0.975,97.5,False
C1,ELBOW_R10,navigation,1.0,2.0,20.0,18,1,0.9,90.0,False
DOOR_10,START_R10,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
C1,ELBOW_R02,navigation,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_02,START_R02,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C4,C5,navigation,1.0,3.0,30.0,24,1,0.8,80.0,False
C4,ELBOW_R05,navigation,1.0,3.0,30.0,24,1,0.8,80.0,False
C6,ELBOW_R07,navigation,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_07,ELBOW_R07,door_to_hallway,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
C5,ELBOW_R06,navigation,1.0,2.0,20.0,15,1,0.75,75.0,False
DOOR_06,START_R06,room_start,1.0,2.0,20.0,15,1,0.75,75.0,False
C0,ELBOW_R09,navigation,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_09,ELBOW_R09,door_to_hallway,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
C3,ELBOW_R04,navigation,1.0,2.0,20.0,12,1,0.6,60.0,False
DOOR_04,ELBOW_R04,door_to_hallway,1.0,2.0,20.0,12,1,0.6,60.0,False
DOOR_10,ELBOW_R10,door_to_hallway,1.0,3.0,30.0,18,1,0.6,60.0,False
C7,ELBOW_R08,navigation,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_08,START_R08,room_start,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_06,ELBOW_R06,door_to_hallway,1.0,3.0,30.0,15,1,0.5,50.0,False
C2,C3,navigation,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_04,START_R04,room_start,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_08,ELBOW_R08,door_to_hallway,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
DOOR_01,ELBOW_R01,door_to_hallway,1.0,2.0,20.0,7,1,0.35,35.0,False
C1,C2,navigation,1.0,5.0,50.0,17,2,0.34,34.0,False
C2,ELBOW_R03,navigation,1.0,2.0,20.0,5,1,0.25,25.0,False
DOOR_03,ELBOW_R03,door_to_hallway,1.0,2.0,20.0,5,1,0.25,25.0,False
C0,ELBOW_R01,navigation,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_01,START_R01,room_start,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_03,START_R03,room_start,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
C0,C7,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C3,C4,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
