source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
DOOR_14,ELBOW_R14,door_to_hallway,1.0,2.0,20.0,7,1,0.35,35.0,False
C1,ELBOW_R02,navigation,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_02,START_R02,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_02,ELBOW_R02,door_to_hallway,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_13,START_R13,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_13,ELBOW_R13,door_to_hallway,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C2,ELBOW_R19,navigation,1.0,2.0,20.0,6,1,0.3,30.0,False
DOOR_19,START_R19,room_start,1.0,2.0,20.0,6,1,0.3,30.0,False
DOOR_19,ELBOW_R19,door_to_hallway,1.0,2.0,20.0,6,1,0.3,30.0,False
C14,C15,navigation,1.0,5.0,50.0,14,2,0.28,28.000000000000004,False
DOOR_03,START_R03,room_start,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_03,ELBOW_R03,door_to_hallway,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
C6,ELBOW_R07,navigation,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
C13,ELBOW_R14,navigation,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
C14,ELBOW_R15,navigation,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_07,ELBOW_R07,door_to_hallway,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_14,START_R14,room_start,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_15,START_R15,room_start,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_15,ELBOW_R15,door_to_hallway,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
C11,C12,navigation,1.0,5.0,50.0,10,1,0.2,20.0,False
DOOR_09,ELBOW_R09,door_to_hallway,1.0,2.0,20.0,4,1,0.2,20.0,False
DOOR_10,ELBOW_R10,door_to_hallway,1.0,2.0,20.0,4,1,0.2,20.0,False
C9,C10,navigation,1.0,5.0,50.0,8,2,0.16,16.0,False
C1,ELBOW_R18,navigation,1.0,2.0,20.0,3,1,0.15,15.0,False
DOOR_05,START_R05,room_start,1.0,2.0,20.0,3,1,0.15,15.0,False
DOOR_05,ELBOW_R05,door_to_hallway,1.0,2.0,20.0,3,1,0.15,15.0,False
DOOR_18,ELBOW_R18,door_to_hallway,1.0,2.0,20.0,3,1,0.15,15.0,False
C13,C14,navigation,1.0,5.0,50.0,7,1,0.14,14.000000000000002,False
C8,ELBOW_R09,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
C9,ELBOW_R10,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
DOOR_09,START_R09,room_start,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
DOOR_10,START_R10,room_start,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
C3,ELBOW_R20,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
C4,ELBOW_R05,navigation,1.0,3.0,30.0,3,1,0.1,10.0,False
C8,C9,navigation,1.0,4.0,40.0,4,1,0.1,10.0,False
C10,ELBOW_R11,navigation,1.0,3.0,30.0,3,1,0.1,10.0,False
DOOR_11,START_R11,room_start,1.0,3.0,30.0,3,1,0.1,10.0,False
DOOR_11,ELBOW_R11,door_to_hallway,1.0,3.0,30.0,3,1,0.1,10.0,False
DOOR_18,START_R18,room_start,1.0,3.0,30.0,3,1,0.1,10.0,False
DOOR_20,ELBOW_R20,door_to_hallway,1.0,2.0,20.0,2,1,0.1,10.0,False
C11,ELBOW_R12,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_12,START_R12,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_12,ELBOW_R12,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_20,START_R20,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C0,C15,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C2,C3,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C7,C8,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C12,C13,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
