source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C5,EELBOW_EXIT_B,navigation,1.0,5.0,50.0,63,6,1.26,126.0,True
C15,ELBOW_R16,navigation,1.0,2.0,20.0,24,1,1.2,120.0,True
C0,EELBOW_EXIT_A,navigation,1.0,5.0,50.0,59,6,1.18,118.0,True
EELBOW_EXIT_B,EXIT_B,exit,1.0,6.0,60.0,63,6,1.05,105.0,True
EELBOW_EXIT_A,EXIT_A,exit,1.0,6.0,60.0,59,6,0.9833333333333333,98.33333333333333,False
C0,C1,navigation,1.0,3.0,30.0,27,4,0.9,90.0,False
C0,ELBOW_R01,navigation,1.0,2.0,20.0,18,1,0.9,90.0,False
DOOR_01,ELBOW_R01,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
DOOR_16,START_R16,room_start,1.0,3.0,30.0,24,1,0.8,80.0,False
DOOR_16,ELBOW_R16,door_to_hallway,1.0,3.0,30.0,24,1,0.8,80.0,False
C7,ELBOW_R08,navigation,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_08,START_R08,room_start,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_08,ELBOW_R08,door_to_hallway,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
EELBOW_EXIT_D,EXIT_D,exit,1.0,5.0,50.0,38,3,0.76,76.0,False
C3,ELBOW_R04,navigation,1.0,2.0,20.0,15,1,0.75,75.0,False
DOOR_04,START_R04,room_start,1.0,2.0,20.0,15,1,0.75,75.0,False
DOOR_04,ELBOW_R04,door_to_hallway,1.0,2.0,20.0,15,1,0.75,75.0,False
C0,ELBOW_R17,navigation,1.0,2.0,20.0,14,1,0.7,70.0,False
C4,C5,navigation,1.0,3.0,30.0,20,3,0.6666666666666666,66.66666666666666,False
DOOR_06,START_R06,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
DOOR_06,ELBOW_R06,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
C15,EELBOW_EXIT_D,navigation,1.0,6.0,60.0,38,3,0.6333333333333333,63.33333333333333,False
C5,C6,navigation,1.0,5.0,50.0,30,2,0.6,60.0,False
DOOR_01,START_R01,room_start,1.0,3.0,30.0,18,1,0.6,60.0,False
C12,ELBOW_R13,navigation,1.0,2.0,20.0,10,1,0.5,50.0,False
C1,C2,navigation,1.0,3.0,30.0,14,2,0.4666666666666667,46.666666666666664,False
DOOR_17,START_R17,room_start,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
DOOR_17,ELBOW_R17,door_to_hallway,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
C6,C7,navigation,1.0,5.0,50.0,23,1,0.46,46.0,False
EELBOW_EXIT_C,EXIT_C,exit,1.0,5.0,50.0,23,5,0.46,46.0,False
C5,ELBOW_R06,navigation,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
C3,C4,navigation,1.0,4.0,40.0,17,2,0.425,42.5,False
C2,ELBOW_R03,navigation,1.0,2.0,20.0,8,1,0.4,40.0,False
C10,C11,navigation,1.0,3.0,30.0,12,2,0.4,40.0,False
C10,EELBOW_EXIT_C,navigation,1.0,6.0,60.0,23,5,0.38333333333333336,38.333333333333336,False
DOOR_07,START_R07,room_start,1.0,2.0,20.0,7,1,0.35,35.0,False
