rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,selected_variable_count,selected_variables
123,1.0747281075457025,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
124,1.0747333401830517,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
125,1.075389939349165,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
126,1.0760434673117913,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
127,1.0763448692890378,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_A
128,1.0769510980821337,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
129,1.077710688937458,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_A
130,1.079448608397385,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
131,1.080355628741998,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
132,1.0849105795657437,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
133,1.0853644881287892,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_A
134,1.0866418767896775,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
135,1.0866529789027908,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
136,1.086767150475879,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
137,1.0889356106489458,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
138,1.0891312094580101,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
139,1.0894601246020201,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
140,1.0898031000753647,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
141,1.0898779329550692,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_A | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
142,1.090376481815298,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
143,1.09067041781951,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
144,1.091241171501757,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
145,1.0917550528996358,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
146,1.0928685173770631,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_A
147,1.0928885176153997,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
148,1.093245664937477,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
149,1.0934450114064163,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
150,1.0937642184380039,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
151,1.0946126217966707,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
152,1.0947379703189029,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
153,1.0954373814404619,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
154,1.0960460534031213,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
155,1.0961091502662086,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_B | x_R24_EXIT_A
156,1.096322910699982,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
157,1.0977040790275296,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_A
158,1.0980997844025282,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
159,1.098250144227869,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_A | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_B | x_R24_EXIT_A
160,1.0986720436054114,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
161,1.0992519389962752,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_B | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
162,1.0993953904484997,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_A | x_R17_EXIT_A | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
163,1.1011458001527217,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
164,1.1012514125627177,1,True,0,24,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
165,1.101520048191837,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
166,1.1016085393415551,1,True,0,24,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
167,1.1018449852993228,1,True,0,24,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_A | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
