rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,chain_break_fraction,selected_variable_count,selected_variables
256,2.3856442722361146,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
257,2.3856442722361146,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
258,2.386681067284758,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
259,2.386681067284758,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
260,2.389798445646545,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
261,2.389798445646545,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
262,2.394625237265722,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
263,2.394625237265722,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
264,2.394625237265722,4,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
265,2.4077883339926496,3,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
266,2.4077883339926496,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
267,2.4077883339926496,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
268,2.422090559856443,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
269,2.4238554395810543,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
270,2.4238554395810543,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
271,2.4354099787220966,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
272,2.447374083907321,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
273,2.447374083907321,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
274,2.447374083907321,1,True,0,0.0625,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
275,2.4513764857165334,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
276,2.4530284399349074,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
277,2.454494121155863,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
278,2.455782515167069,3,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
279,2.455782515167069,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
280,2.455782515167069,3,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
281,2.455782515167069,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
282,2.459270356400517,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
283,2.4689372308127826,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
284,2.4689372308127826,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
285,2.479284140253373,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
286,2.480034668417081,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
287,2.480034668417081,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
288,2.4852685193535615,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
289,2.4852685193535615,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
290,2.5030874833799137,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
291,2.510582996953879,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
292,2.5129255391894723,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
293,2.5129255391894723,3,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
294,2.5160647444062754,1,True,0,0.0625,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
295,2.5160647444062754,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
296,2.5160647444062754,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
297,2.5160647444062754,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
298,2.5239301426482905,3,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
299,2.5239301426482905,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
300,2.5239301426482905,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
301,2.5239301426482905,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
302,2.536952098504548,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
303,2.536952098504548,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
304,2.542958561537294,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
305,2.5462760182254853,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
306,2.5462760182254853,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
307,2.556020185959983,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
308,2.556020185959983,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
309,2.5725233374627408,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
310,2.5725233374627408,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
311,2.5809390958741196,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
312,2.5809390958741196,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
313,2.595947412149267,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
314,2.6025616943903978,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B
315,2.607309200115544,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
316,2.607309200115544,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
317,2.60736797016168,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
318,2.60736797016168,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
319,2.6079971917379394,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
320,2.6079971917379394,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
321,2.6079971917379394,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
322,2.608052401127619,3,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
323,2.608052401127619,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
324,2.608052401127619,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
325,2.609847231710915,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
326,2.609847231710915,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
327,2.6337579086863157,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
328,2.6337579086863157,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
329,2.6362532252138795,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
330,2.6362532252138795,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
331,2.6362532252138795,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
332,2.638426642672509,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
333,2.638426642672509,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B
334,2.6389716682620405,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
335,2.6389716682620405,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
336,2.640745186145405,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
337,2.640745186145405,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
338,2.649259383169352,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
339,2.649259383169352,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
340,2.662167192180197,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
341,2.662167192180197,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
342,2.674608747340463,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
343,2.6793264696165227,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
344,2.6867068336543203,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
345,2.6871359769041754,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
346,2.6878470807692927,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
347,2.6914830688989753,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
348,2.6914830688989753,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
349,2.6975142122590983,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
350,2.6975142122590983,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
351,2.6975142122590983,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
352,2.708954347477184,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
353,2.708954347477184,4,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
354,2.708954347477184,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
355,2.708954347477184,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
356,2.709700711161413,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
357,2.712389035941286,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
358,2.712389035941286,2,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B
359,2.718425192755179,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
360,2.718425192755179,2,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
361,2.7387595646698526,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
362,2.7387595646698526,3,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
363,2.7387595646698526,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A
364,2.746710637315314,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
365,2.746710637315314,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B
366,2.765436566931453,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
367,2.765436566931453,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A
368,2.770103244297317,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
369,2.770103244297317,1,True,0,0.0625,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
370,2.770103244297317,1,True,0,0.0,8,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_A
371,2.7838631827565923,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
372,2.7838631827565923,1,True,0,0.0,8,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A
