route_id,room_id,room_name,start_node,exit_node,occupancy,distance,edge_count,path,edge_ids
R01__EXIT_A,R01,Apartment 102,START_R01,EXIT_A,2,5.5,5,START_R01 -> D3 -> DOOR_04 -> F3 -> F2 -> EXIT_A,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E251:F2--F3 | E250:F2--EXIT_A
R01__EXIT_B,R01,Apartment 102,START_R01,EXIT_B,2,21.5,20,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E363:K6--L6 | E380:L6--M6 | E404:M6--N6 | E431:N6--O6 | E462:O5--O6 | E461:O4--O5 | E460:O3--O4 | E449:O2--O3 | E448:O2--EXIT_B
R01__EXIT_C,R01,Apartment 102,START_R01,EXIT_C,2,30.5,29,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E363:K6--L6 | E380:L6--M6 | E404:M6--N6 | E431:N6--O6 | E464:O6--P6 | E487:P6--Q6 | E512:Q6--R6 | E542:R6--S6 | E572:S6--T6 | E665:T6--U6 | E693:U6--V6 | E719:V6--W6 | E735:W6--X6 | E765:X5--X6 | E764:X4--X5 | E763:X3--X4 | E750:X2--X3 | E749:X2--EXIT_C
R01__EXIT_D,R01,Apartment 102,START_R01,EXIT_D,2,42.5,42,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> DOOR_24 -> M15 -> N15 -> O15 -> P15 -> Q15 -> R15 -> S15 -> T15 -> U15 -> V15 -> DOOR_23 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E362:K6--K7 | E364:K7--K8 | E365:K8--K9 | E346:K10.5--K9 | E345:K10.5--K11.5 | E347:K11.5--K12.5 | E348:K12.5--K13.5 | E349:K13.5--K15 | E350:K15--DOOR_24 | E390:M15--DOOR_24 | E392:M15--N15 | E419:N15--O15 | E445:O15--P15 | E478:P15--Q15 | E499:Q15--R15 | E526:R15--S15 | E556:S15--T15 | E649:T15--U15 | E679:U15--V15 | E702:V15--DOOR_23 | E741:X15--DOOR_23 | E742:X15--X16 | E744:X16--Y16 | E771:Y16--Z16 | E009:AA16--Z16 | E008:AA16--AB16 | E050:AB16--AC16 | E061:AC16--AD16 | E078:AD16--AE16 | E105:AE16--AF16 | E131:AF16--EXIT_D
R01__EXIT_E,R01,Apartment 102,START_R01,EXIT_E,2,49.5,48,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> Q23 -> R23 -> S23 -> T23 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E362:K6--K7 | E364:K7--K8 | E365:K8--K9 | E346:K10.5--K9 | E345:K10.5--K11.5 | E347:K11.5--K12.5 | E348:K12.5--K13.5 | E349:K13.5--K15 | E351:K15--K16 | E352:K16--K17 | E353:K17--K18 | E355:K18--L18 | E367:L18--M18 | E394:M18--N18 | E421:N18--N19 | E423:N19--N20 | E425:N20--N21 | E426:N21--N22 | E427:N22--N23 | E428:N23--O23 | E453:O23--P23 | E483:P23--Q23 | E507:Q23--R23 | E534:R23--S23 | E569:S23--T23 | E659:T23--U23 | E687:U23--V23 | E714:V23--W23 | E730:W23--X23 | E755:X23--DOOR_36 | E757:X25--DOOR_36 | E759:X25--Y25 | E778:Y25--Y26 | E779:Y26--DOOR_40 | E033:AA26--DOOR_40 | E032:AA26--AA27 | E035:AA27--EXIT_E
R01__EXIT_F,R01,Apartment 102,START_R01,EXIT_F,2,41.0,39,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> Q23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E362:K6--K7 | E364:K7--K8 | E365:K8--K9 | E346:K10.5--K9 | E345:K10.5--K11.5 | E347:K11.5--K12.5 | E348:K12.5--K13.5 | E349:K13.5--K15 | E351:K15--K16 | E352:K16--K17 | E353:K17--K18 | E355:K18--L18 | E367:L18--M18 | E394:M18--N18 | E421:N18--N19 | E423:N19--N20 | E425:N20--N21 | E426:N21--N22 | E427:N22--N23 | E428:N23--O23 | E453:O23--P23 | E483:P23--Q23 | E507:Q23--R23 | E533:R23--R24 | E535:R24--R25 | E536:R25--R26 | E539:R26--R27 | E540:R27--EXIT_F
R01__EXIT_G,R01,Apartment 102,START_R01,EXIT_G,2,45.5,43,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E362:K6--K7 | E364:K7--K8 | E365:K8--K9 | E346:K10.5--K9 | E345:K10.5--K11.5 | E347:K11.5--K12.5 | E348:K12.5--K13.5 | E349:K13.5--K15 | E351:K15--K16 | E352:K16--K17 | E353:K17--K18 | E355:K18--L18 | E367:L18--M18 | E394:M18--N18 | E421:N18--N19 | E423:N19--N20 | E425:N20--N21 | E426:N21--N22 | E427:N22--N23 | E397:M23--N23 | E373:L23--M23 | E361:K23--L23 | E340:J23--K23 | E326:I23--J23 | E325:I23--DOOR_33 | E327:I25--DOOR_33 | E300:H25--I25 | E299:H25--H26 | E301:H26--DOOR_43 | E258:F26--DOOR_43 | E260:F26--F27 | E261:F27--EXIT_G
R01__EXIT_H,R01,Apartment 102,START_R01,EXIT_H,2,27.5,26,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> DOOR_08 -> D6 -> START_R35 -> DOOR_14 -> C8 -> D8 -> D9 -> E9 -> DOOR_16 -> F9 -> F10.5 -> F12 -> F13 -> F14.5 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E267:F6--DOOR_08 | E213:D6--DOOR_08 | E635:START_R35--D6 | E218:DOOR_14--START_R35 | E193:C8--DOOR_14 | E192:C8--D8 | E214:D8--D9 | E216:D9--E9 | E220:DOOR_16--E9 | E221:DOOR_16--F9 | E271:F9--F10.5 | E239:F10.5--F12 | E241:F12--F13 | E243:F13--F14.5 | E244:F14.5--F16 | E230:E16--F16 | E201:D16--E16 | E175:C16--D16 | E147:B16--C16 | E148:B16--EXIT_H
R01__EXIT_STAIRWELL,R01,Apartment 102,START_R01,EXIT_STAIRWELL,2,37.5,36,START_R01 -> D3 -> DOOR_04 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> P22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL,E578:START_R01--D3 | E212:D3--DOOR_04 | E263:F3--DOOR_04 | E264:F3--F4 | E265:F4--F5 | E266:F5--F6 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E362:K6--K7 | E364:K7--K8 | E365:K8--K9 | E346:K10.5--K9 | E345:K10.5--K11.5 | E347:K11.5--K12.5 | E348:K12.5--K13.5 | E349:K13.5--K15 | E351:K15--K16 | E352:K16--K17 | E353:K17--K18 | E355:K18--L18 | E367:L18--M18 | E394:M18--N18 | E421:N18--N19 | E423:N19--N20 | E425:N20--N21 | E426:N21--N22 | E427:N22--N23 | E428:N23--O23 | E453:O23--P23 | E481:P22--P23 | E482:P22--Q22 | E504:Q22--DOOR_45 | E226:DOOR_45--EXIT_STAIRWELL
R02__EXIT_A,R02,Apartment 103,START_R02,EXIT_A,2,5.5,5,START_R02 -> H3 -> DOOR_01 -> F3 -> F2 -> EXIT_A,E307:H3--START_R02 | E305:H3--DOOR_01 | E262:F3--DOOR_01 | E251:F2--F3 | E250:F2--EXIT_A
