room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R12,Communal Bathroom,EXIT_B,1,P12.5,navigation,P12.5
R12,Communal Bathroom,EXIT_B,2,O12.5,navigation,O12.5
R12,Communal Bathroom,EXIT_B,3,O11.25,navigation,O11.25
R12,Communal Bathroom,EXIT_B,4,O10.25,navigation,O10.25
R12,Communal Bathroom,EXIT_B,5,O9,navigation,O9
R12,Communal Bathroom,EXIT_B,6,O8,navigation,O8
R12,Communal Bathroom,EXIT_B,7,DOOR_09,door,O7
R12,Communal Bathroom,EXIT_B,8,O6,navigation,O6
R12,Communal Bathroom,EXIT_B,9,O5,navigation,O5
R12,Communal Bathroom,EXIT_B,10,O4,navigation,O4
R12,Communal Bathroom,EXIT_B,11,O3,navigation,O3
R12,Communal Bathroom,EXIT_B,12,O2,navigation,O2
R12,Communal Bathroom,EXIT_B,13,EXIT_B,exit,O1
R13,Apartment 113,EXIT_H,0,START_R13,room_start,C13
R13,Apartment 113,EXIT_H,1,D13,navigation,D13
R13,Apartment 113,EXIT_H,2,E13,navigation,E13
R13,Apartment 113,EXIT_H,3,DOOR_21,door,E_A13
R13,Apartment 113,EXIT_H,4,F13,navigation,F13
R13,Apartment 113,EXIT_H,5,F14.5,navigation,F14.5
R13,Apartment 113,EXIT_H,6,F16,navigation,F16
R13,Apartment 113,EXIT_H,7,E16,navigation,E16
R13,Apartment 113,EXIT_H,8,D16,navigation,D16
R13,Apartment 113,EXIT_H,9,C16,navigation,C16
R13,Apartment 113,EXIT_H,10,B16,navigation,B16
R13,Apartment 113,EXIT_H,11,EXIT_H,exit,A16
R14,Apartment 114,EXIT_H,0,START_R14,room_start,I13
R14,Apartment 114,EXIT_H,1,H13,navigation,H13
R14,Apartment 114,EXIT_H,2,DOOR_22,door,G13
R14,Apartment 114,EXIT_H,3,F13,navigation,F13
R14,Apartment 114,EXIT_H,4,F14.5,navigation,F14.5
R14,Apartment 114,EXIT_H,5,F16,navigation,F16
R14,Apartment 114,EXIT_H,6,E16,navigation,E16
R14,Apartment 114,EXIT_H,7,D16,navigation,D16
R14,Apartment 114,EXIT_H,8,C16,navigation,C16
R14,Apartment 114,EXIT_H,9,B16,navigation,B16
R14,Apartment 114,EXIT_H,10,EXIT_H,exit,A16
R15,Supply Closet,EXIT_D,0,START_R15,room_start,Z13
R15,Supply Closet,EXIT_D,1,DOOR_19,door,AA13
R15,Supply Closet,EXIT_D,2,AB13,navigation,AB13
R15,Supply Closet,EXIT_D,3,AB14.5,navigation,AB14.5
R15,Supply Closet,EXIT_D,4,AB16,navigation,AB16
R15,Supply Closet,EXIT_D,5,AC16,navigation,AC16
R15,Supply Closet,EXIT_D,6,AD16,navigation,AD16
R15,Supply Closet,EXIT_D,7,AE16,navigation,AE16
R15,Supply Closet,EXIT_D,8,AF16,navigation,AF16
R15,Supply Closet,EXIT_D,9,EXIT_D,exit,AG16
R16,Apartment 112,EXIT_D,0,START_R16,room_start,AE13
R16,Apartment 112,EXIT_D,1,AD13,navigation,AD13
R16,Apartment 112,EXIT_D,2,DOOR_20,door,AC13
R16,Apartment 112,EXIT_D,3,AB13,navigation,AB13
R16,Apartment 112,EXIT_D,4,AB14.5,navigation,AB14.5
R16,Apartment 112,EXIT_D,5,AB16,navigation,AB16
R16,Apartment 112,EXIT_D,6,AC16,navigation,AC16
R16,Apartment 112,EXIT_D,7,AD16,navigation,AD16
R16,Apartment 112,EXIT_D,8,AE16,navigation,AE16
R16,Apartment 112,EXIT_D,9,AF16,navigation,AF16
R16,Apartment 112,EXIT_D,10,EXIT_D,exit,AG16
R20,Emergency Stairwell / Exit Room,EXIT_STAIRWELL,0,START_R20,room_start,Q20
R20,Emergency Stairwell / Exit Room,EXIT_STAIRWELL,1,EXIT_STAIRWELL,exit,Q20
R24,Laundry Room,EXIT_STAIRWELL,0,START_R24,room_start,Y20
R24,Laundry Room,EXIT_STAIRWELL,1,X20,navigation,X20
R24,Laundry Room,EXIT_STAIRWELL,2,W20,navigation,W20
R24,Laundry Room,EXIT_STAIRWELL,3,V20,navigation,V20
R24,Laundry Room,EXIT_STAIRWELL,4,DOOR_30,door,U20
R24,Laundry Room,EXIT_STAIRWELL,5,T20,navigation,T20
R24,Laundry Room,EXIT_STAIRWELL,6,S20,navigation,S20
R24,Laundry Room,EXIT_STAIRWELL,7,S21,navigation,S21
R24,Laundry Room,EXIT_STAIRWELL,8,S22,navigation,S22
R24,Laundry Room,EXIT_STAIRWELL,9,R22,navigation,R22
R24,Laundry Room,EXIT_STAIRWELL,10,Q22,navigation,Q22
R24,Laundry Room,EXIT_STAIRWELL,11,DOOR_45,door,Q21
R24,Laundry Room,EXIT_STAIRWELL,12,EXIT_STAIRWELL,exit,Q20
R25,Apartment 115,EXIT_D,0,START_R25,room_start,AE20
R25,Apartment 115,EXIT_D,1,AE19,navigation,AE19
R25,Apartment 115,EXIT_D,2,AE18,navigation,AE18
R25,Apartment 115,EXIT_D,3,DOOR_25,door,AE17
R25,Apartment 115,EXIT_D,4,AE16,navigation,AE16
R25,Apartment 115,EXIT_D,5,AF16,navigation,AF16
R25,Apartment 115,EXIT_D,6,EXIT_D,exit,AG16
R28,Apartment 120,EXIT_G,0,START_R28,room_start,C26
R28,Apartment 120,EXIT_G,1,D26,navigation,D26
R28,Apartment 120,EXIT_G,2,DOOR_44,door,E26
R28,Apartment 120,EXIT_G,3,F26,navigation,F26
R28,Apartment 120,EXIT_G,4,F27,navigation,F27
R28,Apartment 120,EXIT_G,5,EXIT_G,exit,F28
R29,Apartment 116,EXIT_G,0,START_R29,room_start,I26
R29,Apartment 116,EXIT_G,1,H26,navigation,H26
R29,Apartment 116,EXIT_G,2,DOOR_43,door,G26
R29,Apartment 116,EXIT_G,3,F26,navigation,F26
R29,Apartment 116,EXIT_G,4,F27,navigation,F27
R29,Apartment 116,EXIT_G,5,EXIT_G,exit,F28
R30,Apartment 118,EXIT_STAIRWELL,0,START_R30,room_start,M26
R30,Apartment 118,EXIT_STAIRWELL,1,M25,navigation,M25
R30,Apartment 118,EXIT_STAIRWELL,2,DOOR_34,door,M24
R30,Apartment 118,EXIT_STAIRWELL,3,M23,navigation,M23
R30,Apartment 118,EXIT_STAIRWELL,4,N23,navigation,N23
R30,Apartment 118,EXIT_STAIRWELL,5,O23,navigation,O23
R30,Apartment 118,EXIT_STAIRWELL,6,P23,navigation,P23
R30,Apartment 118,EXIT_STAIRWELL,7,P22,navigation,P22
R30,Apartment 118,EXIT_STAIRWELL,8,Q22,navigation,Q22
R30,Apartment 118,EXIT_STAIRWELL,9,DOOR_45,door,Q21
R30,Apartment 118,EXIT_STAIRWELL,10,EXIT_STAIRWELL,exit,Q20
R31,Apartment 119,EXIT_F,0,START_R31,room_start,O26
R31,Apartment 119,EXIT_F,1,P26,navigation,P26
R31,Apartment 119,EXIT_F,2,DOOR_39,door,Q26
R31,Apartment 119,EXIT_F,3,R26,navigation,R26
R31,Apartment 119,EXIT_F,4,R27,navigation,R27
R31,Apartment 119,EXIT_F,5,EXIT_F,exit,R28
R32,Apartment 121,EXIT_F,0,START_R32,room_start,U26
R32,Apartment 121,EXIT_F,1,T26,navigation,T26
R32,Apartment 121,EXIT_F,2,DOOR_41,door,S26
R32,Apartment 121,EXIT_F,3,R26,navigation,R26
R32,Apartment 121,EXIT_F,4,R27,navigation,R27
R32,Apartment 121,EXIT_F,5,EXIT_F,exit,R28
R33,Apartment 117,EXIT_E,0,START_R33,room_start,X26
R33,Apartment 117,EXIT_E,1,Y26,navigation,Y26
R33,Apartment 117,EXIT_E,2,DOOR_40,door,Z26
R33,Apartment 117,EXIT_E,3,AA26,navigation,AA26
R33,Apartment 117,EXIT_E,4,AA27,navigation,AA27
R33,Apartment 117,EXIT_E,5,EXIT_E,exit,AA28
R34,Apartment 122,EXIT_E,0,START_R34,room_start,AE26
R34,Apartment 122,EXIT_E,1,AD26,navigation,AD26
R34,Apartment 122,EXIT_E,2,AC26,navigation,AC26
R34,Apartment 122,EXIT_E,3,DOOR_42,door,AB26
R34,Apartment 122,EXIT_E,4,AA26,navigation,AA26
R34,Apartment 122,EXIT_E,5,AA27,navigation,AA27
R34,Apartment 122,EXIT_E,6,EXIT_E,exit,AA28
R35,Apartment 108,EXIT_A,0,START_R35,room_start,C6
R35,Apartment 108,EXIT_A,1,D6,navigation,D6
R35,Apartment 108,EXIT_A,2,DOOR_08,door,E6
R35,Apartment 108,EXIT_A,3,F6,navigation,F6
R35,Apartment 108,EXIT_A,4,F5,navigation,F5
R35,Apartment 108,EXIT_A,5,F4,navigation,F4
R35,Apartment 108,EXIT_A,6,F3,navigation,F3
R35,Apartment 108,EXIT_A,7,F2,navigation,F2
R35,Apartment 108,EXIT_A,8,EXIT_A,exit,F1
R36,Communal Kitchen,EXIT_STAIRWELL,0,START_R36,room_start,G20
R36,Communal Kitchen,EXIT_STAIRWELL,1,H20,navigation,H20
R36,Communal Kitchen,EXIT_STAIRWELL,2,I20,navigation,I20
R36,Communal Kitchen,EXIT_STAIRWELL,3,J20,navigation,J20
R36,Communal Kitchen,EXIT_STAIRWELL,4,K20,navigation,K20
R36,Communal Kitchen,EXIT_STAIRWELL,5,L20,navigation,L20
R36,Communal Kitchen,EXIT_STAIRWELL,6,DOOR_29,door,M20
R36,Communal Kitchen,EXIT_STAIRWELL,7,N20,navigation,N20
R36,Communal Kitchen,EXIT_STAIRWELL,8,N21,navigation,N21
R36,Communal Kitchen,EXIT_STAIRWELL,9,N22,navigation,N22
R36,Communal Kitchen,EXIT_STAIRWELL,10,N23,navigation,N23
R36,Communal Kitchen,EXIT_STAIRWELL,11,O23,navigation,O23
R36,Communal Kitchen,EXIT_STAIRWELL,12,P23,navigation,P23
R36,Communal Kitchen,EXIT_STAIRWELL,13,P22,navigation,P22
R36,Communal Kitchen,EXIT_STAIRWELL,14,Q22,navigation,Q22
R36,Communal Kitchen,EXIT_STAIRWELL,15,DOOR_45,door,Q21
R36,Communal Kitchen,EXIT_STAIRWELL,16,EXIT_STAIRWELL,exit,Q20
